Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID|Date Recevied|Date Last Revised|Last Revised By|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Report Start Date|Report End Date|Nature of Committee|Field 1|Field 2A|Field 2B|Field 2C|Field 2D|Field 3|Field 4|Field 5|Field 6|Field 7|Field 8|Field 9|Field 10|Field 11A|Field 11B|Field 11C|Field 11D|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 24|Field 25|Field 26|Description
INDEPENDENT INSURANCE AGENTS OF NE PAC|8231- B NORTHWOODS DRIVE|S|LINCOLN|NE|68505|99PAC00028|04/29/2008|04/29/2008|nadc02|||05/13/2008|P|10|04/09/2008|04/28/2008|S|0|0|0|0|0|0|0|0|0|0|0|0|3800|0|0|0|0|0|0|0|0|0|3800|7834.07|0|0|7834.07|0|7834.07|0|0|7834.07|
ASSOCIATED BEVERAGE DISTRIBUTORS OF NE (PAC)|301 S. 13TH STREET, SUITE 400|S|LINCOLN|NE|68508|99PAC00042|04/29/2008|05/15/2008|nadc05|04/29/2008|7750175|05/13/2008|P|10|04/09/2008|04/28/2008|S|5324.88|0|3547.45|0|3547.45|0|0|3547.45|0|0|3547.45|8872.33|4301.25|631.68|0|0|631.68|0|631.68|0|0|631.68|4932.93|11521.27|0|3547.45|15068.72|631.68|14437.04|0|0|14437.04|
NE COOPERATIVE COUNCIL PAC|134 S. 13TH ST., STE. 503|S|LINCOLN|NE|68508|99PAC00099|04/29/2008|04/29/2008|nadc02|||05/13/2008|P|10|04/09/2008|04/28/2008|S|616.99|0|0|0|0|0|0|0|0|0|0|616.99|5400|0|0|0|0|0|0|0|0|0|5400|50605.52|0|0|50605.52|0|50605.52|0|0|50605.52|
AMERITAS LIFE INSURANCE CORP PAC|5900 O STREET|S|LINCOLN|NE|68510|99PAC00119|04/29/2008|04/29/2008|nadc02|||05/13/2008|P|10|04/09/2008|04/28/2008|S|4152.78|677.95|0|0|677.95|0|0|677.95|0|0|677.95|4830.73|8200|500|0|0|500|0|500|0|0|500|8700|35754.41|0|677.95|36432.36|500|35932.36|0|0|35932.36|
NE CABLE COMMUNICATIONS PAC|1233 LINCOLN MALL, SUITE 201|S|LINCOLN|NE|68508|99PAC00140|04/29/2008|04/29/2008|nadc02|||05/13/2008|P|10|04/09/2008|04/28/2008|S|7645.96|0|0|0|0|0|0|0|0|0|0|7645.96|2175.05|50|0|0|50|0|50|0|0|50|2225.05|15454.61|0|0|15454.61|50|15404.61|0|0|15404.61|
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|941 O STREET, SUITE 203|S|LINCOLN|NE|68508|99PAC00104|04/29/2008|05/16/2008|nadc05||7750187|05/13/2008|P|10|04/09/2008|04/28/2008|S|15210.3|1310|0|79.87|1389.87|0|0|1389.87|0|0|1389.87|16600.17|12379.75|0|0|1401.35|1401.35|0|1401.35|0|0|1401.35|13781.1|117742.75|0|1389.87|119132.62|1401.35|117731.27|0|0|117731.27|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|04/30/2008|04/30/2008|nadc01|||05/13/2008|P|10|04/09/2008|04/28/2008|T|7851.44|5328|0|0|5328|0|0|5328|0|0|5328|13179.44|17827.9|4000|0|0|4000|0|4000|0|0|4000|21827.9|75110.19|0|5328|80438.19|4000|76438.19|0|0|76438.19|
DEALER PAC|701 South 13th Street, P.O. Box 95023|S|Lincoln|NE|68509|99PAC00020|04/30/2008|04/30/2008|nadc01|||05/13/2008|P|10|04/09/2008|04/28/2008|T|10974.88|0|0|0|0|0|0|0|0|0|0|10974.88|3838.05|641.87|0|0|641.87|0|641.87|0|0|641.87|4479.92|66432.51|0|0|66432.51|641.87|65790.64|0|0|65790.64|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|11421 Davenport Street,|S|OMAHA|NE|68154|99PAC00032|06/18/2008|11/19/2008|nadc05|06/17/2008|7780175|05/13/2008|P|40|04/29/2008|06/17/2008|S|0|175|0|0|175|0|0|175|0|0|175|175|4000|450|0|0|450|0|450|0|0|450|4450|6599.99|0|175|6774.99|450|6324.99|0|0|6324.99|
HOME PAC|6100 SO. 58TH STREET, SUITE C|S|LINCOLN|NE|68516|99PAC00010|06/18/2008|06/30/2008|nadc04||7780172|05/13/2008|P|40|04/29/2008|06/17/2008|S|11314|825|0|0|825|0|0|825|0|0|825|12139|0|450|0|0|450|0|450|0|0|450|450|11182.24|0|825|12007.24|450|11557.24|0|0|11557.24|
DEALER PAC|701 South 13th Street, P.O. Box 95023|S|Lincoln|NE|68509|99PAC00020|06/18/2008|06/27/2008|nadc06||7780171|05/13/2008|P|40|04/29/2008|06/17/2008|S|10974.88|0|0|0|0|0|0|0|0|0|0|10974.88|4479.92|3750|0|0|3750|0|3750|0|0|3750|8229.92|65790.64|0|0|65790.64|3750|62040.64|0|0|62040.64|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|4920 Normal Boulevard,|S|LINCOLN|NE|68506|99PAC00031|06/18/2008|06/27/2008|nadc06||7780174|05/13/2008|P|40|04/29/2008|06/17/2008|S|1744.23|771.84|0|4.22|776.06|0|0|776.06|0|0|776.06|2520.29|1212.61|0|0|180.07|180.07|0|180.07|0|0|180.07|1392.68|31534.81|0|776.06|32310.87|180.07|32130.8|0|0|32130.8|
NE STATE TRANSPORTATION POLITICAL EDUCATION|1307 H STREET|S|LINCOLN|NE|68508|99PAC00108|06/18/2008|07/21/2008|nadc06||7790221|05/13/2008|P|40|04/29/2008|06/17/2008|S|14228.57|7389.51|0|28.82|7418.33|0|0|7418.33|0|0|7418.33|21646.9|28000|500|0|0|500|0|500|0|0|500|28500|39878.85|0|7418.33|47297.18|500|46797.18|0|0|46797.18|
NE TELECOMMUNICATIONS BUSINESS USERS CO (DISSOLVED|301 S 13TH STE 400|S|LINCOLN|NE|68508|99PAC00114|06/18/2008|10/28/2008|nadc04|06/18/2008|7780199|05/13/2008|P|40|04/29/2008|06/17/2008|S|.03|0|0|.01|.01|0|0|.01|0|0|.01|.04|1090|0|0|44|44|0|44|0|0|44|1134|1289.27|0|.01|1289.28|44|1245.28|0|0|1245.28|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|06/19/2008|02/05/2009|nadc06||7780196|05/13/2008|P|40|04/29/2008|06/17/2008|I|0|4832|0|0|4832|0|0|4832|0|0|4832|4832|0|2255.04|445.3|0|2700.34|0|2700.34|0|0|2700.34|2700.34|953.74|0|4832|5785.74|2700.34|3085.4|0|0|3085.4|Nebraska Right to Life PAC owes NRL C-4 a total of $2,976.03 for funds borrowed during 2004.
NE CABLE COMMUNICATIONS PAC|1233 LINCOLN MALL, SUITE 201|S|LINCOLN|NE|68508|99PAC00140|06/19/2008|06/27/2008|nadc06||7780180|05/06/2008|P|40|04/29/2008|06/17/2008|S|7645.96|1100|0|0|1100|0|0|1100|0|0|1100|8745.96|2225.05|6775|0|0|6775|0|6775|0|0|6775|9000.05|15404.61|0|1100|16504.61|6775|9729.61|0|0|9729.61|
NATIONAL FED. OF INDEPENDENT BUS./NE SAFE TRUST|1201 F STREET NW, SUITE 200|S|WASHINGTON|DC|20004|05PAC00147|06/19/2008|06/27/2008|nadc06|06/19/2008|7780176|05/13/2008|P|40|04/29/2008|06/17/2008|S|250|1155|0|0|1155|0|0|1155|0|0|1155|1405|0|0|0|0|0|0|0|0|0|0|0|5600|0|1155|6755|0|6755|0|0|6755|
NE BANKERS STATE PAC|233 SOUTH 13TH STREET, SUITE 700|S|LINCOLN|NE|68508|99PAC00041|06/19/2008|04/01/2011|nadc01|06/18/2008|7780179|05/13/2008|P|40|04/29/2008|06/17/2008|S|19833.83|37436.32|0|1219.75|38656.07|0|0|38656.07|29180.49|0|67836.56|87670.39|39689.86|44250|0|500|44750|0|44750|0|0|44750|84439.86|148092.88|0|38656.07|186748.95|44750|141998.95|0|0|141998.95|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|06/19/2008|06/30/2008|nadc06||7780193|05/13/2008|P|40|04/29/2008|06/17/2008|S|13179.44|9379|0|152.53|9531.53|0|0|9531.53|0|0|9531.53|22710.97|21827.9|16150|3089.4|0|19239.4|0|19239.4|0|0|19239.4|41067.3|76438.19|0|9531.53|85969.72|19239.4|66730.32|0|0|66730.32|
STATE TROOPERS ASSOCIATION OF NE, INC. PAC|150 NW 40TH STREET|S|LINCOLN|NE|68528|99PAC00086|06/19/2008|06/27/2008|nadc06||7780203|05/08/2008|P|40|04/29/2008|06/17/2008|S|2563|1250|0|31|1281|0|0|1281|0|0|1281|3844|4400|0|0|0|0|0|0|0|0|0|4400|6567|0|1281|7848|0|7848|0|0|7848|
NE CHAMBER OF COMMERCE & INDUSTRY PAC|1320 LINCOLN MALL, #201|S|LINCOLN|NE|68508|99PAC00097|10/06/2008|10/30/2008|nadc05|10/06/2008|7820006|11/04/2008|G|30|06/18/2008|09/30/2008|S|33565|15400|0|0|15400|0|0|15400|0|0|15400|48965|25764.56|43600|0|0|43600|1115|42485|0|0|42485|68249.56|58572.16|0|15400|73972.16|42485|31487.16|0|0|31487.16|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|1244 K STREET, BOX 82048|S|Lincoln|NE|68501|99PAC00103|06/12/2008|07/08/2008|nadc06|06/12/2008|7790156|05/13/2008|P|40|04/29/2008|06/17/2008|S|||||||||||||||||||||||||||||||||
NATIONAL FED. OF INDEPENDENT BUS./NE SAFE TRUST|1201 F STREET NW, SUITE 200|S|WASHINGTON|DC|20004|05PAC00147|10/06/2008|10/20/2008|nadc06|10/06/2008|7810248|11/04/2008|G|30|06/18/2008|09/30/2008|S|250|1375|0|0|1375|0|0|1375|0|0|1375|1625|0|3500|0|0|3500|0|3500|0|0|3500|3500|6755|0|1375|8130|3500|4630|0|0|4630|
NE INSURANCE AND FINANCIAL ADVISORS PAC|1633 NORMANDY COURT STE A|S|LINCOLN|NE|68512|99PAC00030|10/28/2008|11/04/2008|nadc01|10/27/2008|7830157|11/04/2008|G|10|10/01/2008|10/20/2008|S|43678.75|6345.42|0|8.11|6353.53|0|0|6353.53|0|0|6353.53|50032.28|34917.09|1100|0|0|1100|0|1100|0|0|1100|36017.09|16903.51|0|6353.53|23257.04|1100|22157.04|0|0|22157.04|
NE MEDICAL PAC|233 SOUTH 13TH STREET, #1200,|I|LINCOLN|NE|68508|99PAC00058|10/28/2008|10/15/2009|nadc04|10/24/2008|7830159|11/04/2008|G|10|10/01/2008|10/20/2008|I|12937.81|0|0|0|0|0|0|0|0|0|0|12937.81|25026.04|350|0|0|350|0|350|0|0|350|25376.04|9567.21|0|0|9567.21|350|9217.21|0|0|9217.21|
NE OPTOMETRIC ASSOCIATION PAC|1633 NORMANDY CT. #A|S|LINCOLN|NE|68512|99PAC00061|10/28/2008|11/16/2010|nadc01|10/27/2008|7830161|11/04/2008|G|10|10/01/2008|10/20/2008|S|53766.35|4041.68|0|0|4041.68|0|0|4041.68|0|0|4041.68|57808.03|30846.42|1100|0|495.72|1595.72|1000|595.72|0|0|595.72|31442.14|47978.44|0|4041.68|52020.12|595.72|51424.4|0|-1581.47|49842.93|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|10/28/2008|03/31/2009|nadc04|10/27/2008|7830169|11/04/2008|G|10|10/01/2008|10/20/2008|S|1651.39|0|0|11.99|11.99|0|0|11.99|0|0|11.99|1663.38|10697.14|9500|0|0|9500|0|9500|0|0|9500|20197.14|16579.26|0|11.99|16591.25|9500|7091.25|0|0|7091.25|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|10/28/2008|11/04/2008|nadc01|10/26/2008|7830172|11/04/2008|G|10|10/01/2008|10/20/2008|S|7.23|0|0|.87|.87|0|0|.87|0|0|.87|8.1|1589.07|200|0|0|200|0|200|0|0|200|1789.07|3751.28|0|.87|3752.15|200|3552.15|0|0|3552.15|
NE STATE EDUCATION ASSOCIATION PAC|605 South 14th Street,|S|LINCOLN|NE|68508|99PAC00069|10/28/2008|11/21/2008|nadc04|10/27/2008|7830174|11/04/2008|G|10|10/01/2008|10/20/2008|S|200730.33|9821.35|0|280.49|10101.84|0|0|10101.84|0|0|10101.84|210832.17|169855.67|182100.82|0|6566.46|188667.28|0|188667.28|0|0|188667.28|358522.95|247244.36|0|10101.84|257346.2|188667.28|68678.92|0|0|68678.92|
CAMPAIGN FOR NEBRASKAS FUTURE|1345 B STREET #1|I|LINCOLN|NE|68502|08IRC00484|10/28/2008|01/14/2009|nadc04|10/27/2008|7830132|11/04/2008|G|10|01/01/2008|10/20/2008|I|0|174500|0|0|174500|0|0|174500|0|0|174500|174500|0|15542.08|0|0|15542.08|0|15542.08|0|0|15542.08|15542.08|0|0|174500|174500|15542.08|158957.92|0|0|158957.92|
CITIZENS FOR A BETTER TOMORROW|1120 K STREET, SUITE 200|I|LINCOLN|NE|68508|08IRC00492|10/28/2008|02/10/2009|nadc05|10/27/2008|7830138|11/04/2008|G|10|01/01/2008|10/20/2008|I|0|60000|0|0|60000|0|0|60000|0|0|60000|60000|0|25299.54|0|0|25299.54|0|25299.54|0|0|25299.54|25299.54|0|0|60000|60000|25299.54|34700.46|0|0|34700.46|
ASSOCIATED BUILDERS & CONTRACTORS|830 WEST GATE BLVD|S|LINCOLN|NE|68528|99PAC00011|10/29/2008|11/04/2008|nadc01|10/28/2008|7830132|11/04/2008|G|10|10/01/2008|10/20/2008|S|575|0|0|0|0|0|0|0|0|0|0|575|500|0|0|0|0|0|0|0|0|0|500|6612.95|0|0|6612.95|0|6612.95|0|0|6612.95|
LINCOLN FIREFIGHTERS ASSOCIATION PAC|241 VICTORY LANE|S|LINCOLN|NE|68528|99PAC00006|10/29/2008|11/04/2008|nadc01|10/27/2008|7830142|11/04/2008|G|10|10/01/2008|10/31/2008|S|13628.32|3950|0|16.62|3966.62|0|0|3966.62|0|0|3966.62|17594.94|5450|2000|0|0|2000|0|2000|0|0|2000|7450|38395.47|0|3966.62|42362.09|2000|40362.09|0|0|40362.09|
MUTUAL OF OMAHA COMPANIES PAC (IMPAC)|Mutual of Omaha Plaza,|S|OMAHA|NE|68175|99PAC00034|10/29/2008|11/17/2010|nadc01|10/27/2008|7830147|11/04/2008|G|10|10/01/2008|10/20/2008|S|93217.36|10471.15|0|0|10471.15|0|0|10471.15|0|0|10471.15|103688.51|98690|100|0|0|100|0|100|0|0|100|98790|69781.37|0|10471.15|80252.52|100|80152.52|0|0|80152.52|
NATIONAL RIFLE ASSOCIATION PAC|11250 Waples Mill Road,|S|Fairfax|VA|22030|99PAC00036|10/30/2008|01/16/2009|nadc04|10/27/2008|7830148|11/04/2008|G|10|10/01/2008|10/20/2008|S|5900.62|944.99|0|0|944.99|0|0|944.99|0|0|944.99|6845.61|6108|-2250|0|0|-2250|0|-2250|0|0|-2250|3858|231.22|0|944.99|1176.21|-2250|3426.21|0|0|3426.21|
WATERCLAIM PEC|554 KRAMER STREET|I|IMPERIAL|NE|69033|06CAC00869|10/29/2008|11/04/2008|nadc01|10/29/2008|7830181|11/04/2008|G|10|10/01/2008|10/20/2008|I|0|0|7700|0|7700|0|0|7700|0|0|7700|7700|0|7600|0|0|7600|0|7600|0|0|7600|7600|0|0|7700|7700|7600|100|0|0|100|
NE CATTLEMEN INC NC STATE PAC|1010 LINCOLN MALL, SUITE 101|S|LINCOLN|NE|68508|99PAC00043|11/17/2008|11/24/2008|nadc06|11/04/2008|7840201|11/04/2008|G|30|06/18/2008|09/30/2008|S|6850|3740.3|0|0|3740.3|0|0|3740.3|0|0|3740.3|10590.3|6462.48|1400|0|0|1400|0|1400|0|0|1400|7862.48|16102.41|0|3740.3|19842.71|1400|18442.71|0|0|18442.71|
NE CATTLEMEN INC NC STATE PAC|1010 LINCOLN MALL, SUITE 101|S|LINCOLN|NE|68508|99PAC00043|11/18/2008|11/24/2008|nadc06|11/04/2008|7840202|11/04/2008|G|10|10/01/2008|10/20/2008|S|10590.3|0|0|0|0|0|0|0|0|0|0|10590.3|7862.48|200|0|622.31|822.31|0|822.31|0|0|822.31|8684.79|18442.71|0|0|18442.71|822.31|17620.4|0|0|17620.4|
NE LEAGUE OF CONSERVATION VOTERS ACTION FUND|2436 N 48TH STREET|S|LINCOLN|NE|68504|08PAC00157|12/03/2008|02/27/2009|nadc05|12/02/2008|7850029|11/04/2008|G|70|10/21/2008|12/01/2008|S|9170|0|0|0|0|0|0|0|0|0|0|9170|3217|5785.68|0|3|5788.68|0|5788.68|0|0|5788.68|9005.68|5950|0|0|5950|5788.68|161.32|0|0|161.32|
NE FARM PAC|1305 PLUM STREET; PO BOX 22667|S|LINCOLN|NE|68502|99PAC00039|12/19/2008|03/04/2009|nadc06|12/17/2008|7850103|11/04/2008|G|70|10/21/2008|12/31/2008|S|375|0|0|0|0|0|0|0|0|0|0|375|1160.54|0|0|0|0|0|0|0|0|0|1160.54|934.92|0|0|934.92|0|934.92|0|0|934.92|
GRAND ISLAND FIRE PAC|4246 SHANNA STREET|I|GRAND ISLAND|NE|68803|99PAC00127|01/02/2009|04/14/2009|nadc04|12/31/2008||11/04/2008|G|70|10/21/2008|12/31/2008|I|2377.3|586.88|0|0|586.88|0|0|586.88|0|0|586.88|2964.18|1749.99|0|0|0|0|0|0|0|0|0|1749.99|10512.04|0|586.88|11098.92|0|11098.92|0|0|11098.92|
HOME PAC|6100 SO. 58TH STREET, SUITE C|S|LINCOLN|NE|68516|99PAC00010|01/05/2009|07/21/2009|nadc04|||11/04/2008|G|70|10/21/2008|12/29/2008|T|16449|690|0|0|690|0|0|690|0|0|690|17139|5192.7|250|0|0|250|0|250|0|0|250|5442.7|11445.26|0|690|12135.26|250|11885.26|0|0|11885.26|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|01/05/2009|02/10/2009|nadc06||7860068|11/04/2008|G|70|10/21/2008|12/31/2008|I|19408.97|215|0|0|215|0|0|215|0|0|215|19623.97|12502.8|1457.55|266.28|3011.04|4734.87|0|4734.87|0|0|4734.87|17237.67|7859.91|0|215|8074.91|4734.87|3340.04|0|0|3340.04|
NE COOPERATIVE COUNCIL PAC|134 S. 13TH ST., STE. 503|S|LINCOLN|NE|68508|99PAC00099|01/05/2009|01/20/2009|nadc05||7860064|11/04/2008|G|70|10/21/2008|12/31/2008|S|20668.93|1200.56|0|249.18|1449.74|0|0|1449.74|0|0|1449.74|22118.67|21450|1150|0|0|1150|0|1150|0|0|1150|22600|54607.46|0|1449.74|56057.2|1150|54907.2|0|0|54907.2|
NE CABLE COMMUNICATIONS PAC|1233 LINCOLN MALL, SUITE 201|S|LINCOLN|NE|68508|99PAC00140|01/05/2009|01/05/2009|nadc01|||11/04/2008|G|70|10/21/2008|12/31/2008|T|11745.96|0|0|0|0|0|0|0|0|0|0|11745.96|9300.05|1800|0|0|1800|0|1800|0|0|1800|11100.05|12429.61|0|0|12429.61|1800|10629.61|0|0|10629.61|
NE PT PAC  - PHYSICAL THERAPY PAC|P.O. BOX 540427|S|OMAHA|NE|68154|99PAC00082|01/05/2009|03/04/2009|nadc04|||11/04/2008|G|70|01/01/2008|12/31/2008|T|0|0|70|0|70|0|0|70|0|0|70|70|0|0|0|0|0|0|0|0|1400|1400|1400|7365.4|0|70|7435.4|0|7435.4|0|0|7435.4|
WELLS FARGO STATE PAC|1248 O STREET|S|LINCOLN|NE|68508|99PAC00075|01/05/2009|01/06/2009|nadc01|12/31/2008||11/04/2008|G|70|10/21/2008|12/31/2008|S|0|0|0|0|0|0|0|0|0|0|0|0|7450|0|0|500|500|0|500|0|0|500|7950|10928.35|0|0|10928.35|500|10428.35|0|0|10428.35|
NE CHAMBER OF COMMERCE & INDUSTRY PAC|1320 LINCOLN MALL, #201|S|LINCOLN|NE|68508|99PAC00097|01/05/2009|01/06/2009|nadc01|01/05/2009||11/04/2008|G|70|10/21/2008|12/31/2008|S|49665|1000|0|0|1000|0|0|1000|0|0|1000|50665|69976.72|9654.39|0|3498.18|13152.57|0|13152.57|0|0|13152.57|83129.29|30460|0|1000|31460|13152.57|18307.43|0|0|18307.43|
INDEPENDENT INSURANCE AGENTS OF NE PAC|8231- B NORTHWOODS DRIVE|S|LINCOLN|NE|68505|99PAC00028|01/06/2009|01/06/2009|nadc01|||11/04/2008|P|70|10/21/2008|12/31/2008|T|1000|445|0|0|445|0|0|445|0|0|445|1445|5800|650|0|0|650|0|650|0|0|650|6450|6834.07|0|445|7279.07|650|6629.07|0|0|6629.07|
NE CONSTRUCTION INDUSTRY PAC|301 S. 13TH STREET #200|S|LINCOLN|NE|68508|99PAC00049|01/06/2009|01/06/2009|nadc06|01/06/2009|0|11/04/2008|G|70|10/21/2008|12/31/2008|S|5848.75|0|0|0|0|0|0|0|0|0|0|5848.75|5275|1425|0|0|1425|0|1425|0|0|1425|6700|43941.8|0|0|43941.8|1425|42516.8|0|0|42516.8|
WERNER ENTERPRISES, INC. PAC|14507 FRONTIER ROAD|S|OMAHA|NE|68138|99PAC00088|01/06/2009|01/06/2009|nadc06|01/06/2009||11/04/2008|G|70|10/21/2008|12/31/2008|S|0|0|0|0|0|0|0|0|0|0|0|0|8500|0|1000|0|1000|0|1000|0|0|1000|9500|1793.68|0|0|1793.68|1000|793.68|0|0|793.68|
AMERITAS LIFE INSURANCE CORP PAC|5900 O STREET|S|LINCOLN|NE|68510|99PAC00119|01/07/2009|01/07/2009|nadc01|||11/04/2008|G|70|10/21/2008|12/31/2008|T|13100.03|3182.83|0|0|3182.83|0|0|3182.83|0|0|3182.83|16282.86|15500|0|0|0|0|0|0|0|0|0|15500|37401.66|0|3182.83|40584.49|0|40584.49|0|0|40584.49|
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|2027 Dodge Street,|S|OMAHA|NE|68102|99PAC00084|01/07/2009|01/08/2009|nadc06|01/06/2009||01/01/2008|A||01/01/2008|12/31/2008|S|0|3500|0|0|3500|0|0|3500|0|0|3500|3500|0|0|0|37.04|37.04|0|37.04|0|0|37.04|37.04|6795|0|3500|10295|37.04|10257.96|0|0|10257.96|
NE FUNERAL DIRECTORS ASSOCIATION PAC|6201 SOUTH 58TH ST, SUITE B|S|LINCOLN|NE|68516|99PAC00139|01/08/2009|01/08/2009|nadc04|01/07/2009||11/04/2008|G|70|10/21/2008|12/31/2008|S|1465|950|0|0|950|0|0|950|0|0|950|2415|0|0|0|0|0|0|0|0|0|0|0|13961|0|950|14911|0|14911|0|0|14911|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|625 SOUTH 14TH STREET, SUITE A|S|LINCOLN|NE|68508|99PAC00100|01/08/2009|01/08/2009|nadc06|01/08/2009||11/04/2008|G|70|10/21/2008|12/31/2008|S|7685|2320|0|0|2320|0|0|2320|0|0|2320|10005|3162.95|4050|0|455.44|4505.44|0|4505.44|0|0|4505.44|7668.39|17570.42|0|2320|19890.42|4505.44|15384.98|0|0|15384.98|
ELEPHANT CLUB PAC, THE|6840 SHADOW RIDGE ROAD|S|LINCOLN|NE|68512|99PAC00022|01/09/2009|01/09/2009|nadc04|01/08/2009||11/04/2008|G|70|10/21/2008|12/31/2008|S|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|121.7|0|0|121.7|0|121.7|0|0|121.7|
PIM PAC/NE|1700 HWY 36 WEST, SUITE 510|S|ROSEVILLE|MN|55113|99PAC00089|01/09/2009|01/09/2009|nadc04|01/07/2009||11/04/2008|A||01/01/2008|12/31/2008|S|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4441.98|0|0|4441.98|0|4441.98|0|0|4441.98|
STATE HEALTH PAC|P.O. BOX 3248|S|OMAHA|NE|68124|99PAC00085|01/09/2009|11/17/2010|nadc01|01/08/2009||11/04/2008|G|70|10/21/2008|12/31/2008|S|14622.66|3865.35|0|0|3865.35|0|0|3865.35|0|0|3865.35|18488.01|12299.49|13379.88|0|21.25|13401.13|0|13401.13|0|0|13401.13|25700.62|28308.39|0|3865.35|32173.74|13401.13|18772.61|0|0|18772.61|
NE BANKERS STATE PAC|233 SOUTH 13TH STREET, SUITE 700|S|LINCOLN|NE|68508|99PAC00041|01/08/2009|08/12/2009|nadc04|01/08/2009||11/04/2008|G|70|10/21/2008|12/31/2008|S|106998.62|5410|0|335.3|5745.3|0|0|5745.3|3024.93|0|8770.23|115768.85|98239.86|6650|0|0|6650|100|6550|0|0|6550|104789.86|142184.74|0|5745.3|147930.04|6550|141380.04|0|0|141380.04|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|13505 B ST|S|OMAHA|NE|68144|99PAC00131|01/09/2009|08/12/2009|nadc04|01/07/2008||11/04/2008|G|70|10/21/2008|12/31/2008|S|65764.16|9288.04|0|203.07|9491.11|0|0|9491.11|0|0|9491.11|75255.27|41436.74|4884.09|0|0|4884.09|0|4884.09|0|0|4884.09|46320.83|188470.36|0|9491.11|197961.47|4884.09|193077.38|0|-2616.64|190460.74|
NEBRASKA-PAC|P.O. BOX 8169|I|OMAHA|NE|68103|99PAC00092|01/09/2009|01/13/2009|nadc05|01/01/2009||11/04/2008|G|70|10/21/2008|12/31/2008|I|7770.08|34000|0|0|34000|0|0|34000|0|0|34000|41770.08|71902.29|28150|0|65.2|28215.2|0|28215.2|0|0|28215.2|100117.49|38747.88|0|34000|72747.88|28215.2|44532.68|0|0|44532.68|
CARE PAC|3900 NW 12TH ST. SUITE 100|S|LINCOLN|NE|68521|99PAC00016|01/09/2009|12/29/2009|nadc06|01/09/2009||11/04/2008|G|70|10/21/2008|12/31/2008|S|7344.04|0|0|5.94|5.94|0|0|5.94|0|0|5.94|7349.98|12942.5|1600|0|0|1600|0|1600|0|0|1600|14542.5|6466.07|0|5.94|6472.01|1600|4872.01|0|0|4872.01|
NEBRASKANS FOR A BETTER TOMORROW|1248 O STREET, SUITE 600|I|LINCOLN|NE|68508|08IRC00490|01/09/2009|01/22/2009|nadc05|01/09/2009||11/04/2008|G|70|10/21/2008|12/31/2008|I|40800|0|0|0|0|0|0|0|0|0|0|40800|34960.12|5000|0|24.18|5024.18|0|5024.18|0|0|5024.18|39984.3|5839.88|0|0|5839.88|5024.18|815.7|0|0|815.7|Meridian Central- disbursements for Radio Advertising;  Redstone Communication- disbursements for Radio Advertising;  Axiom Strategies- disbursements for Mailers.
CITIZENS FOR A BETTER NEBRASKA|5001 SOUTH 65TH STREET|I|LINCOLN|NE|68516|06CAC00834|01/12/2009|01/21/2009|nadc06||7870033|11/04/2008|G|70|10/21/2008|12/31/2008|I|0|0|0|0|0|0|0|0|0|0|0|0|2890|100|0|100|200|0|200|0|0|200|3090|8062.97|0|0|8062.97|200|7862.97|0|0|7862.97|
DEALER PAC|701 South 13th Street, P.O. Box 95023|S|Lincoln|NE|68509|99PAC00020|01/12/2009|01/21/2009|nadc06||7870035|11/04/2008|G|70|10/21/2008|12/31/2008|S|11993.12|0|0|300.28|300.28|0|0|300.28|0|0|300.28|12293.4|18075.7|5298.74|0|0|5298.74|0|5298.74|0|0|5298.74|23374.44|53213.1|0|300.28|53513.38|5298.74|48214.64|0|0|48214.64|
