Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID Number|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Additional Ballot Question|Report Start Date|Report End Date|Field 1|Field 2A|Field 2B|Field 2C|Field 3|Field 4A|Field 4B|Field 5|Field 6|Field 7A|Field 7B|Field 7C|Field 7D|Field 8A|Field 8B|Field 8C|Field 8D|Field 9|Field 10|Field 11|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 23|Field 24|Field 25|Field 26|Field 27|Adjustment|Total Unitemized Bills|Total Unpaid Bills|Total All Bills
REGISTER FOR LEGISLATURE|PO BOX 1611|C|FREMONT|NE|68025|08CAC01093|10/22/2008|nadc04|10/06/2008|10/06/2008|7810197|11/04/2008|G|30||06/18/2008|09/30/2008|14370.14|3000|5161.31|7748|0|0|15909.31|0|15909.31|0|390.6|0|390.6|0|0|0|0|16299.91|30670.05|0|0|13395.92|7455.17|390.6|7845.77|21241.69|974.22|0|15909.31|16883.53|7455.17|9428.36|0|9428.36|0|9428.36|||||5834
CITIZENS FOR FREE NEBRASKA|PO BOX 5|B|ELKHORN|NE|68022|08BQC00188|11/10/2008|nadc06|11/03/2008|10/31/2008|7840061|11/04/2008|G|10||10/01/2008|10/31/2008|12120.98|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12120.98|0|0|11067.39|0|0|0|11067.39|1053.59|0|0|1053.59|0|1053.59|0|1053.59|0|1053.59|||||5835
TIM CAVANAUGH FOR MUD|2677 S. 191 CIRCLE|C|OMAHA|NE|68130|99CAC00609|01/05/2009|nadc06|01/05/2009|01/02/2009||11/04/2008|G|70||10/21/2008|12/31/2008|3703|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3703|0|0|1427.73|1879.19|0|1879.19|3306.92|3934.15|0|0|3934.15|1879.19|2054.96|0|2054.96|0|2054.96|||||5836
RE-ELECT WAYNE E. BOYD COMMITTEE|105 EAST 22ND STREET|C|South Sioux City |NE|68776|06CAC00848|12/22/2008|nadc06|12/22/2008|12/19/2008||01/01/2008|A|||01/31/2008|12/19/2008|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||5837
PATE FOR MILLARD SCHOOL BOARD|15706 Westchester Circle,|C|OMAHA|NE|68118|99CAC00156|01/06/2009|nadc06|01/06/2009|01/05/2009||11/04/2008|G|70||10/20/2008|12/31/2008|||||||||||||||||||||||||||||||||||||||||5838
VERN POWERS FOR MAYOR|5911 QUAIL RIDGE AVENUE|C|HASTINGS|NE|68901|08CAC01136|01/06/2009|nadc06|01/06/2009|01/06/2009||11/04/2008|G|70||10/25/2008|01/13/2009|9364.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9364.25|0|0|9283|81.25|0|81.25|9364.25|81.25|0|0|81.25|81.25|0|0|0|0|0|||||5839
COMMUNITIES IN CONCERT|551 N. LINDEN|B|WAHOO|NE|68066|08BQC00185|01/07/2009|nadc06|01/07/2009|01/06/2009||01/01/2008|A|||04/03/2008|12/31/2008|11944.8|0|0|0|0|45.66|45.66|0|45.66|0|0|0|0|0|0|0|0|45.66|11990.46|0|0|8546.97|0|0|0|8546.97|3397.83|0|45.66|3443.49|0|3443.49|0|3443.49|0|3443.49|||||5840
INEZ BOYD FOR COUNTY BOARD|230 N BELLEVUE BLVD|C|BELLEVUE|NE|68005|99CAC00501|01/08/2009|nadc06|01/08/2009|01/07/2009||01/01/2008||FS||01/01/2008|01/01/2009|||||||||||||||||||||||||||||||||||||||||5841
LORMONG LO COMMITTEE|3216 CUMING STREET|C|Omaha|NE|68131|99CAC00278|01/09/2009|nadc06|01/09/2009|01/07/2009||01/01/2008|A|||01/01/2008|12/31/2008|||||||||||||||||||||||||||||||||||||||||5842
ANNE MCGUIRE FOR OPPD|604 N 38TH ST|C|Omaha|NE|68131|99CAC00620|02/02/2009|nadc04|01/12/2009|01/12/2009|7860231|11/04/2008|G|70||10/21/2008|12/31/2008|15870|0|100|0|0|0|100|0|100|0|650|0|650|0|0|0|0|750|16620|0|0|11863|2564.83|650|3214.83|15077.83|4397.05|0|100|4497.05|2564.83|1932.22|0|1932.22|0|1932.22|||||5843
CITIZENS FOR MARVIN|2523 WOODS BOULEVARD|C|LINCOLN|NE|68502|07CAC01043|01/21/2009|nadc06|01/12/2009|01/12/2009|7860226|11/04/2008|G|70||10/21/2008|12/31/2008|73321.75|0|695|0|0|0|695|0|695|0|0|0|0|0|0|0|0|695|74016.75|0|0|47909.98|19818|0|19818|67727.98|25286.77|0|695|25981.77|19818|6163.77|270|6433.77|0|6433.77|||||5844
DENNIS UTTER FOR LEGISLATURE |6531 MONTICELLO DRIVE|C|LINCOLN|NE|68510|07CAC01042|01/20/2010|nadc06|01/12/2009|01/10/2009|7870004|11/04/2008|G|70||10/21/2008|12/31/2008|75288.52|0|1650|450|0|0|2100|0|2100|0|0|0|0|0|0|0|0|2100|77388.52|0|0|56536.56|20166.83|0|20166.83|76703.39|18751.96|0|2100|20851.96|20166.83|685.13|0|685.13|0|685.13|||||5845
NEBRASKANS UNITED|1141 H STREET, SUITE B|B|LINCOLN|NE|68508|08BQC00186|03/23/2009|nadc05|01/13/2009|01/12/2009|7870019|11/04/2008|G|70||10/21/2008|12/31/2008|387547.85|0|0|0|0|0|0|0|0|0|0|5073.18|5073.18|0|0|0|0|5073.18|392621.03|0|0|382976.58|0|5073.18|5073.18|388049.76|4571.27|0|0|4571.27|0|4571.27|0|4571.27|0|4571.27|||||5846
BARRIENTOS-PATLAN FOR LEGISLATURE|3305 E STREET|C|OMAHA|NE|68107|08CAC01108|01/20/2009|nadc06|01/12/2009|01/12/2009|7860173|11/04/2008|G|70||10/21/2008|12/31/2008|0|0|100|100|0|0|200|0|200|0|0|0|0|0|0|0|0|200|200|0|0|0|1479.68|0|1479.68|1479.68|1283.22|0|200|1483.22|1479.68|3.54|0|3.54|0|3.54|||||5847
EVNEN FOR STATE BOARD OF EDUCATION|3145 SOUTH 31TH STREET|C|LINCOLN|NE|68502|07CAC01034|01/20/2009|nadc06|01/12/2009|01/12/2009|7860193|11/04/2008|G|70||10/21/2008|12/31/2008|35259.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|35259.4|0|0|15194.77|37.8|0|37.8|15232.57|20064.63|0|0|20064.63|37.8|20026.83|0|20026.83|0|20026.83|||||5848
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|17445 ARBOR STREET, SUITE 300|B|OMAHA|NE|68130|06BQC00131|08/27/2007|nadc04|06/01/2006|05/31/2006|7310148|05/09/2006|||M|04/26/2006|05/26/2006|290353|0|0|0|0|0|0|0|0|0|0|971|971|0|0|0|0|971|291324|0|0|1180|91217.23|971|92188.23|93368.23|39173|250000|0|289173|91217.23|197955.77|0|197955.77|0|197955.77|||||5849
COMMITTEE TO RE-ELECT JERRY RYAN|113 MARTIN DR|C|BELLEVUE|NE|68005|99CAC00585|02/16/2007|nadc03|06/07/2006|06/06/2006|7310203|11/07/2006|P|10||04/05/2006|04/25/2006|8138.44|0|4725|0|0|0|4725|0|4725|0|0|0|0|0|0|0|0|4725|12863.44|0|0|7090|1020.19|0|1020.19|8110.19|1274.04|0|4725|5999.04|1020.19|4978.85|0|4978.85|0|4978.85|||||5850
GARY LACEY COUNTY ATTORNEY COMMITTEE|1101 Cornhusker Highway,|C|LINCOLN|NE|68521|99CAC00228|02/16/2007|nadc03|06/16/2006|06/15/2006|7320034|05/09/2006|P|40||04/25/2006|06/13/2006|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100|0|0|1211.35|0|0|0|1211.35|1140.06|0|0|1140.06|0|1140.06|0|1140.06|0|1140.06|||||5851
ASHFORD FOR LEGISLATURE|7926 SHIRLEY ST|C|OMAHA|NE|68124|05CAC00755|02/16/2007|nadc03|06/20/2006|06/16/2006|7320130|05/09/2006|P|40||04/25/2006|06/13/2006|59581.56|0|1000|7050|0|0|8050|0|8050|0|0|0|0|0|0|0|0|8050|67631.56|0|0|35707.56|707.82|0|707.82|36415.38|23874|0|8050|31924|707.82|31216.18|0|31216.18|0|31216.18|||||5852
FERLIC FOR REGENT|2254 SOUTH 86TH STREET|C|OMAHA|NE|68124|99CAC00408|02/16/2007|nadc03|06/19/2006|06/16/2006|7320159|05/09/2006|P|40||04/25/2006|06/13/2006|1500|0|150|0|0|0|150|0|150|0|0|0|0|0|0|0|0|150|1650|0|0|100|0|0|0|100|9328.83|0|150|9478.83|0|9478.83|0|9478.83|0|9478.83|||||5853
MCGILL FOR LEGISLATURE|930 MAHONEY DR.|C|LINCOLN|NE|68504|06CAC00807|02/16/2007|nadc03|06/19/2006|06/19/2006|7320202|05/09/2006|P|40||04/25/2006|06/13/2006|17733.48|0|700|3000|0|0|3700|0|3700|0|0|0|0|0|0|0|0|3700|21433.48|0|0|3173.04|7214.82|0|7214.82|10387.86|14560.44|0|3700|18260.44|7214.82|11045.62|0|11045.62|0|11045.62|||||5854
SHANE OSBORN FOR STATE TREASURER| PO BOX 83046|C|Lincoln|NE|68501|05CAC00738|10/07/2007|nadc04|06/19/2006|06/19/2006|7320211|05/09/2006|P|40||04/25/2006|06/13/2006|77910.84|0|7881|4350|0|0|12231|1500|10731|0|965.06|0|965.06|0|0|0|0|11696.06|89606.9|0|0|71902.89|16557.94|965.06|17523|89425.89|6007.95|0|10731|16738.95|16557.94|181.01|166.74|347.75|0|347.75|||||5855
SCHORR FOR COUNTY COMMISSIONER|6730 HICKORY CREST CIR|C|LINCOLN|NE|68516|99CAC00578|02/16/2007|nadc03|06/19/2006|06/19/2006|7320227|05/09/2006|P|40||04/25/2006|06/13/2006|1486.62|0|0|0|0|22.43|22.43|0|22.43|0|0|0|0|0|0|0|0|22.43|1509.05|0|0|636.38|40|0|40|676.38|2771.28|0|22.43|2793.71|40|2753.71|0|2753.71|0|2753.71|||||5856
NEBRASKANS FOR SHOEMAKER|210 NORRIS AVENUE|C|MCCOOK|NE|69001|06CAC00772|02/16/2007|nadc03|06/19/2006|06/19/2006|7320231|05/09/2006|P|40||04/25/2006|06/13/2006|26910|0|2005|1800|5000|0|8805|0|8805|0|0|50|50|0|0|0|0|8855|35765|0|0|18391.38|14802.91|50|14852.91|33244.29|8518.62|0|8805|17323.62|14802.91|2520.71|0|2520.71|0|2520.71|||||5857
FRIENDS FOR BARB VELINSKY|15221 CEDAR CIRCLE|C|OMAHA|NE|68144|06CAC00784|10/18/2007|nadc04|06/19/2006|06/17/2006|7320239|05/09/2006|P|40||04/26/2006|08/05/2006|13262.84|6093.61|1000|0|0|0|7093.61|0|7093.61|834.72|18.24|200|1052.96|0|0|0|0|8146.57|21409.41|0|0|9924.84|10431.61|1052.96|11484.57|21409.41|3338|0|7093.61|10431.61|10431.61|0|0|0|0|0|||||5858
WAGNER FOR SHERIFF|2320 THE KNOLLS|C|LINCOLN|NE|68512|99CAC00125|02/16/2007|nadc03|06/19/2006|06/19/2006|7320240|05/09/2006|P|40||04/25/2006|06/13/2006|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|981.26|200|0|200|1181.26|1280.63|0|0|1280.63|200|1080.63|0|1080.63|0|1080.63|||||5859
SCOTT WALTERS FOR CASS COUNTY SHERIFF|2401 SOUTH 78TH STREET|C|LINCOLN|NE|68506|99CAC00616|02/16/2007|nadc03|06/19/2006|06/19/2006|7320242|05/09/2006|P|40||01/01/2006|06/13/2006|0|0|700|0|0|0|700|0|700|0|0|0|0|0|0|0|0|700|700|0|0|0|692.62|0|692.62|692.62|555.71|0|700|1255.71|692.62|563.09|0|563.09|0|563.09|||||5860
WHITE FOR LEGISLATURE|2517 NORTH 55TH STREET|C|OMAHA|NE|68104|05CAC00739|03/17/2010|nadc05|06/19/2006|06/19/2006|7320244|05/09/2006|P|40||04/25/2006|06/13/2006|61981.68|0|100|2750|0|54.49|2904.49|0|2904.49|412.04|0|0|412.04|0|0|0|0|3316.53|65298.21|0|0|16254.19|20100.45|412.04|20512.49|36766.68|45727.49|0|2904.49|48631.98|20100.45|28531.53|0|28531.53|0|28531.53|||||5861
COMMITTEE TO RETAIN JEFFREY L. DAVIS FOR SHERIFF|901 EDGEWATER DRIVE|C|PAPILLION|NE|68046|05CAC00730|08/02/2007|nadc04|06/20/2006|06/19/2006|7320151|05/09/2006|P|40||04/25/2006|06/13/2006|41324.71|0|960|450|0|0|1410|0|1410|0|0|0|0|0|0|0|0|1410|42734.71|0|0|38386.83|15087.72|0|15087.72|53474.55|15172.97|0|1410|16582.97|15087.72|1495.25|0|1495.25|0|1495.25|||||5862
PHIL DITTBRENNER 4 SHERIFF|115 SOUTH 6TH STREET|C|BEATRICE|NE|68310|06CAC00870|02/16/2007|nadc03|06/20/2006|06/19/2006|7320153|05/09/2006|O|FS||04/25/2006|06/13/2006|5507|200|100|0|0|0|300|0|300|123.2|0|0|123.2|0|0|0|0|423.2|5930.2|0|0|4911.89|895.11|123.2|1018.31|5930.2|595.11|0|300|895.11|895.11|0|0|0|0|0|||||5863
COMMITTEE TO ELECT STU DORNAN|15426 WEST CENTER ROAD|C|OMAHA|NE|68144|99CAC00646|12/16/2010|nadc01|06/20/2006|06/20/2006|7320154|05/09/2006|P|40||04/25/2006|06/13/2006|47065|0|17016.51|3325|0|0|20341.51|0|20341.51|0|0|2678.46|2678.46|0|0|0|0|23019.97|70084.97|0|0|76371.89|14057.04|2678.46|16735.5|93107.39|91605.02|0|20341.51|111946.53|14057.04|97889.49|0|97889.49|0|97889.49|||||5864
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|06/20/2006|06/19/2006|7320155|05/09/2006|P|40||04/25/2006|06/13/2006|6000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6000|0|0|4013.81|112|0|112|4125.81|13707.15|0|0|13707.15|112|13595.15|0|13595.15|0|13595.15|||||5865
COMMITTEE TO ELECT JOHN EWING |13516 BURT STREET|C|OMAHA|NE|68154|06CAC00797|02/16/2007|nadc03|06/20/2006|06/19/2006|7320158|05/09/2006|P|40||04/25/2006|06/13/2006|15506.58|9000|3005|120|0|0|12125|0|12125|0|0|0|0|0|0|0|0|12125|27631.58|0|0|14527.39|7724.08|0|7724.08|22251.47|979.19|0|12125|13104.19|7724.08|5380.11|0|5380.11|0|5380.11|||||5866
FOLEY FOR THE PEOPLE - STATE AUDITOR|6410 SOUTH 41TH ST|C|LINCOLN|NE|68516|99CAC00470|02/16/2007|nadc03|06/20/2006|06/19/2006|7320160|05/09/2006|P|40||04/25/2006|06/13/2006|11906.29|0|1185|0|0|196.25|1381.25|0|1381.25|0|0|0|0|0|0|0|0|1381.25|13287.54|0|0|2390.22|277|0|277|2667.22|44993.57|0|1381.25|46374.82|277|46097.82|0|46097.82|0|46097.82|||||5867
FRAZIER FOR LEGISLATURE COMMITTEE (DISSOLVED 2008)|318 N 129TH|C|OMAHA|NE|68154|06CAC00806|09/24/2008|nadc04|06/20/2006|06/19/2006|7320161|05/09/2006|P|40||04/25/2006|06/14/2006|13000|1073.42|2574|700|0|0|4347.42|0|4347.42|1186.2|0|572.59|1758.79|0|0|0|0|6106.21|19106.21|0|0|9130.49|8216.93|1758.79|9975.72|19106.21|3869.51|0|4347.42|8216.93|8216.93|0|0|0|0|0|||||5868
FRIEND FOR CLERK OF THE DISTRICT COURT|1730 N 162ND ST|C|OMAHA|NE|68118|06CAC00817|02/16/2007|nadc03|06/20/2006|06/19/2006|7320162|05/09/2006|P|40||04/25/2006|06/13/2006|18425.92|0|2450|325|0|5.65|2780.65|0|2780.65|0|0|300|300|0|0|0|0|3080.65|21506.57|0|0|5875|927.4|300|1227.4|7102.4|12550.92|0|2780.65|15331.57|927.4|14404.17|0|14404.17|0|14404.17|||||5869
ANGUS GAREY FOR LEGISLATION|PO BOX 605|C|MCCOOK|NE|69001|06CAC00777|02/16/2007|nadc03|06/20/2006|06/19/2006|7320166|05/09/2006|P|40||04/25/2006|06/13/2006|15523|500|202|500|0|0|1202|0|1202|0|0|0|0|0|0|0|0|1202|16725|0|0|11866.42|4858|0|4858|16724.42|3656|0|1202|4858|4858|0|0|0|0|0|||||5870
TIM GAY FOR LEGISLATURE|804 LEXINGTON LANE, BOX 460922|C|PAPILLION|NE|68046|05CAC00743|02/16/2007|nadc03|06/20/2006|06/19/2006|7320168|05/09/2006|P|40||04/25/2006|06/13/2006|33244.99|0|0|8250|0|0|8250|0|8250|0|0|0|0|0|0|0|0|8250|41494.99|0|0|12848.2|6119.14|0|6119.14|18967.34|20396.79|0|8250|28646.79|6119.14|22527.65|0|22527.65|0|22527.65|||||5871
HAFER FOR LEGISLATURE|612 27TH CIRCLE|C|BEATRICE|NE|68310|06CAC00876|02/16/2007|nadc03|06/20/2006|06/19/2006|7320171|05/09/2006|P|40||01/01/2006|06/13/2006|0|0|350|4800|0|1.01|5151.01|0|5151.01|0|0|0|0|0|0|0|0|5151.01|5151.01|0|0|0|4802.73|0|4802.73|4802.73|0|0|5151.01|5151.01|4802.73|348.28|-6|342.28|0|342.28|||||5872
JULIE HANEY FOR COUNTY TREASURER|1306 WESTERN HILLS DR.|C|PAPILLION|NE|60046|99CAC00045|02/16/2007|nadc03|06/20/2006|06/19/2006|7320173|05/09/2006|P|40||04/25/2006|06/13/2006|16675|0|1150|0|0|0|1150|0|1150|0|0|0|0|0|0|0|0|1150|17825|0|0|4146.78|7.8|0|7.8|4154.58|36375.77|0|1150|37525.77|7.8|37517.97|0|37517.97|0|37517.97|||||5873
JOHN N. HARMS FOR LEGISLATURE|1918 E. 28TH STREET|C|SCOTTSBLUFF|NE|69361|06CAC00767|02/16/2007|nadc03|06/20/2006|06/19/2006|7320175|05/09/2006|P|40||04/25/2006|06/13/2006|24575.06|0|2730|3469|0|0|6199|0|6199|242.1|0|1000|1242.1|0|0|0|0|7441.1|32016.16|0|0|11067.33|5870.09|1242.1|7112.19|18179.52|13507.73|0|6199|19706.73|5870.09|13836.64|0|13836.64|0|13836.64|||||5874
RICH JAMES FOR SARPY COUNTY TREASURER|804 Lexington Lane,|C|PAPILLION|NE|68046|99CAC00204|02/16/2007|nadc03|06/20/2006|06/20/2006|7320179|05/09/2006|P|40||04/25/2006|06/13/2006|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|192.32|0|0|192.32|0|192.32|0|192.32|3224.61|3416.93|||||5875
JARECKE FOR LEGISLATURE|53836 SOUTH 320TH AVE|C|FULLERTON|NE|68638|06CAC00798|02/16/2007|nadc03|06/20/2006|06/20/2006|7320180|05/09/2006|P|40||04/25/2006|06/13/2006|16842.24|0|1025|2750|0|0|3775|0|3775|0|0|0|0|0|0|0|0|3775|20617.24|0|0|12746.5|5694.23|0|5694.23|18440.73|4095.74|0|3775|7870.74|5694.23|2176.51|0|2176.51|0|2176.51|||||5876
RUSS KARPISEK FOR LEGISLATURE- DISTRICT #32|321 S MAIN STREET  PO BOX 905|C|WILBER|NE|68465|06CAC00771|02/16/2007|nadc03|06/20/2006|06/19/2006|7320183|05/09/2006|P|40||04/25/2006|06/13/2006|5408|1020|250|0|0|0|1270|0|1270|0|0|0|0|0|0|500|500|1770|7178|0|0|3139.38|704.72|0|704.72|3844.1|2268.62|0|1270|3538.62|704.72|2833.9|0|2833.9|0|2833.9|||||5877
KASCHKE FOR LEGISLATURE (NOW KASCHKE FOR MAYOR)|414 N. ALLEN AVE|C|NORTH PLATTE|NE|69101|05CAC00745|05/29/2007|nadc01|06/20/2006|06/19/2006|7320184|05/09/2006|P|40||04/25/2006|06/13/2006|63456.05|0|175|1550|0|0|1725|0|1725|0|0|0|0|0|0|0|0|1725|65181.05|0|0|56011.34|8336.74|0|8336.74|64348.08|7444.71|0|1725|9169.71|8336.74|832.97|0|832.97|0|832.97|||||5878
KEEFE FOR PUBLIC DEFENDER|3223 SOUTH SUMMIT BLVD|C|LINCOLN|NE|68502|99CAC00211|02/16/2007|nadc03|06/20/2006|06/19/2006|7320185|05/09/2006|P|40||04/25/2006|06/15/2006|5422.43|0|0|0|0|3.8|3.8|0|3.8|0|0|0|0|0|0|0|0|3.8|5426.23|0|0|1953.66|50|0|50|2003.66|4493.79|0|3.8|4497.59|50|4447.59|0|4447.59|0|4447.59|||||5879
JEROME KRAMER FOR SHERIFF|11979 N HWY 83|C|NORTH PLATTE|NE|69101|06CAC00838|09/12/2007|nadc04|06/20/2006|06/19/2006|7320192|05/09/2006|P|40||05/01/2006|06/15/2006|9680|2074|250|100|0|0|2424|0|2424|0|0|0|0|0|0|0|0|2424|12104|0|0|8882.85|3202.61|0|3202.61|12085.46|797.15|0|2424|3221.15|3202.61|18.54|0|18.54|0|18.54|||||5880
COMMITTEE TO RE-ELECT THOMAS LYNAM SARPY COUNTY SU|504 NORTH FILLMORE STREET|C|PAPILLION|NE|68046|99CAC00056|02/16/2007|nadc03|06/20/2006|06/19/2006|7320196|05/09/2006|P|40||04/25/2006|06/13/2006|9450|0|0|100|0|0|100|0|100|0|0|0|0|0|0|0|0|100|9550|0|0|3241|125|0|125|3366|21107.49|0|100|21207.49|125|21082.49|0|21082.49|0|21082.49|||||5881
COMMITTEE TO ELECT BEN MATCHETT|417 N 7TH ST|C|O NEILL|NE|68763|06CAC00873|02/16/2007|nadc03|06/20/2006|06/19/2006|7320198|05/09/2006|P|40||01/04/2006|06/13/2006|0|0|5290|0|0|0|5290|0|5290|629.5|3591.95|0|4221.45|0|0|0|0|9511.45|9511.45|0|0|0|5246.53|4221.45|9467.98|9467.98|0|0|5290|5290|5246.53|43.47|0|43.47|0|43.47|||||5882
NEBRASKANS FOR VIDEO KENO|11248 JOHN GALT BLVD|B|OMAHA|NE|68137|06BQC00122|08/31/2007|nadc05|06/05/2006|05/31/2006|7310207|11/07/2006|O||M|04/26/2006|05/26/2006|127634.46|0|0|0|0|0|0|0|0|0|0|35690|35690|0|0|0|0|35690|163324.46|0|0|67634.46|0|35690|35690|103324.46|60000|0|0|60000|0|60000|0|60000|0|60000|||||5883
COMMITTEE FOR THE RE-ELECTION OF RUDY J. TESAR|11916 JACKSON ROAD|C|OMAHA|NE|68154|99CAC00099|02/16/2007|nadc03|01/30/2007|01/27/2007||11/07/2006|A|||12/31/2005|12/31/2006|0|0|0|0|0|.11|.11|0|.11|0|0|0|0|0|0|0|0|.11|.11|0|0|0|0|0|0|0|279.74|0|.11|279.85|0|279.85|0|279.85|0|279.85|||||5884
SVOBODA FOR MAYOR|7309 SKYHAWK CIRCLE|C|LINCOLN|NE|68506|06CAC00937|03/26/2007|nadc04|01/31/2007|01/31/2007||04/03/2007|A|||04/16/2006|12/31/2006|0|0|20770|30093.21|0|0|50863.21|0|50863.21|0|299|0|299|0|0|0|0|51162.21|51162.21|0|0|0|29053.42|299|29352.42|29352.42|0|0|50863.21|50863.21|29053.42|21809.79|0|21809.79|0|21809.79|||||5885
BEN THOMPSON FOR LEGISLATURE|13906 GOLD CIRCLE SUITE 201|C|OMAHA|NE|68144|99CAC00669|02/16/2007|nadc03|01/30/2007|01/30/2007||11/02/2004|A|||01/01/2006|12/31/2006|||||||||||||||||||||||||||||||||||||||||5886
SHAWN TRAUDT FOR CITY COUNCIL|2510 SOUTH 36TH STREET|C|LINCOLN|NE|68506|99CAC00717|05/10/2007|nadc05|01/31/2007|01/31/2007||05/03/2005|A|||06/08/2005|12/31/2006|0|0|6335|0|0|0|6335|0|6335|0|0|0|0|0|0|0|0|6335|6335|0|0|0|6337.13|0|6337.13|6337.13|106.73|0|6335|6441.73|6337.13|104.6|0|104.6|0|104.6|||||5887
CITIZENS FOR WESELY|5300 LEIGHTON AVE|C|LINCOLN|NE|68504|99CAC00006|02/16/2007|nadc03|01/31/2007|01/31/2007||01/01/1900|A|||01/01/2006|12/31/2006|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6286.17|0|0|6286.17|0|6286.17|0|6286.17|0|6286.17|||||5888
FAMILIES FOR AMERICA, INC.|10730 PACIFIC ST. STE 242|B|OMAHA|NE|68114|99BQC00093|02/16/2007|nadc03|01/31/2007|01/31/2007||01/01/1900|A|||01/01/2006|12/31/2006|0|0|511.19|0|0|0|511.19|0|511.19|0|0|0|0|0|0|0|0|511.19|511.19|0|0|0|3039.4|0|3039.4|3039.4|3805.91|0|511.19|4317.1|3039.4|1277.7|0|1277.7|0|1277.7|||||5889
BLAZEK FOR OPPD BOARD|16646 HOWARD CIRCLE|C|OMAHA|NE|68118|99CAC00673|03/22/2007|nadc04|02/01/2007|01/31/2007||01/01/1900|O|FS||01/01/2006|12/31/2006|0|0|0|0|0|0|0|492.13|-492.13|0|0|0|0|0|0|0|0|-492.13|-492.13|0|56408.14|0|0|0|0|0|492.13|0|-492.13|0|0|0|0|0|0|0|||||5890
FRANK BROWN FOR CITY COUNCIL|PO BOX 11248; 2004 FLORENCE MILLS PLAZA   |C|OMAHA|NE|68111|99CAC00151|08/21/2009|nadc04|02/01/2007|01/31/2007||05/12/2009|A|||01/01/2006|12/31/2006|0|0|0|300|0|0|300|0|300|0|0|0|0|0|0|0|0|300|300|0|0|0|1794|0|1794|1794|10295.62|0|300|10295.62|1794|8501.62|0|8501.62|0|8501.62|||||5891
PAM BROWN FOR LEGISLATURE|525 N. 72nd Ave.,|C|OMAHA|NE|68114|99CAC00036|02/16/2007|nadc03|02/01/2007|02/01/2007||01/01/1900|A|||01/01/2006|12/31/2006|0|0|0|250|0|0|250|0|250|0|0|0|0|0|0|0|0|250|250|0|0|0|1600|0|1600|1600|1618.29|0|250|1868.29|1600|268.29|0|268.29|0|268.29|||||5892
DWITE PEDERSEN FOR PUBLIC OFFICE|21440 SHAMROCK ROAD,|C|ELKHORN|NE|68022|99CAC00169|02/08/2008|nadc04|01/22/2008|01/22/2008||01/01/2007|A|||01/01/2007|12/31/2007|0|0|400|5550|0|0|5950|0|5950|0|0|0|0|0|0|0|0|5950|5950|0|0|0|6294.79|0|6294.79|6294.79|3641.67|0|5950|9591.67|6294.79|3296.88|0|3296.88|0|3296.88|||||5894
JIM RIHA FOR LEGISLATURE|4301 Woolworth Avenue,|C|OMAHA|NE|68105|99CAC00298|01/22/2008|nadc01|01/22/2008|01/20/2008||01/01/2007|A|||01/01/2007|12/31/2007|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64.79|0|0|64.79|0|64.79|0|64.79|0|64.79|||||5895
JIM RIHA FOR MUD COMMITTEE|4301 Woolworth Avenue,|C|OMAHA|NE|68105|99CAC00299|01/22/2008|nadc01|01/22/2008|01/20/2008||01/01/2007|A|||01/01/2007|12/31/2007|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|263.87|0|0|263.87|0|263.87|0|263.87|0|263.87|||||5896
BRUCE LEAR FOR CITY COUNCIL|4803 AVE L PLACE|C|KEARNEY|NE|68847|99CAC00706|01/22/2008|nadc06|01/22/2008|01/22/2008||11/02/2004|A|||01/01/2007|12/31/2007|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|380.53|0|0|380.53|0|380.53|0|380.53|1400.18|1780.71|||||5897
WOOD FOR TREASURER|1814 D STREET|C|COZAD|NE|69130|06CAC00809|01/22/2008|nadc04|01/22/2008|01/18/2008||11/07/2007|A|FS||01/01/2007|12/31/2007|||||||||||||||||||||||||||||||||||||||||5898
