Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee ID|Date Received|Date Last Revised|Last Revised By|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature Of Filing|Report Start Date|Report End Date|Financial Activity
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|01/13/2009|06/11/2009|nadc04|01/13/2009|7870021|11/04/2008|G|70|10/21/2008|12/31/2008|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|05/05/2010|05/05/2010|nadc01|05/04/2010||05/11/2010|P|10|04/07/2010|04/26/2010|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|06/22/2010|06/29/2010|nadc06|06/21/2010|8250191|05/11/2010|P|40|04/27/2010|06/15/2010|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|02/22/2010|02/23/2010|nadc04|02/20/2010||01/01/2009|A||01/01/2009|12/31/2009|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|06/20/2008|11/15/2010|nadc01|06/20/2008|7780162|05/13/2008|P|40|01/01/2008|06/17/2008|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|10/06/2008|06/11/2009|nadc04|10/06/2008|7810221|11/04/2008|G|30|06/18/2008|09/30/2008|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|04/14/2010|06/01/2010|nadc04|04/13/2010|8210036|05/11/2010|P||01/01/2010|04/06/2010|
DOUGLAS COUNTY REPUBLICAN PARTY|2819 SOUTH 125TH AVENUE|OMAHA|NE|68144|99PPC00024|10/27/2008|06/11/2009|nadc04|10/27/2008|7830121|11/04/2008|G|10|10/01/2008|10/20/2008|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/13/2000|01/24/2000|SERENAD   |01/12/2000||11/03/1999|A||01/01/1999|12/31/1999|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|04/12/2000|04/17/2000|SERENAD   |04/11/2000||05/09/2000|P|30|12/31/1999|04/04/2000|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|05/02/2000|05/03/2000|SERENAD   |05/01/2000||05/09/2000|P|10|04/10/2000|05/01/2000|1
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|05/31/2000|05/31/2000|SERENAD   |05/30/2000||05/02/2000|P|40|05/01/2000|06/19/2000|1
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/11/2000|10/20/2000|KAREN     |10/10/2000|5980203|11/07/2000|G|30|06/14/2000|10/03/2000|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/10/2001|02/16/2001|KAREN     |01/09/2001|6020229|11/07/2000|G|70|10/30/2000|01/16/2001|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/30/2002|02/04/2002|TERII     |01/29/2002|6260206|01/01/2001|A||01/01/2001|12/31/2001|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|11/20/2008|11/26/2008|nadc04|11/19/2008|7840200|11/04/2008|G|70|10/01/2008|11/18/2008|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|04/18/2002|04/22/2002|TERII     |04/17/2002|6380173|05/14/2002|P|30|01/01/2002|04/09/2002|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/15/2002|12/17/2002|JIMS      |10/15/2002|6450067|11/05/2002|G|30|06/19/2002|10/10/2002|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/23/2002|12/17/2002|JIMS      |10/23/2002|6450166|11/05/2002|G|10|10/01/2002|10/23/2002|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/13/2003|02/18/2003|JIMS      |01/13/2003|6490169|11/05/2002|G|70|10/23/2002|01/11/2003|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/22/2004|06/29/2010|nadc01|01/20/2004|6660096|11/05/2002|A||01/01/2003|01/19/2004|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|04/13/2004|04/21/2004|CHERYLD   |04/12/2004|6780105|05/11/2004|P|30|01/01/2004|04/06/2004|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/12/2004|11/16/2004|DAVIDH    |10/11/2004|6850240|11/02/2004|G|30|06/16/2004|10/01/2004|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/21/2004|11/16/2004|DAVIDH    |10/20/2004|6860080|11/02/2004|G|10|10/02/2004|10/21/2004|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/04/2005|03/07/2005|CORIEJ    |01/03/2005|6890122|11/02/2004|G|70|10/22/2004|01/03/2005|0
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/27/2006|03/30/2006|nadc06|01/26/2006||12/31/2005|A||01/06/2005|01/31/2006|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|04/10/2006|04/24/2006|nadc01|04/08/2000|7260238|05/09/2006|P|30|01/31/2006|04/08/2006|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/27/2005|01/30/2006|nadc01|01/26/2006||12/31/2005|A||01/06/2005|01/31/2006|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|05/01/2006|05/11/2006|nadc06|04/29/2006|7290033|05/09/2006|P|10|04/08/2006|04/29/2006|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|06/15/2006|06/15/2006|nadc06|06/14/2006||05/09/2006|P|40|05/01/2006|06/14/2006|1
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|06/16/2006|08/09/2006|nadc04|06/15/2006|7320051|05/09/2006|P|40|04/25/2006|06/13/2006|1
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/05/2006|10/10/2006|nadc06|10/04/2006|7360013|11/07/2006|G|30|06/14/2006|10/03/2006|1
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/31/2006|11/03/2006|nadc01|10/30/2006||11/07/2006|G|10|10/04/2006|10/28/2006|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/03/2007|01/22/2007|nadc04|12/30/2006||11/07/2006|G|70|10/29/2006|12/31/2006|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/09/2008|01/09/2008|nadc06|01/08/2008||11/07/2007|A||01/01/2007|12/31/2007|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|09/27/2010|09/27/2010|nadc06|09/25/2010||11/02/2010|G|30|06/16/2010|09/25/2010|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/22/2010|10/25/2010|nadc06|10/21/2010|8290063|11/02/2010|G|10|10/04/2010|10/18/2010|1
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|02/10/2012|02/13/2012|nadc06|02/09/2012|8540089|01/01/1900|A|AS|01/01/2011|12/31/2011|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/04/2011|01/27/2011|nadc06|01/03/2011|8320120|11/02/2010|G|70|10/19/2010|12/31/2010|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/24/2012|01/30/2012|nadc01|01/23/2012|8520172|01/01/2011|A||01/01/2011|12/31/2011|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|12/31/2008|01/06/2009|nadc04|12/30/2008||01/01/2008|G|70|11/19/2008|12/31/2008|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|05/03/2010|06/01/2010|nadc04|05/01/2010||05/11/2010|P|10|04/07/2010|04/26/2010|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|06/09/2010|06/29/2010|nadc06|06/08/2010|8240196|05/11/2010|P|40|04/27/2010|06/07/2010|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|06/02/2008|10/14/2008|nadc04|05/30/2008|7780028|05/06/2008|P|40|04/29/2008|06/17/2008|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|01/11/2010|02/12/2010|nadc06|01/07/2010|8070045|05/04/2010|A||01/01/2009|12/31/2009|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|10/02/2008|10/14/2008|nadc04|10/01/2008|7810067|11/04/2008|G|30|06/18/2008|09/30/2008|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|04/13/2010|06/01/2010|nadc04|04/12/2010|8210040|05/11/2010|P|30|01/01/2010|04/06/2010|
SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|bellevue |ne|68157|99PPC00042|04/28/2008|10/14/2008|nadc04|04/26/2008||05/13/2008|P|10|01/01/2008|04/28/2008|1
GAGE COUNTY REPUBLICAN CENTRAL COMMITTEE|714 North 10th Street,|BEATRICE|NE|68310|99PPC00026|02/28/2000|02/28/2000|KIMH      |02/26/2000||05/09/2000|O|FS|05/04/1998|12/31/1999|1
GAGE COUNTY DEMOCRATIC PARTY|7725 W. STATE HWY 4|BEATRICE|NE|68310|99PPC00025|02/11/2000|03/03/2003|JIMS      |02/10/2000|5810126|05/09/2000|A||01/01/1999|12/31/1999|1
GAGE COUNTY DEMOCRATIC PARTY|7725 W. STATE HWY 4|BEATRICE|NE|68310|99PPC00025|01/22/2001|02/16/2001|KAREN     |01/19/2001|6040054|01/01/1998|A||01/01/2000|12/31/2000|1
GAGE COUNTY DEMOCRATIC PARTY|7725 W. STATE HWY 4|BEATRICE|NE|68310|99PPC00025|01/03/2002|01/07/2002|TERII     |01/02/2002|6230033|01/01/2000|A||01/01/2001|12/31/2001|1
GAGE COUNTY DEMOCRATIC PARTY|7725 W. STATE HWY 4|BEATRICE|NE|68310|99PPC00025|02/21/2003|03/03/2003|JIMS      |02/20/2003|6510148|05/08/2004|A||01/01/2002|12/31/2002|0
GAGE COUNTY DEMOCRATIC PARTY|7725 W. STATE HWY 4|BEATRICE|NE|68310|99PPC00025|01/09/2004|01/14/2004|CHERYLD   |01/08/2004|6650039|12/31/2003|A||01/01/2003|12/31/2003|0
POLK COUNTY DEMOCRATIC CENTRAL COMMITTEE|245 North State Street,|OSCEOLA|NE|68651|99PPC00040|02/22/2000|02/23/2000|KIMH      |02/21/2000||05/09/2000|A||01/01/1999|12/31/1999|1
POLK COUNTY DEMOCRATIC CENTRAL COMMITTEE|245 North State Street,|OSCEOLA|NE|68651|99PPC00040|02/22/2001|02/23/2001|KAREN     |02/21/2001|0      |01/01/1999|A||01/01/2000|12/31/2000|0
ANTELOPE COUNTY REPUBLICAN COMMITTEE|P.O. Box 29,|BRUNSWICK|NE|68720|99PPC00004|01/05/2000|01/05/2000|KIMH      |01/03/2000|0      |11/07/2000|A||01/01/1999|12/31/1999|1
ANTELOPE COUNTY REPUBLICAN COMMITTEE|P.O. Box 29,|BRUNSWICK|NE|68720|99PPC00004|04/11/2000|04/14/2000|KIMH      |04/10/2000||05/09/2000|P|30|01/01/2000|04/04/2000|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|02/03/2006|02/08/2006|nadc06|01/31/2006||12/31/2005|A||01/01/2005|12/31/2005|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|04/12/2006|04/24/2006|nadc01|04/10/2006|7260233|05/09/2006|P|30|12/31/2005|04/10/2006|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|05/04/2006|05/11/2006|nadc06|05/02/2006|7290028|05/09/2006|P||04/05/2006|04/24/2006|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|06/21/2006|06/27/2006|nadc06|06/19/2006|7330003|05/09/2006|P|40|04/25/2006|06/13/2006|
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|10/11/2006|11/03/2006|nadc06|10/09/2006|7370015|11/07/2006|G|30|06/14/2006|10/03/2006|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|11/01/2006|02/08/2007|nadc05|10/30/2006|7390034|11/07/2006|G|10|10/04/2006|10/23/2006|
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|01/24/2007|02/08/2007|nadc05|11/24/2007|7440078|11/07/2006|G|70|10/24/2006|12/31/2006|
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|01/12/2000|01/12/2000|KIMH      |01/10/2000||05/09/2000|A||12/31/1998|12/31/1999|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|04/24/2000|04/24/2000|KIMH      |04/22/2000||05/09/2000|P|30|01/31/2000|04/21/2000|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|05/02/2000|05/03/2000|SERENAD   |05/01/2000||05/09/2000|P|10|04/21/2000|04/30/2000|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|06/19/2000|06/20/2000|SERENAD   |06/16/2000||05/09/2000|P|40|05/01/2000|06/19/2000|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|10/11/2000|08/10/2001|DAVIDH    |10/09/2000|5980198|11/07/2000|G|30|06/14/2000|10/03/2000|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|10/30/2000|12/27/2000|KAREN     |10/27/2000|6000040|11/07/2000|G|10|10/03/2000|10/23/2000|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|01/03/2001|02/16/2001|KAREN     |01/02/2001|6020114|11/07/2000|G|70|10/23/2000|12/31/2000|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|01/09/2002|06/04/2003|DAVIDH    |01/07/2002|6230197|05/14/2002|A||01/01/2001|12/31/2001|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|04/16/2002|04/22/2002|TERII     |04/13/2002|6380169|05/14/2002|P|30|01/01/2002|04/09/2002|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|05/07/2002|05/13/2002|TERII     |05/06/2002|6400081|05/14/2002|P|10|04/10/2002|04/29/2002|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|06/24/2002|06/28/2002|TERII     |06/21/2002|6420091|05/14/2002|P|40|04/30/2002|06/18/2002|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|10/10/2002|10/15/2002|TERII     |10/09/2002|6440222|11/05/2002|G|30|06/19/2002|10/01/2002|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|10/30/2002|10/30/2002|SERENAD   |10/29/2002||11/05/2002|G|10|10/02/2002|10/21/2002|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|01/06/2003|06/04/2003|DAVIDH    |01/03/2003||11/05/2002|G|70|10/22/2002|12/31/2002|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|01/21/2004|02/02/2004|PATTIEV   ||6650186|01/19/2004|A||01/01/2003|12/31/2003|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|04/09/2004|04/19/2004|CHERYLD   |04/07/2004|6770163|05/11/2004|P|30|01/01/2004|04/06/2004|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|05/03/2004|05/18/2004|DAVIDH    |04/30/2004|6790191|05/11/2004|P|10|04/07/2004|04/26/2004|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|06/21/2004|06/28/2004|CHERYLD   |06/19/2004|6820069|11/05/2004|P|30|04/27/2004|06/15/2004|1
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|10/07/2004|10/12/2004|CORIEJ    |10/05/2004|6850120|11/02/2004|G|30|06/16/2004|09/28/2004|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|10/28/2004|11/01/2004|CORIEJ    |10/26/2004|6860225|11/02/2004|G|10|09/29/2004|10/18/2004|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|01/14/2005|01/18/2005|CORIEJ    |01/12/2005|6900081|11/02/2004|G|70|10/19/2004|12/31/2004|0
DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE|P.O. BOX 323|South Sioux City |NE|68776|99PPC00017|02/01/2008|02/08/2008|nadc06|02/01/2008|7640009|01/01/2007|A||01/01/2007|12/31/2007|1
BOYD COUNTY REPUBLICAN PARTY|RR 2, Box 83,|SPENCER|NE|68777|99PPC00007|01/27/2000|03/06/2001|KAREN     |01/26/2000|5790207|11/03/1998|A||01/01/1999|01/01/2000|1
BOYD COUNTY REPUBLICAN PARTY|RR 2, Box 83,|SPENCER|NE|68777|99PPC00007|01/31/2001|03/06/2001|KAREN     |01/29/2001|6040222|01/01/1999|A||01/01/2000|01/01/2001|0
BOYD COUNTY REPUBLICAN PARTY|RR 2, Box 83,|SPENCER|NE|68777|99PPC00007|12/31/2001|01/07/2002|TERII     |12/28/2001|6230032|01/01/2000|A||01/01/2001|12/31/2001|0
HALL COUNTY REPUBLICAN CENTRAL COMMITTEE|4212 Sumner Circle,|GRAND ISLAND|NE|68803|99PPC00027|02/01/2000|02/03/2000|ERICHS    |01/31/2000||05/04/2000|A|30|01/01/1999|12/31/1999|0
CUSTER COUNTY REPUBLICANS|829 South C Street, P.O. Box 309|BROKEN BOW|NE|68822|99PPC00015|01/24/2000|01/25/2000|KIMH      |01/22/2000||11/03/1999|A||01/01/1999|12/31/1999|0
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|01/06/2006|01/12/2006|nadc01|01/06/2006|7110064|12/31/2005|A||01/01/2005|12/31/2005|
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|01/04/2007|01/04/2007|nadc02|01/02/2007||11/07/2006|G|70|01/01/2006|12/31/2006|
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|12/30/1999|03/06/2001|KAREN     |12/28/1999|5770138|01/01/2001|A||01/01/1999|12/31/1999|0
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|01/31/2001|03/06/2001|KAREN     |01/30/2001|6040224|11/07/2000|A||01/01/2020|12/31/2000|0
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|02/07/2002|02/11/2002|TERII     |02/05/2002|6270192|11/06/2001|A||01/01/2001|12/31/2001|0
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|11/17/2003|01/08/2004|JIMS      |11/17/2003|6640107|11/05/2002|A|30|01/01/2002|12/31/2002|0
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|01/29/2004|02/24/2004|JIMS      |01/28/2004|6670020|11/04/2003|A||01/01/2003|01/31/2003|1
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|02/09/2005|02/24/2005|CORIEJ    |02/08/2005|6920216|04/05/2005|A||01/01/2004|12/31/2004|0
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|03/25/2011|03/25/2011|nadc06|03/24/2011||11/02/2010|A|FS|01/01/2010|12/31/2010|1
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|02/01/2008|02/08/2008|nadc06|01/31/2008|7640010|01/01/2007|A||01/01/2007|12/31/2007|1
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|01/29/2010|02/01/2010|nadc04|01/28/2010||12/31/2009|A||01/01/2009|12/31/2009|
DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE|42971 ROAD 752|LEXINGTON|NE|68850|99PPC00019|03/03/2009|03/03/2009|nadc06|03/02/2009||01/01/2008|A||01/01/2008|12/31/2008|1
NUCKOLLS COUNTY DEMOCRATIC COMMITTEE|Rt 1, Box 58,|RUSKIN|NE|68974|99PPC00036|05/24/2000|03/06/2001|KAREN     |05/22/2000|5940221|11/07/1999|A||01/01/1999|12/31/1999|1
NUCKOLLS COUNTY DEMOCRATIC COMMITTEE|Rt 1, Box 58,|RUSKIN|NE|68974|99PPC00036|02/02/2001|03/06/2001|KAREN     |02/01/2001|6040227|01/01/1999|A||01/01/2000|12/31/2000|0
NUCKOLLS COUNTY DEMOCRATIC COMMITTEE|Rt 1, Box 58,|RUSKIN|NE|68974|99PPC00036|01/11/2002|01/14/2002|TERII     |01/10/2002|6230199|01/01/2001|A||01/01/2001|12/31/2001|1
NUCKOLLS COUNTY DEMOCRATIC COMMITTEE|Rt 1, Box 58,|RUSKIN|NE|68974|99PPC00036|02/12/2003|02/12/2003|PATTIEV   |02/11/2003||05/08/2004|A||01/01/2002|12/31/2002|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/18/2000|01/19/2000|KIMH      |01/14/2000||11/03/1998|A||01/01/1999|12/31/1999|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|04/10/2000|04/14/2000|SERENAD   |04/07/2000||05/09/2000|P|30|12/31/1999|04/04/2000|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|04/26/2000|04/26/2000|KIMH      |04/24/2000||05/09/2000|P|10|04/04/2000|04/24/2000|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|06/21/2000|08/24/2000|RICKL     |06/19/2000||05/09/2000|P|40|04/25/2000|06/13/2000|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/11/2000|10/20/2000|KAREN     |10/09/2000|5980199|11/07/2000|G|30|06/13/2000|10/03/2000|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|11/01/2000|12/27/2000|KAREN     |10/30/2000|6000042|11/07/2000|G|10|10/03/2000|10/23/2000|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/08/2001|02/16/2001|KAREN     |01/05/2001|6020228|11/07/2000|G|70|10/23/2000|12/31/2000|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/09/2002|06/04/2003|DAVIDH    |01/07/2002|6230198|11/05/2002|A||01/01/2001|12/31/2001|1
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|09/18/2002|06/04/2003|DAVIDH    |09/16/2002|6440009|11/05/2002|G|30|01/01/2002|09/17/2002|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|10/28/2002|01/21/2003|JIMS      |10/24/2002|6460130|11/05/2002|G|10|10/02/2002|10/21/2002|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/08/2003|06/04/2003|DAVIDH    |01/06/2003|6480186|11/05/2002|G|70|10/22/2002|12/31/2002|0
LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|9009 CANAL RD|NORTH PLATTE|NE|69101|99PPC00032|01/09/2004|01/14/2004|CHERYLD   |01/07/2004|6650040|11/05/2002|A||01/01/2003|12/31/2003|0
