Committee Name|Committee ID|Date Received|Transaction Date|Amount|Nature of Transaction|Description|Expense Category
NE DENTAL PAC|99PAC00053|01/23/2012|01/01/2011|135.8|A|BANK CHARGES 2011|
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|99PAC00103|01/23/2012|11/07/2011|-25|A|RETURNED CONTRIBUTION CHECK|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/23/2012|08/30/2011|12|P|ne dept of revenue 1220n yr end audit|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/23/2012|09/18/2011|75|P|eftps 940 taxes due for year end audit|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/23/2012|08/18/2011|200|P|ted mcelderry cpa yr end audit leg-fund|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/04/2010|08/14/2010|200|P|great western bank form 1120|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|10/04/2010|06/23/2010|175|P|ACCOUNTING FEES PAID|999
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/04/2010|06/20/2010|100|C|KENT ROGERT RETURNED CONTRIBUTION FROM 5/27/10|999
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/04/2010|08/31/2010|10844.97|A|american optometric association pac rece|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|10/05/2010|07/13/2010|61.82|P|POSTAGE|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/05/2010|08/31/2010|3557.82|A|RECONCILIATION AT BANK ACCOUNT CLOSURE - FROM UNCASHED CHECK CONTRIBUTIONS MADE BY THE PAC|999
NE PETROLEUM PAC|99PAC00062|10/25/2010|10/01/2010|100|I|Office Space provided to Gale for S.o.S.|
NE PETROLEUM PAC|99PAC00062|10/05/2010|09/01/2010|100|I|Office Space provided to Gale for S.o.S.|
NE PETROLEUM PAC|99PAC00062|06/16/2010|05/01/2010|100|I|Office Space provided to Gale for S.o.S.|
NE PETROLEUM PAC|99PAC00062|10/05/2010|08/01/2010|100|I|Office Space provided to Gale for S.o.S.|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|09/24/2010|30|A|reversal of bank service charges|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|10/25/2010|10/18/2010|1000|C|Contrib 8/12/10 to Justin Wayne reissued|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|08/31/2010|-10|A|bank service charges|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/31/2011|02/28/2010|-10|A|bank service charges|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/31/2011|12/27/2010|13867.73|I|nha - nha staff time march - dec 2010|
CITIZENS FOR A BETTER TOMORROW|08IRC00492|02/01/2011|02/04/2010|-20|A|bank charges|
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|10/06/2010|09/28/2010|1275|F|refunding of penalties to general fund|
NE PETROLEUM PAC|99PAC00062|01/12/2011|11/01/2010|100|I|GALE FOR SECRETARY OF STATE office space|
NE INSURANCE FEDERATION PAC|99PAC00073|01/10/2011|12/31/2010|2000|A|deposit entered twice|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|01/18/2011|01/04/2011|2000|I|Polish Enterprises- Payoff MSRC bill|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|01/18/2011|01/06/2011|3456.73|E|Quality Press 3500 N 20th St - Printing|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|01/31/2011|08/08/2010|100|C|Frank Thompson -original was 12/10/2009|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|01/31/2011|08/26/2010|200|C|Scott Price -original was 02/09/2009|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|03/07/2011|01/13/2011|14469.56|I|Liability w/Polish Enterprises|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|05/16/2011|04/28/2011|15|P|wire transfer fee|
WELLS FARGO STATE PAC|99PAC00075|01/05/2011|12/31/2010|1000|C|Krist, Lautenbaugh disclosed 4/21/2011|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/23/2012|12/31/2011|120|P|wire transfer fees-great western bank|
CENTURYLINK NEBRASKA PAC|99PAC00087|01/25/2012|11/21/2011|56.27|I|CK TO MUELLER ROBAK LLC FOR IN KIND CONTRIBUTION FOR GALEN HADLEY FUNDRAISER RECEPTION|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|01/25/2012|05/24/2011|19.95|E|harland check order|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/26/2012|12/31/2011|34.42|P|treversal of bank service charges|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/26/2012|01/31/2011|-12.92|P|reimbursement of fee for sending fax|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/27/2012|05/31/2011|125|R|ms patricia kahler refund of contributio|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/27/2012|12/31/2011|677.25|I|nha in kind contribution office supplies|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/27/2012|12/31/2011|725.07|E|nha in kind contribution office supplies|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/27/2012|12/31/2011|5000|E|nha in kind contribution software expens|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/27/2012|12/31/2011|20949.34|E|nha in kind contribution nha staff time|
NE INSURANCE FEDERATION PAC|99PAC00073|01/31/2012|03/15/2011|-2000|A|INCORRECT DEPOSIT MADE BY WELLS FARGO|
NE INSURANCE FEDERATION PAC|99PAC00073|01/31/2012|10/17/2011|100|A|HARR LOST CHECK #1819|
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|06PAC00150|01/31/2012|12/01/2011|-1000|A|ISSUED TO BOB ENGELS WHO DECIDED NOT TO RUN. REIMBURSEMENT FROM CANDIDATE IS PENDING.|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 2/12/2010 PAYABLE TO HOWARD FOR LEGISLATURE|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 2/12/2010 PAYABLE TO CONRAD FOR LEGISLATURE|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 2/12/2010 PAYABLE TO SULLIVAN FOR LEGISLATURE|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 3/8/2010 PAYABLE TO DIERKS FOR LEG COMMITTEE|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 3/30/2010 PAYABLE TO BOB KRIST FOR LEGISLATURE|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 3/8/2010 PAYABLE TO MCGILL FOR LEGISLATURE|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 3/17/2010 PAYABLE TO GLOOR FOR LEGISLATURE|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 3/30/2010 PAYABLE TO JOHN NELSON FOR LEGISLATURE|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/31/2012|12/31/2011|100|C|VOIDED CHECK DATED 3/8/2010 PAYABLE TO NORDQUIST FOR LEGISLATURE|
NEBRASKA-PAC|99PAC00092|01/30/2011|11/18/2011|42|E|us postal service|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2012|09/06/2011|2.39|A|tax refund|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2012|07/19/2011|-26469.71|A|money collected for international pac fu|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2012|12/29/2011|682.13|A|interest received|
NATIONAL FED. OF INDEPENDENT BUS./NE SAFE TRUST|05PAC00147|02/01/2012|11/23/2011|125|R|nfib|
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|02/03/2012|12/31/2011|2.24|A|Interest earned on checking account|
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|02/03/2012|08/31/2011|36.57|P|printing charges on checking|
NE DENTAL HYGIENISTS PAC|99PAC00054|02/07/2012|03/31/2011|142.03|P|FUND RAISING SUPPLIES|
NE DENTAL HYGIENISTS PAC|99PAC00054|02/07/2012|05/11/2011|17.15|P|MAIL FUND RAISER ORDERS |
NE DENTAL HYGIENISTS PAC|99PAC00054|02/07/2012|05/12/2011|193.11|P|SUPPLIES FOR FUND RAISER ORDERS|
SHEET METAL WORKERS LOCAL # 3 COPE|99PAC00141|02/14/2012|01/19/2011|1000|A|Payment to Omaha Federation of labor|
CARE PAC|99PAC00016|02/01/2012|12/31/2011|74.31|A|Net cash due to NHCA for intercompany tr|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|02/02/2010|12/31/2009|5202.17|A|Reconcilitaion Audit Discovery|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|05/25/2011|12/31/2010|-587.66|A|Further adjustment to 2009 |
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|02/27/2012|03/02/2010|73.8|P|Certified Mailing to School Board Candid|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|06/28/2010|04/28/2010|92.19|P|Farmhouse Cafe-Candidate Interviews|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|06/28/2010|04/28/2010|22.99|P|Hy Vee Candidate Interviews |
NEBRASKANS FOR FISCAL ACCOUNTABILITY|08IRC00491|01/11/2011|10/31/2010|10000|E|StratMediaPlacement Delaware,OH RadioBuy|
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/15/2009|11/26/2008|1867.33|A|PIA PAC accounts merged, discovered 8/08|
NE BANKERS STATE PAC|99PAC00041|10/01/2010|08/16/2010|200|R|Rogert for Legislature Campaign|
DEALER PAC|99PAC00020|10/01/2010|06/16/2010|100|C|CHECK TO ROGERT FOR LEGISLATURE RETURNED.|999
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/04/2010|09/14/2010|200|P|ted mcelderry cpa(audit for legis fund|
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|10/20/2010|10/14/2010|1000|A|GREAT WESTERN BANK REFUND OF UNCASHED CASHIERS CHECK DATED 1/7/09|999
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|10/20/2010|10/05/2010|1000|C|RETURN OF 9/15/10 EXPENDITURE TO BURKE HARR FOR LEGISLATURE|999
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/22/2010|10/08/2010|100|C|MARK CHRISTENSEN CONTRIBUTION DATED 9/14/10 WAS RETURNED|999
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/22/2010|09/30/2010|500|C|LATHROP FOR LEGISLATURE CK. #1934|999
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/22/2010|09/30/2010|500|C|BOB KRIST FOR LEGISLATURE CK. #1933|999
NE PETROLEUM PAC|99PAC00062|10/05/2010|07/01/2010|100|I|Office Space provided to Gale for S.o.S.|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|11/28/2010|36.94|E|george collins paid temp for phone call|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|11/30/2010|92.35|E|mary howard paid temp for phone call|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/27/2010|10/18/2010|4472.45|P|american optometric pac receipts collect|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/31/2011|12/30/2010|1004.45|I|nha-office expenses march - dec 2010|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|01/18/2011|12/31/2010|825.8|I|SRW Consulting- Payoff MSRC printig bill|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|01/18/2011|01/07/2011|435.19|E|Birnstihl Media Omaha -Advertising Produ|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|03/07/2011|03/01/2011|0|I|See form B-10 for supporting information|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|01/18/2011|12/31/2010|3000|E|NE Strategy Group Lincoln -Consulting|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|03/07/2011|02/07/2011|7000|I|Liability w/Omaha  Work Staffin|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|03/07/2011|03/01/2011|0|E|SEE form B-10 for supporting infomation|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|03/07/2011|01/21/2011|400|E|Strategic Media Placement: KPTM-TV|
ASSOCIATED BEVERAGE DISTRIBUTORS OF NE (PAC)|99PAC00042|01/03/2011|12/31/2010|500|C|Jim Smith 11/29/10 500 returned &amp;voided|
NEBRASKANS UNITED FOR OUR FUTURE|06IRC00470|01/05/2012|08/10/2011|100.68|P|PAYMENT FOR BOOKKEEPING|
NE STATE HOME BUILDERS ASSN PAC|99PAC00012|02/03/2012|03/16/2011|445|N|4 anonymouse contributions|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|02/07/2012|10/31/2011|750|C|2/16/11 CHECK TO TYSON LARSON WAS RETURNED|
POP-PAC (NEBRASKA BEVERAGE ASSOCIATION)|99PAC00080|09/28/2010|06/16/2010|750|C|Return of contribution to Lathrop |
POP-PAC (NEBRASKA BEVERAGE ASSOCIATION)|99PAC00080|09/28/2010|06/16/2010|500|C|Return of contribution to Kent Rogert|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|01/07/2011|12/16/2010|7.94|P|POSTAGE|999
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/07/2011|11/28/2010|110.82|E|michael bradley paid temp for phone call|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|01/07/2011|12/08/2010|50|P|AUDIT FEE|999
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|01/10/2011|12/15/2010|333.86|A|cash received from post office 9/21/10|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|01/18/2011|01/10/2011|0|E|StratMedia KKABKKARCoxKETVKPTMKMTVWOWT|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|03/07/2011|02/10/2011|344.54|I|Liability w/Continuum Worldwide|
CITIZENS FOR OMAHA'S FUTURE|10IRC00500|03/07/2011|01/26/2011|1500|I|Liability w/Alan Lindsay|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|03/31/2011|02/02/2011|34937.14|A|Money given to International PAC Fund|
WELLS FARGO STATE PAC|99PAC00075|04/21/2011|04/14/2011|500|C|voided 10/18/10 - Krist for Legislature|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|01/19/2012|03/04/2011|-1065|R|refunds of contributions previously rece|
WELLS FARGO STATE PAC|99PAC00075|04/21/2011|04/14/2011|500|C|Return of Lautenbaugh contribution|
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|01/06/2012|08/15/2011|500|A|RETURN OF 2010 CONTRIBUTION MADE TO JOHN NELSON FOR LEGISLATURE|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/25/2012|12/30/2011|25452.87|P|receipts collected for american optometr|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|01/27/2012|02/14/2011|129.09|P|CHECK ORDER|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|01/27/2012|03/21/2011|8.23|P|SHIPPING FEE FOR NEW CHECKS|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|01/27/2012|07/14/2011|8.23|P|POSTAGE 1/11 THRU 6/11|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|01/27/2012|12/19/2011|1.51|P|POSTAGE 7/11 THRU 12/11|
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/27/2012|12/31/2011|1838.02|E|nha in kind contribution office supplies|
SHEET METAL WORKERS LOCAL # 3 COPE|99PAC00141|02/14/2012|12/31/2011|5.87|A|Math Error|
SURVEY NEBRASKA|10IRC00495|02/02/2012|12/31/2011|6.04|A|interest|
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|06IRC00475|02/02/2012|12/31/2011|1.31|A|interest|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|02/27/2012|01/20/2010|2.89|P|Postage |
NEBRASKANS FOR FISCAL ACCOUNTABILITY|08IRC00491|01/11/2011|10/31/2010|20000|E|NebStrategyGroup MailPiece,List,CallPlac|
NEBRASKANS FOR FISCAL ACCOUNTABILITY|08IRC00491|01/11/2011|10/31/2010|5000|E|StaceyDieckmann Postage4Mail Pieces|
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|04/05/2012|03/26/2012|100|C|RETURN BY DENNIS UTTER OF 2011 CONTRIBUTION|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/21/2010|10/09/2009|-1082.33|A|Money collected &amp; forwarded to  IU PAC|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|02/01/2010|12/29/2009|505|F|FUNDS PAID IN ERROR WERE RETURNED - RED STATE STRATEGIES|999
NE PETROLEUM PAC|99PAC00062|02/02/2010|12/31/2009|39.33|P|INTEREST INCOME|999
NE PETROLEUM PAC|99PAC00062|02/02/2010|03/31/2009|1.73|A|BALANCE ADJUSTMENT|999
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/29/2010|11/04/2009|136.67|A|deluxe for business - checks|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|06/25/2008|06/17/2008|500|C|Kent Rogert for Leg. ck#1621 07-05-06|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|06/25/2008|06/17/2008|500|C|Tom Carlson ck#1635 07-24-06|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/16/2007|12/31/2006|1000|C|Rogert &Carlson were returned 06-17-2008|
NE PHARM PAC|99PAC00040|06/19/2008|06/13/2008|100|F|Sine Die Party Reimbursement from NPA.|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/13/2009|12/15/2008|25|A|Late Fee payment to NADC|
CITIZENS FOR A BETTER TOMORROW|08IRC00492|02/01/2010|01/31/2009|1.21|A|interest received on checking account|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|06/20/2008|06/17/2008|2065.47|P|collected for american optrmetice pac|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/27/2008|10/20/2008|500|C|Contributions returned Heath Mello|
NEBRASKA-PAC|99PAC00092|06/20/2008|05/06/2008|1000|A|Uncashed/voided check from 01/07 McGill|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/23/2008|05/20/2008|2700|D|PARTIAL RETURN OF 3/12/08 CONTRIBUTION TO JOHANNS FOR SENATE|999
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|06/23/2008|05/07/2008|1000|C|Tony Fulton for Legislature|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/24/2008|05/01/2008|1715.59|A|deposit included twice in prior period|
NE PROFESSIONAL FIREFIGHTERS PAC|99PAC00008|06/24/2008|05/16/2008|4302.86|C|munger for legislature|
CENTURYLINK NEBRASKA PAC|99PAC00087|06/24/2008|06/11/2008|100|C|louden for legislature|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/24/2008|06/11/2008|200|C|Jack Lassiter|
WATERCLAIM PEC|06CAC00869|02/09/2009|10/06/2008|7700|F|From WaterClaim|
NE NURSES ASSOCIATION PAC|99PAC00060|02/06/2009|12/31/2008|200|C|MIKE FLOOD FOR LEGISLATURE - CHECK WAS NOT CASHED|999
CITIZENS FOR A BETTER TOMORROW|08IRC00492|01/14/2009|10/24/2008|21159.36|E|Mack Crounse Group -Mailings to Voters|
CITIZENS FOR A BETTER TOMORROW|08IRC00492|01/14/2009|11/03/2008|5000|E|Field Works LLC -Phone Contact to Voters|
CITIZENS FOR A BETTER TOMORROW|08IRC00492|10/28/2008|10/20/2008|25299.54|E|Mack Crounse Group -Mailings to Voters|
CAMPAIGN FOR NEBRASKAS FUTURE|08IRC00484|01/13/2009|12/31/2008||E|Mack Crounse Group (VA), a payee|
CAMPAIGN FOR NEBRASKAS FUTURE|08IRC00484|01/13/2009|12/31/2008||E|United Enterprises Co (Omaha), a payee|
CAMPAIGN FOR NEBRASKAS FUTURE|08IRC00484|01/13/2009|12/31/2008||E|Clark Creative Group (Omaha), a payee|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2009|10/31/2008||E|Axiom Strategies KC, MO payee disclosure|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|04/03/2009|01/15/2009|750|C|Contribution returned -Brenda Council|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|04/07/2010|01/31/2010|100|C|Howard for Legislature-ck never cashed|
CENTURYLINK NEBRASKA PAC|99PAC00087|01/21/2010|01/01/2009|200|A|voided check issued to Senator Schilz|
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|04/12/2010|02/08/2010|38.51|P|OFFICE SUPPLIES|999
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|04/12/2010|03/26/2010|44|P|POST OFFICE BOX RENEWAL|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|04/13/2010|01/07/2010|225|C|Returned contribution from Federal candi|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|04/13/2010|01/12/2010|1000|C|Returned contribution from Federal Candi|
NE DENTAL PAC|99PAC00053|05/03/2010|02/28/2010|3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|05/03/2010|03/31/2010|27.95|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|05/03/2010|01/31/2010|27.95|A|BANK CHARGE|999
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/04/2010|04/08/2010|-6197.59|A|money collected &amp; forward international |
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/04/2010|04/08/2010|-1000|C|joni jones returned campaign contibution|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|05/03/2010|04/26/2010|1584.52|P|receipts for AOAPAC|
NE RESEARCH PAC|05PAC00146|06/03/2010|05/21/2010|494.5|A|Transfer funds to All Thinds NE Comm.|
NE DENTAL PAC|99PAC00053|06/15/2010|04/30/2010|3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|06/15/2010|05/31/2010|3|A|BANK CHARGE|999
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|06/17/2010|05/31/2010|11.03|A|INTEREST INCOME|999
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|06/17/2010|05/31/2010|-31.4|A|SERVICE CHARGE|999
NE GPLDC PAC FUND|09PAC00160|06/17/2010|05/10/2010|840|I|Pd volunteers for Tim Lonergan campaign|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|06/18/2010|04/28/2010|15|P|wire transfer fees|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|06/18/2010|05/28/2010|15|P|wire transfer fees|
STATE HEALTH PAC|99PAC00085|06/21/2010|06/04/2010|-1000|C|burke harr for legislature reissued|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|06/22/2010|05/31/2010|-1425.44|P|american optometric association pac rece|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|06/23/2008|05/06/2008|433.39|A|NE Club-Colby Coash|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|1000|C|LAVON HEIDEMANN FOR LEGIS RETURNED CONTRIBUTION|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|250|C|GAIL KOPPLIN FOR LEGIS RETURNED CONTRIBUTION|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|500|C|HEATH MELLO FOR LEGIS RETURNED CONTRIBUTION|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|750|C|JEREMIAH NORDQUIST FOR LEGIS RETURNED CONTRIBUTION|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|1000|C|SCOTT LAUTENBAUGH FOR LEGIS RETURNED CONTRIBUTION|999
NE FARM BUREAU FEDERATION PAC|99PAC00055|06/25/2008|04/30/2008|350|D|CORRECTION ON ITEM PAID IN 2007 OUR PAC AND SHOULD HAVE BEEN PAID BY NE FARM BUREAU FEDERATION FOR SEN JANSSEN SAUSAGE FEED|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|1000|C|MIKE FLOOD FOR LEGIS RETURNED CONTRIBUTION|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|500|C|TONY FULTON FOR LEGIS RETURNED CONTRIBUTION|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|1000|C|DEB FISCHER FOR LEGIS RETURNED CONTRIBUTION|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/01/2008|08/27/2008|1000|C|RICH PAHLS FOR LEGIS RETURNED CONTRIBUTION|999
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/01/2008|150|A|Contributions under 250. (Unitemized)|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/16/2008|150|A|Contributions under 250 (Unitemized)|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/22/2008|150|A|Contributions under 250 (Unitemized)|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/31/2008|500|C|Contributions returned-Tony Fulton|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/31/2008|250|C|Contributions returned-Gail Kopplin |
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/31/2008|500|C|Contributions returned-Jeremy Nordquist|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/31/2008|500|C|Contributions returned(Lavon Heidemann|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/31/2008|500|C|Contributions returned-Mike Flood|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/31/2008|500|C|Contributions returned-Deb Fischer|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|07/31/2008|250|C|Contributions returned-Chuck Shoemaker|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|08/15/2008|100|C|Contributions returned-Mike Friend|
NE LEAGUE OF CONSERVATION VOTERS ACTION FUND|08PAC00157|10/01/2008|09/17/2008|100|A|NADC Form A-1 filing fee|
NE LEAGUE OF CONSERVATION VOTERS ACTION FUND|08PAC00157|10/01/2008|09/05/2008|17|A|Monthly Bank account service charges|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|10/02/2008|06/25/2008|157.75|P|STATE OF NEBRASKA TAXES|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|10/02/2008|06/25/2008|97.89|P|CANDIDATE INTERVIEW REFRESHMENTS|999
