ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
3500|Auto One, Inc.|December|01/11/2010|04/06/2010|750.00|REDUCED|0.00|04/16/2010||
3501|Eagle Distributing, Inc.|August|09/10/2009|04/09/2010|750.00|REDUCED|0.00|04/16/2010||
3503|HNTB Corporation|February|03/10/2010|03/15/2010|125.00|REDUCED|0.00|04/16/2010||
3504|Eileen's Colossal Cookies, Inc.|November|12/10/2009|04/06/2010|750.00|REDUCED|0.00|04/16/2010||
3506|Garrett Enterprises, Inc.|December|01/11/2010|04/05/2010|750.00|REDUCED|0.00|04/16/2010||
3507|Green Line Equipment, Inc.|December|01/11/2010|03/30/2010|750.00|REDUCED|0.00|04/08/2010||
3508|Hofeling Enterprises, Inc.|December|01/11/2010|03/30/2010|750.00|REDUCED|0.00|04/08/2010||
3510|Jensen Associates, Inc.|February|03/10/2009|03/30/2010|750.00|REDUCED|0.00|04/08/2010||
3511|NE Technology & Telecommunications, Inc.|September|10/12/2009|03/29/2010|750.00|REDUCED|0.00|04/08/2010||
3512|NE Technology & Telecommunications, Inc.|February|03/10/2010|03/29/2010|475.00|REDUCED|0.00|04/08/2010||
3513|Rutt's Heating & Air Conditioning, Inc.|December|12/10/2009|04/05/2010|750.00|REDUCED|0.00|04/10/2010||
3514|Samuelson Equipment Company|February|03/10/2009|04/05/2010|750.00|REDUCED|0.00|04/19/2010||
3515|Southwest Pediatric Dentistry|September|10/12/2009|04/05/2010|750.00|REDUCED|0.00|04/19/2010||
3516|Streck, Inc.|April|05/11/2009|04/05/2010|750.00|REDUCED|0.00|04/19/2010||
3544|Black Hills Energy|January|02/10/2009|04/12/2010|750.00|REDUCED|0.00|05/26/2010||
3545|Black Hills Energy|April|05/11/2009|04/12/2010|750.00|REDUCED|0.00|05/26/2010||
3546|Black Hills Energy|August|09/10/2009|04/12/2010|750.00|REDUCED|0.00|05/26/2010||
3547|Black Hills Energy|January|02/10/2010|04/12/2010|750.00|REDUCED|0.00|05/26/2010||
3548|Black Hills Energy|February|03/10/2010|04/12/2010|750.00|REDUCED|0.00|05/26/2010||
3549|ConAgra Foods|January|05/10/2010|05/11/2010|25.00|PAID|||08/06/2010|
3550|Kelley & Jerram, PC|March|04/12/2010|05/12/2010|750.00|PAID|||07/14/2010|
3551|NECA-IBEW Labor Mgmt Cooperation Committee|February|03/10/2010|05/14/2010|750.00|REDUCED|0.00|05/21/2010||
3552|Scottsbluff Police Officers Association|March|04/12/2010|05/13/2010|750.00|REDUCED|0.00|06/03/2010||
3553|Woodbury Corporation|April|05/10/2010|05/18/2010|800.00|PAID|||06/10/2010|
3554|Brumbaugh & Quandahl|April|05/10/2010|05/13/2010|75.00|REDUCED|0.00|06/01/2010||
3555|Bellevue University|February|03/10/2010|05/17/2010|750.00|REDUCED|0.00|06/04/2010||
3079|KVI Associates, Inc.|February|03/10/2006|06/15/2007|750.00|REDUCED|0.00|06/21/2007||
3080|Morrissey engineering, Inc.|October|11/10/2006|06/14/2007|750.00|REDUCED|0.00|06/21/2007||
3081|Sheet Metal Workers Local #3|June|07/10/2006|06/11/2007|750.00|REDUCED|0.00|06/21/2007||
3083|Froehlich Commercial Properties, Inc.|April|05/10/2007|06/21/2007|750.00|REDUCED|0.00|06/27/2007||
3084|Caeyco, Inc.|May|06/10/2007|06/22/2007|300.00|REDUCED|0.00|07/02/2007||
3119|msj, inc.|January|11/10/2007|01/24/2008|750.00|PAID|||02/08/2008|
3175|D.A. Davidson & Company|March|04/10/2008|04/24/2008|350.00|REDUCED|0.00|05/16/2008||
3206|The Fairmont Group|January|02/11/2008|07/02/2008|750.00|REDUCED|0.00|07/15/2008||
3177|The Duda Company|March|04/10/2008|04/18/2008|200.00|PAID|||05/27/2008|
3178|The Home Depot, Inc.|January|04/10/2008|04/18/2008|200.00|REDUCED|0.00|07/07/2008||
3179|Insulation Services, Inc.|March|04/10/2008|04/24/2008|350.00|REDUCED|0.00|05/16/2008||
3180|Kelley, Jerram & Kohout, PC|January|04/10/2008|04/17/2008|175.00|PAID|||05/21/2008|
3181|NE City Education Association|September|10/10/2006|04/07/2008|750.00|REDUCED|0.00|05/16/2008||
3182|Property Casualty Insureres Assn. of America|January|09/10/2007|04/07/2008|750.00|REDUCED|0.00|07/07/2008||
3183|Snyder Industries, Inc.|October|11/12/2007|04/28/2008|750.00|REDUCED|0.00|05/16/2008||
3184|T & E Cattle Company|March|04/10/2008|04/24/2008|350.00|REDUCED|0.00|05/16/2008||
3185|Wal-Mart Stores, Inc.|January|04/10/2008|04/21/2008|275.00|REDUCED|0.00|07/25/2008||
3218|Truck Services, Inc.|February|03/10/2008|07/11/2008|750.00|REDUCED|0.00|07/23/2008||
3232|Parking Management & Consultants|January|02/11/2008|09/10/2008|750.00|RED/PAID|25.00|09/24/2008|09/24/2008|
3233|QC Holdings, Inc.|January|09/10/2008|09/12/2008|50.00|REDUCED|0.00|09/29/2008||
3234|Lacy Construction Company|January|09/10/2008|09/17/2008|175.00|PAID|||12/08/2008|
3302|Alamar Uniforms Company|February|03/10/2009|03/19/2009|205.00|REDUCED|0.00|03/30/2009||
3303|Asset Appraisal Services|January|02/10/2009|03/20/2009|750.00|REDUCED|0.00|03/30/2009||
3304|Asset Appraisal Services|February|03/10/2009|03/20/2009|250.00|REDUCED|0.00|03/30/2009||
3305|Better Business Equipment Co.|January|03/10/2009|03/18/2009|200.00|RED/PAID|25.00|04/14/2009|04/14/2009|
3306|Buel Trucking, Inc.|February|03/10/2009|03/20/2009|250.00|REDUCED|0.00|04/06/2009||
3307|Cavanaugh Law Firm, PC|June|07/10/2008|03/18/2009|750.00|REDUCED|0.00|03/30/2009||
3308|DesignWear, Inc.|February|03/10/2008|03/19/2009|750.00|REDUCED|0.00|03/30/2009||
3309|Fraternal Order of Police NE State|January|02/02/2009|03/23/2009|750.00|REDUCED|0.00|03/24/2009||
3311|L.G. Roloff Construction Company|June|07/10/2008|03/17/2009|750.00|REDUCED|0.00|03/30/2009||
3313|NorthWestern Corporation dba NorthWestern Energy|December|01/12/2009|03/19/2009|750.00|REDUCED|0.00|03/30/2009||
3314|Taste LLC|February|03/10/2009|03/20/2009|250.00|REDUCED|0.00|03/30/2009||
3315|Walkers, Inc.|May|06/11/2007|03/16/2009|750.00|REDUCED|0.00|03/30/2009||
3326|Cella Quinn Investment Services|February|03/10/2009|04/10/2009|750.00|REDUCED|0.00|05/05/2009||
3327|Dell Enterprises Inc. dba Dundee Dell|November|12/10/2008|04/03/2009|750.00|REDUCED|0.00|05/13/2009||
3328|Dell Enterprises Inc. dba Dundee Dell|February|03/10/2009|04/03/2009|600.00|RED/PAID|25.00|05/13/2009|05/12/2009|
3329|Gottsch Land Company|January|02/10/2009|03/30/2009|750.00|REDUCED|0.00|05/05/2009||
3330|ACE Cash Express|January|04/10/2009|04/23/2009|325.00|REDUCED|0.00|06/08/2009||
3331|Armored Knights, Inc.|January|09/10/2008|04/23/2009|750.00|RED/PAID|25.00|05/26/2009|05/26/2009|
3332|Curtis Corp|April|05/12/2008|04/13/2009|750.00|REDUCED|0.00|05/17/2009||
3333|Decker's Cash Depot|January|02/11/2008|04/27/2009|750.00|REDUCED|0.00|05/14/2009||
3334|Eli Lilly and Company|January|04/10/2009|04/13/2009|75.00|RED/PAID|25.00|06/23/2009|06/23/2009|
3374|Kelley & Jerram, PC |May|06/10/2009|06/12/2009|50.00|PAID|||06/24/2009|
3375|NE Printing Center|May|06/10/2009|06/17/2009|175.00|REDUCED|0.00|07/02/2009||
3378|NE State AFL-CIO|May|06/10/2009|06/15/2009|125.00|PAID|||07/14/2009|
3426|Kearney Education Association|August|09/10/2009|10/14/2009|750.00|REDUCED|0.00|10/15/2009||
3427|NE Central Telephone Company|August|09/10/2009|10/08/2009|700.00|REDUCED|0.00|10/20/2009||
3428|NE Colorado Cellular, Inc. dba Viaero Wireless|January|10/12/2009|11/02/2009|525.00|PAID|||11/30/2009|
3429|Nicholas Nickby, Inc. dba Wahoo Dairy Queen|September|10/12/2009|10/29/2009|425.00|REDUCED|0.00|11/12/2009||
3463|Ag Processing, Inc.|October|11/10/2009|03/03/2010|750.00|PAID|||03/29/2010|
3465|Big Muddy Workshop, Inc.|December|01/11/2010|03/03/2010|750.00|REDUCED|0.00|03/17/2010||
3467|Cambridge Telephone Company|June|07/10/2009|03/03/2010|750.00|REDUCED|0.00|03/18/2010||
3470|Christopher Michael & Associates, Inc.|August|09/10/2009|03/04/2010|750.00|REDUCED|0.00|03/17/2010||
3473|Fraternal Order of Police Lodge #8 Inc.|May|06/10/2009|02/22/2010|750.00|REDUCED|0.00|03/22/2010||
3477|The Scoular Company|July|08/10/2009|03/04/2010|750.00|REDUCED|0.00|03/18/2010||
3564|Diversion Services, Inc.|April|05/10/2010|06/01/2010|550.00|REDUCED|0.00|06/14/2010||
3488|Home Instead, Inc.|June|07/10/2009|03/26/2010|750.00|REDUCED|0.00|04/01/2010||
3489|Jerry's Sheetmetal Heating & Cooling, Inc.|November|12/10/2009|03/25/2010|750.00|REDUCED|0.00|03/31/2010||
3490|Jochim Precast Concrete, Inc.|November|12/10/2009|03/18/2010|750.00|REDUCED|0.00|03/25/2010||
3502|Great Plains Chrysler Dodge, Inc.|October|11/10/2009|04/05/2010|750.00|REDUCED|0.00|04/23/2010||
3505|Farris Construction Company, Inc.|October|11/10/2009|04/06/2010|750.00|REDUCED|0.00|04/16/2010||
3509|International Profit Associates|October|11/10/2009|04/05/2010|750.00|REDUCED|0.00|04/19/2010||
3521|Northwest Education Association|November|12/10/2009|04/12/2010|750.00|REDUCED|0.00|06/04/2010||
3535|Hemingford Cooperative Telephone Co.|August|09/10/2009|04/19/2010|750.00|REDUCED|0.00|05/17/2010||
3556|CH, LTD|April|05/10/2010|05/18/2010|200.00|REDUCED|0.00|06/04/2010||
3557|Coastal Environmental Group, Inc.|February|03/10/2010|05/18/2010|750.00|REDUCED|0.00|06/04/2010||
3558|DLR Group, Inc.|April|05/10/2010|05/21/2010|275.00|PAID|||06/15/2010|
3559|Kleinfelder Central, Inc.|October|11/10/2009|05/17/2010|750.00|REDUCED|0.00|06/04/2010||
3560|Snitily Carr, Inc.|March|04/12/2010|05/20/2010|750.00|REDUCED|0.00|06/14/2010||
3561|Sinclair Hille & Associates|January|05/10/2010|05/21/2010|275.00|PAID|||06/17/2010|
3562|Archer Daniels Midland Company|May|06/10/2008|04/23/2010|750.00|PAID|||04/23/2010|
3563|Ballew Covalt, PC, LLO|February|03/10/2010|06/03/2010|750.00|REDUCED|0.00|06/14/2010||
3565|Peetz & Company|January|02/10/2010|05/19/2010|750.00|REDUCED|00.00|06/21/2010||
3566|Peetz & Company|April|05/10/2010|06/03/2010|600.00|RED/PAID|25.00|06/21/2010|06/21/2010|
3567|Bank of Dixon County|January|06/10/2010|06/18/2010|200.00|REDUCED|0.00|06/29/2010||
3568|Directv|January|02/10/2010|06/15/2010|750.00|REDUCED|0.00|06/23/2010||
3569|Greater Omaha Chamber of Commerce|March|04/12/2010|05/25/2010|750.00|REDUCED|0.00|06/23/2010||
3570|HGM Associates, Inc.|January|03/10/2010|05/26/2010|750.00|RED/PAID|25.00|06/30/2010|06/30/2010|
3571|Mallard Sand & Gravel Co/OMG Midwest|February|03/10/2010|05/28/2010|750.00|REDUCED|0.00|06/22/2010||
3572|Midwest Bank, NA|April|05/10/2010|05/24/2010|350.00|REDUCED|0.00|06/25/2010||
3573|Sapp Bros. Petroleum, Inc.|March|04/12/2010|06/17/2010|750.00|REDUCED|0.00|06/23/2010||
3574|Buel Trucking, Inc.|April|05/10/2010|06/15/2010|750.00|RED/PAID|25.00|06/29/2010|06/29/2010|
3576|Crete Carrier Corporation|May|06/10/2010|06/21/2010|275.00|PAID|||07/19/2010|
3085|American Communications Group|April|05/10/2007|07/16/2007|750.00|PAID|||07/16/2007|
3086|Thompson Realty Group, Inc.|March|04/10/2007|06/26/2007|750.00|REDUCED|0.00|07/09/2007||
3087|American Communications Group|April|05/10/2007|07/24/2007|750.00|PAID|||07/24/2007|
3088|Carpenters District Council of  Kansas City & Vacinity|June|07/10/2007|07/18/2007|200.00|PAID|||08/09/2007|
3433|ABENGOA Bioenergy Corporation|October|11/10/2009|11/25/2009|375.00|REDUCED|0.00|12/07/2009||
3517|Adams County Bank|November|12/10/2009|04/12/2010|750.00|RED/PAID|25.00|05/12/2010|05/12/2010|
3518|Enterprise Properties, Inc.|December|01/12/2009|04/26/2010|750.00|REDUCED|0.00|06/15/2010||
3519|Lund Company Investments, Inc.|October|11/10/2009|04/15/2010|750.00|REDUCED|0.00|05/10/2010||
3522|Sodoro, Daly & Sodoro, PC|October|11/10/2009|04/15/2010|750.00|REDUCED|0.00|05/10/2010||
3523|Strategic Planning, Inc.|January|02/10/2010|04/27/2010|750.00|REDUCED|0.00|05/20/2010||
3524|Albeck Gerken, Inc|October|11/10/2009|04/29/2010|750.00|REDUCED|0.00|05/13/2010||
3525|AMI Group, Inc.|November|12/10/2009|04/21/2010|750.00|REDUCED|0.00|05/17/2010||
3526|Bahr Vermeer Haecker Architects|September|10/12/2009|04/20/2010|750.00|REDUCED|0.00|05/17/2010||
3527|Bank of Nebraska/LaVista|March|04/12/2010|05/06/2010|600.00|REDUCED|0.00|05/17/2010||
3528|Beringer, Ciaccio, Dennell, Mabrey, Inc.|November|12/10/2009|04/22/2010|750.00|REDUCED|0.00|05/17/2010||
3529|Carlson West Povondra Architects|November|12/10/2009|04/28/2010|750.00|REDUCED|0.00|05/13/2010||
3530|CH2M Hill|December|01/11/2010|05/03/2010|750.00|REDUCED|0.00|05/17/2010||
3531|Charles Vrana & Son Construction Co.|November|12/10/2009|04/22/2010|750.00|REDUCED|0.00|05/17/2010||
3532|Eatmon Well Service Company|March|04/12/2010|04/29/2010|425.00|REDUCED|0.00|05/13/2010||
3533|Echo Construction, Inc.|February|03/10/2010|04/28/2010|750.00|REDUCED|0.00|05/13/2010||
3534|Guardian Angels Homecare, Inc.|March|04/12/2010|05/05/2010|575.00|REDUCED|0.00|05/17/2010||
3536|HGM Associates, Inc.|October|11/10/2009|04/21/2010|750.00|REDUCED|0.00|05/17/2010||
3537|JEO Consulting Group, Inc.|December|01/11/2010|04/20/2010|750.00|REDUCED|0.00|05/17/2010||
3538|Kelley Governmental Relations|January|02/10/2010|04/14/2010|750.00|REDUCED|0.00|05/20/2010||
3539|Lincoln Chamber of Commerce|February|03/10/2010|04/12/2010|750.00|REDUCED|0.00|05/20/2010||
3540|Lueder Construction Company|November|12/10/2009|04/21/2010|750.00|REDUCED|0.00|05/17/2010||
3541|M.E. Group, Inc.|November|12/10/2009|04/20/2010|750.00|REDUCED|0.00|05/17/2010||
3542|NIK Construction Services, Inc.|February|03/10/2010|04/28/2010|750.00|REDUCED|0.00|05/13/2010||
3102|First State Bank|July|08/10/2007|08/20/2007|250.00|REDUCED|0.00|08/29/2007||
3145|Fresh Start Janitorial Service|November|12/10/2007|03/10/2008|750.00|REDUCED|0.00|03/21/2008||
3104|Union Bank & Trust|January|08/10/2007|08/23/2007|325.00|RED/PAID|25.00|09/12/2007|09/12/2007|
3108|Communications Workers of America Local 7400|January|02/10/2007|09/19/2007|750.00|REDUCED|0.00|10/16/2007||
3146|Midlands Packaging Corporation|September|10/10/2007|03/11/2008|750.00|REDUCED|0.00|03/21/2008||
3236|Bossen Properties, LLC|January|05/12/2008|10/21/2008|750.00|REDUCED|0.00|11/13/2008||
3149|AFLAC|October|11/12/2007|03/21/2008|750.00|PAID|||05/01/2008|
3150|Aquila Networks, Inc.|December|01/10/2008|03/18/2008|750.00|REDUCED|0.00|03/28/2008||
3151|DCB, Inc.|October|11/12/2007|03/18/2008|750.00|REDUCED|0.00|03/28/2008||
3152|Eagle Distributing, Inc.|June|07/10/2007|03/19/2008|750.00|REDUCED|0.00|03/28/2008||
3153|Kubler Financial, Inc.|October|11/12/2007|03/20/2008|750.00|REDUCED|0.00|03/28/2008||
3154|NE Horsemen's Benevolent & Protective|May|06/11/2007|03/21/2008|750.00|REDUCED|0.00|03/28/2008||
3155|Union Bank & Trust|January|03/10/2008|03/18/2008|200.00|PAID|||04/07/2008|
3156|United Services Automobile Association|February|03/10/2008|03/17/2008|175.00|REDUCED|0.00|03/28/2008||
3258|Lincoln Nephrology & Hypertension, PC|August|09/10/2008|11/24/2008|750.00|REDUCED|0.00|12/04/2008||
3238|MSI Systems Integrators|September|10/10/2008|10/30/2008|500.00|REDUCED|0.00|11/10/2008||
3255|Ameritas Investment Corporation|January|10/10/2007|11/20/2008|750.00|PAID|||12/16/2008|
3261|Love Signs|October|11/10/2008|12/02/2008|550.00|REDUCED|0.00|12/11/2008||
3275|Adams County Bank|October|11/10/2008|02/13/2009|750.00|REDUCED|0.00|02/23/2009||
3276|ConocoPhillips|September|10/10/2008|02/11/2009|750.00|REDUCED|0.00|02/24/2009||
3278|Dell Enterprises, Inc. dba Dundee Dell|November|12/10/2008|02/10/2009|750.00|REDUCED|0.00|02/24/2009||
3279|Sid Dillon Inc.|December|01/12/2009|02/20/2009|750.00|REDUCED|0.00|02/25/2009||
3325|Monsanto|July|08/11/2008|04/14/2009|750.00|REDUCED|0.00|04/16/2009||
3341|Ambassador Holding Company|January|04/10/2009|05/15/2009|750.00|REDUCED|0.00|06/12/2009||
3350|Charles Vrana & Son Construction Co.|April|05/11/2009|05/18/2009|350.00|REDUCED|0.00|05/29/2009||
3358|Murphy's Wagon Wheel, Inc.|October|11/10/2008|05/19/2009|750.00|REDUCED|0.00|06/01/2009||
3422|DLR Group Services|August|09/10/2009|09/22/2009|300.00|RED/PAID|25.00|10/13/2009|10/13/2009|
3423|Holiday Inn|August|09/10/2009|10/06/2009|650.00|REDUCED|0.00|10/07/2009||
3424|Ogallala Livestock, Inc.|August|09/10/2009|10/08/2009|700.00|REDUCED|0.00|10/13/2009||
3450|ConAgra Foods|January|02/10/2010|02/12/2010|50.00|REDUCED|0.00|02/23/2010||
3451|Felsburg Holt & Ullevig|December|01/11/2010|02/12/2010|750.00|REDUCED|0.00|03/02/2010||
3452|Nebraska Retail Federation|January|12/10/2009|02/01/2010|750.00|RED/PAID|25.00|01/12/2011|01/12/2011|
3453|Tenet Healthcare|May|06/10/2009|01/11/2010|750.00|REDUCED|0.00|02/22/2010||
3454|Tenet Healthcare|October|11/10/2009|01/11/2010|750.00|RED/PAID|25.00|02/22/2010|02/22/2010|
3587|Kelley & Jerram, PC|June|07/12/2010|07/14/2010|50.00|PAID|||08/05/2010|
3588|Midwest Holsing, Inc.|April|05/10/2010|07/20/2010|750.00|REDUCED|0.00|07/28/2010||
3590|Knabe Trucking, Inc.|April|05/10/2010|07/28/2010|750.00|REDUCED|0.00|08/09/2010||
3591|Eagle Distributing, Inc.|January|07/12/2010|08/02/2010|525.00|RED/PAID|25.00|08/23/2010|08/20/2010|
3592|UFCW Region Council No. 6 Northern Plains|June|07/12/2010|08/05/2010|600.00|REDUCED|0.00|08/16/2010||
3593|U.S. Asphalt Company|March|04/12/2010|08/02/2010|750.00|REDUCED|0.00|08/16/2010||
3594|Washington County Bank|February|03/10/2010|08/06/2010|750.00|REDUCED|0.00|08/16/2010||
3595|Beckenhauer Construction, Inc.|May|06/10/2010|08/11/2010|750.00|REDUCED|0.00|08/19/2010||
3607|Designwear, Inc.|May|06/10/2010|08/11/2010|750.00|REDUCED|0.00|08/19/2010||
3609|Kelley & Jerram, PC|July|08/10/2010|08/11/2010|25.00|PAID|||08/30/2010|
3611|BOLD Nebraska|June|07/12/2010|08/17/2010|750.00|REDUCED|0.00|08/25/2010||
3612|Nebraskans for Peace|May|06/10/2010|08/24/2010|750.00|REDUCED|0.00|09/01/2010||
3613|Check Into Cash|August|09/10/2010|09/24/2010|350.00|PAID|||10/15/2010|
3616|Platte Valley Bank|August|09/10/2010|09/23/2010|325.00|REDUCED|0.00|10/16/2010||
3632|Joseph R. Hewgley & Associates, Inc.|September|10/12/2010|11/04/2010|575.00|REDUCED|0.00|11/16/2010||
3636|Archer Daniels Midland Company|July|08/10/2010|11/16/2010|750.00|REDUCED|0.00|11/29/2010||
3637|Chicken Coop of Grand Island, Inc.|December|01/11/2010|11/23/2010|750.00|REDUCED|0.00|12/02/2010||
3638|Complete Lighting Maintenance, Inc.|September|10/12/2010|11/17/2010|750.00|REDUCED|0.00|11/29/2010||
3639|Complete Lighting Maintenance, Inc.|October|11/10/2010|11/17/2010|175.00|REDUCED|0.00|11/29/2010||
3640|Cox Communications|April|05/10/2010|06/08/2010|725.00|REDUCED|0.00|12/02/2010||
3641|DLR Group, Inc.|October|11/10/2010|11/15/2010|125.00|PAID|||12/15/2010|
3642|First State Bank - Scottsbluff|August|09/10/2010|11/10/2010|750.00|REDUCED|0.00|11/30/2010||
3643|Gene Steffy's Chrysler Center, Inc.|October|11/10/2010|11/22/2010|300.00|REDUCED|0.00|12/02/2010||
3644|KSAP, Inc.|August|09/10/2010|11/16/2010|750.00|REDUCED|0.00|11/29/2010||
3645|Pinnacle Bank|September|10/12/2010|11/15/2010|750.00|REDUCED|0.00|12/09/2010||
3646|Plumbers Local Union No. 16|April|05/11/2009|11/23/2010|750.00|PAID|||12/13/2010|
3647|Prochaska & Associates|May|06/10/2009|11/10/2010|750.00|REDUCED|0.00|12/20/2010||
3648|RTG Medical|October|11/10/2010|11/19/2010|225.00|REDUCED|0.00|11/29/2010||
3584|Felsburg Holt & Ullevig|January|12/10/2009|07/12/2010|750.00|RED/PAID|25.00|08/05/2010|08/05/2010|
3585|Lynch Livestock, Inc.|January|04/12/2010|07/12/2010|750.00|PAID|||09/02/2010|
3586|South Sioux City Education Association|June|07/12/2010|07/13/2010|25.00|REDUCED|0.00|07/26/2010||
3589|ConAgra Foods|January|06/10/2010|06/11/2010|25.00|PAID|||08/13/2010|
3614|Swain Construction, Inc.|April|05/10/2010|08/31/2010|750.00|REDUCED|0.00|09/09/2010||
3615|Wilson & Company, Inc.|November|12/10/2009|09/20/2010|750.00|REDUCED|0.00|09/29/2010||
3618|Aspen Holdings, Inc.|September|10/12/2009|10/21/2010|750.00|RED/PAID|25.00|11/15/2010|11/15/2010|
3619|Hastings Corporation|August|09/10/2010|10/13/2010|750.00|REDUCED|0.00|10/21/2010||
3620|Hastings Economic Development Corp|August|09/10/2010|10/13/2010|750.00|REDUCED|0.00|10/21/2010||
3621|Obrist & Company, Inc.|July|08/10/2010|10/13/2010|750.00|REDUCED|0.00|10/21/2010||
3622|Olsson Associates|September|10/12/2010|10/14/2010|50.00|REDUCED|0.00|10/28/2010||
3623|RISB, Inc. dba Bruce Furniture|January|09/10/2010|10/12/2010|750.00|REDUCED|0.00|10/29/2010||
3624|Snyder Industries, Inc.|January|07/12/2010|10/22/2010|700.00|REDUCED|0.00|11/02/2010||
3625|Tompkins Development, Inc.|August|09/10/2010|10/13/2010|750.00|REDUCED|0.00|10/21/2010||
3649|Deck Pros, Inc.|August|09/10/2009|11/29/2010|750.00|REDUCED|0.00|12/09/2010||
3650|Mutual First Federal Credit Union|August|09/10/2009|11/29/2010|750.00|REDUCED|0.00|12/09/2010||
3651|Nebraskaland Financial Services, Inc.|August|09/10/2010|12/01/2010|750.00|PAID|||12/17/2010|
3652|New West Sports Medicine & Ortho Surgery, PC|April|05/10/2010|12/01/2010|750.00|REDUCED|0.00|12/09/2010||
3653|E.I. Dupont De Nemours and Company|September|10/12/2010|12/08/2010|750.00|REDUCED|0.00|12/16/2010||
3654|Holiday Inn|January|07/12/2010|12/14/2010|750.00|RED/PAID|25.00|01/18/2011|01/18/2011|
3655|L.G. Roloff Construction|June|07/12/2010|12/08/2010|750.00|REDUCED|0.00|12/16/2010||
3656|Prochaska & Associates|January|12/10/2010|12/14/2010|100.00|REDUCED|0.00|01/11/2011||
3657|QC Holdings, Inc.|January|12/10/2010|12/23/2010|325.00|REDUCED|0.00|01/13/2011||
3660|Wal-Mart Stores, Inc.|July|08/10/2010|11/30/2010|750.00|REDUCED|0.00|12/20/2010||
3664|Dean Wills Equipment, Inc.|October|11/10/2010|01/11/2011|750.00|REDUCED|0.00|01/24/2011||
3665|Embassy Suites - LaVista|September|10/12/2010|01/13/2011|750.00|REDUCED|0.00|01/24/2011||
3671|Omaha & SW Iowa Building & Construction Trades Council|January|01/20/2011|01/14/2011|100.00|REDUCED|0.00|02/02/2011||
3672|Pinnacle Bank|November|12/10/2010|01/20/2011|750.00|RED/PAID|25.00|02/16/2011|02/16/2011|
3674|Swain Construction, Inc.|January|01/10/2011|01/20/2011|250.00|PAID|||01/10/2011|
3675|Affiliated Foods Midwest Cooperative, Inc.|December|01/10/2011|01/19/2011|225.00|PAID|||02/03/2011|
3676|Operative Plasters & Cement Masons LU 538|March|04/12/2010|01/25/2011|750.00|REDUCED|0.00|02/03/2011||
3677|Operative Plasters & Cement Masons LU 538|December|01/10/2011|01/25/2011|375.00|REDUCED|0.00|02/03/2011||
3678|Adams & Son Trucking, Inc.|March|04/12/2010|02/02/2011|750.00|REDUCED|0.00|02/11/2011||
3679|Carl Farms, Inc.|October|11/10/2010|02/02/2011|750.00|REDUCED|0.00|02/11/2011||
3680|Charles Sargent Irrigation, Inc.|August|09/10/2010|02/02/2011|750.00|REDUCED|0.00|02/11/2011||
3681|Fulk Ranch, Inc.|October|11/10/2010|02/02/2011|750.00|REDUCED|0.00|02/11/2011||
3682|Great Plains Appraisal, Inc.|October|11/10/2010|02/03/2011|750.00|REDUCED|0.00|02/11/2011||
3683|Scharf Farms, Inc.|September|10/12/2010|02/03/2011|750.00|REDUCED|0.00|02/11/2011||
3684|Bank of Hartington|October|11/10/2010|02/11/2011|750.00|REDUCED|0.00|02/16/2011||
3685|Insurance Research Services|October|11/10/2010|02/07/2011|750.00|REDUCED|0.00|02/16/2011||
3686|Johnson Enterprises, Inc.|November|12/10/2010|02/09/2011|750.00|REDUCED|0.00|02/16/2011||
3687|Knoll Ranch Company|October|11/10/2010|02/07/2011|750.00|REDUCED|0.00|02/16/2011||
3688|Phares Financial Services|December|01/10/2011|02/10/2011|750.00|REDUCED|0.00|02/16/2011||
3689|Red Willow Aviation & Spraying, Inc.|October|11/10/2010|02/09/2011|750.00|REDUCED|0.00|02/16/2011||
3690|Valley Pro Irrigation|October|11/10/2010|02/09/2011|750.00|REDUCED|0.00|02/16/2011||
3691|Energy Systems Company|July|08/10/2010|02/14/2011|750.00|REDUCED|0.00|02/24/2011||
3692|Swain Construction, Inc.|December|01/10/2011|01/20/2011|250.00|PAID|||02/10/2011|
3693|Ashley Lynn's, Inc.|September|10/12/2010|02/23/2011|750.00|RED/PAID|25.00|03/14/2011|03/14/2011|
3694|Boyd Jones Construction Company|January|02/10/2011|02/23/2011|325.00|RED/PAID|25.00|04/01/2011|04/01/2011|
3695|Catering Creations|August|09/10/2010|02/23/2011|750.00|REDUCED|0.00|03/02/2011||
3696|Cutchall Management Company, Inc.|October|11/10/2010|02/24/2011|750.00|REDUCED|0.00|03/02/2011||
3697|IBEW Local 22|December|01/10/2011|02/22/2011|750.00|REDUCED|0.00|03/07/2011||
3698|Michael's at the Market|October|11/10/2010|02/24/2011|750.00|REDUCED|0.00|03/02/2011||
3699|Adams Bank & Trust|October|11/10/2010|03/04/2011|750.00|REDUCED|0.00|03/09/2011||
3700|Republican National Distributing Company|September|10/12/2010|03/01/2011|750.00|REDUCED|0.00|03/09/2011||
3701|Billy Frogg's dba OMG, Inc.|March|04/10/2009|03/17/2011|750.00|REDUCED|0.00|03/24/2011||
3702|Fraternal Order of Police #36|June|07/12/2010|03/18/2011|750.00|REDUCED|0.00|03/24/2011||
3703|Fraternal Order of Police #36|September|10/12/2010|03/18/2011|750.00|REDUCED|0.00|03/24/2011||
