ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
1788|Gambling with the Good Life|Report of Late Contribution|11/01/2004|11/02/2004|$100.00|REDUCED|$0.00|12/10/2004||||$0.00
1789|Gambling with the Good Life|Report of Late Contribution|11/01/2004|11/02/2004|$200.00|REDUCED|$0.00|12/10/2004||||$0.00
1790|Gambling with the Good Life|Report of Late Contribution|11/01/2004|11/02/2004|$100.00|REDUCED|$0.00|12/10/2004||||$0.00
1791|Mid-America Neurosurgery Clinic PC|Report of Earmarked Contribution|10/29/2004|11/02/2004|$100.00|REDUCED|$0.00|11/18/2004||||$0.00
1792|Monson & McNamara, LLC|Report of Earmarked Contribution|10/24/2004|11/01/2004|$200.00|RED/PAID|$25.00|11/29/2004|11/29/2004|||
1793|NIF PAC|04 2nd General Campaign Statement|10/25/2004|11/10/2004|$400.00|REDUCED|$0.00|11/29/2004||||$0.00
1794|Synowiecki for Legislature|04 2nd General Campaign Statement|10/25/2004|10/28/2004|$75.00|PAID|||11/30/2004|Synowiecki|John|$0.00
1795|Kruse for Legislature|04 1st General Campaign Statement|10/04/2004|10/06/2004|$50.00|PAID|||12/03/2004|Kruse|Lowen|$0.00
1796|Committee to Elect John Murante|04 1st General Campaign Statement|10/04/2004|10/05/2004|$25.00|PAID|||10/14/2005|Murante|John|
1797|Jay C. Stoddard for Regent|04 2nd General Campaign Statement|10/25/2004|10/28/2004|$75.00|PAID|||12/14/2004|Stoddard|Jay|$0.00
1798|Burling for Legislature|Report of Late Contribution|10/21/2004|10/25/2004|$400.00|REDUCED|$0.00|12/02/2004||Burling|Carroll|$0.00
1799|NE Republican Party|Report of Late Contribution|11/01/2004|11/03/2004|$200.00|REDUCED|$0.00|12/22/2004||||
1800|Lancaster County Republican Party|04 2nd General Campaign Statement|10/25/2004|11/09/2004|$375.00|RED/PAID|$25.00|01/12/2005|01/12/2005|||$0.00
1801|Committee to Elect Thomas Riley|04 1st General Campaign Statement|10/04/2004|10/07/2004|$75.00|PAID|||12/30/2004|Riley|Thomas|$0.00
1802|Committee to Elect Rick Sanders|04 1st General Campaign Statement|10/04/2004|10/07/2004|$75.00|PAID|||01/21/2005|Sanders|Rick|$0.00
1803|Glad Tidings Church|Report of Earmarked Contribution|10/19/2004|11/12/2004|$600.00|PAID|||01/24/2005|||$0.00
1804|Diane Battiato for Register of Deeds|04 Post General Election Campaign Statement|01/11/2005|01/12/2005|$25.00|PAID|||05/04/2005|Battiato|Diane|
1805|The Broken Bow Clinic, PC|Report of Earmarked Contribution|04/10/2004|01/14/2005|$750.00|REDUCED|$0.00|01/25/2005||||$0.00
1806|The Broken Bow Clinic, PC|Report of Earmarked Contribution|04/10/2004|01/14/2005|$750.00|REDUCED|$0.00|01/25/2005||||$0.00
1807|The Broken Bow Clinic, PC|Report of Earmarked Contribution|04/10/2004|01/14/2005|$750.00|REDUCED|$0.00|01/25/2005||||$0.00
1808|Care PAC|04 Post General Election Campaign Statement|01/11/2005|01/14/2005|$75.00|REDUCED|$0.00|01/24/2005||||$0.00
1809|NE Equipment Dealers PAC|04 Post General Campaign Statement|01/11/2005|01/14/2005|$75.00|REDUCED|$0.00|01/25/2005||||$0.00
1810|NE Funeral Directors Association PAC|Statement of Organization|12/24/2004|01/11/2005|$450.00|REDUCED|$0.00|01/24/2005||||$0.00
1811|Don Blank for Regent|Report of Late Contribution|10/29/2004|01/05/2005|$3000.00|REDUCED|$0.00|02/25/2005||Blank|Don|$0.00
1812|Don Blank for Regent|Report of Late Contribution|10/29/2004|01/05/2005|$3000.00|REDUCED|$0.00|02/25/2005||Blank|Don|$0.00
1813|Business & Agriculture for Education|04 Post General Campaign Statement|01/11/2005|01/20/2005|$225.00|PAID|||02/11/2005|||$0.00
1814|John Stevens Berry, PC|Report of Earmarked Contribution|06/04/2004|12/22/2004|$750.00|REDUCED|$0.00|02/02/2005||||$0.00
1815|NE Chamber of Commerce & Industry PAC|Report of Late Contribution|11/01/2004|01/12/2005|$3000.00|REDUCED|$0.00|02/11/2005||||$0.00
1817|Ben Thompson for Legislature|04 Post General Campaign Statement|01/11/2005|01/19/2005|$200.00|PAID|||03/09/2005|Thompson|Ben|$0.00
1818|Yes for Smoke Free Air|04 Post General Campaign Statement|01/11/2005|01/25/2005|$350.00|PAID|||02/14/2005|||$0.00
1819|Douglas Cunningham|CFLA-3A|01/03/2005|01/24/2005|$525.00|REDUCED|$0.00|02/11/2005||Cunningham|Douglas|$0.00
1820|Mick Mines|CFLA-2|01/03/2005|01/13/2005|$250.00|REDUCED|$0.00|02/11/2005||Mines|Mick|$0.00
1821|Mick Mines|CFLA-4|01/03/2005|01/13/2005|$250.00|REDUCED|$0.00|02/11/2005||Mines|Michael|$0.00
1822|Families for Burcaw|Report of Late Contribution|11/01/2004|01/10/2005|$3000.00|RED/PAID|$25.00|02/24/2005|02/22/2005|Burcaw|John|$0.00
1823|Committee to Re-Elect Garvey|04 2nd General Election Campaign Statement|10/25/2004|01/11/2005|$750.00|REDUCED|$0.00|02/15/2005||Garvey|Tom|$0.00
1824|Jim Jensen|CFLA-3A|01/03/2005|02/07/2005|$750.00|REDUCED|$0.00|02/16/2005||Jensen|Jim|$0.00
1825|Martinez for School Board|04 Annual Campaign Statement|01/31/2005|02/02/2005|$50.00|PAID|||02/22/2005|Martinez|Mark|$0.00
1826|McCallister for Douglas County Board|04 Annual Campaign Statement|01/31/2005|02/03/2005|$75.00|PAID|||02/18/2005|McCallister|Kathleen|$0.00
1827|NE Cattlemen PAC|04 Post General Campaign Statement|01/11/2005|01/26/2005|$375.00|RED/PAID|$25.00|03/07/2005|03/04/2005|||$0.00
1828|NE Collectors Association PAC|04 Post Primary Election Campaign Statement|06/21/2004|02/01/2005|$750.00|REDUCED|$0.00|02/25/2005||||$0.00
1829|Newell for Register of Deeds|04 Annual Campaign Statement|01/31/2005|02/01/2005|$25.00|REDUCED|$0.00|02/15/2005||Newell|Dave|$0.00
1830|Thompson for OPPD Board|04 Post General Election Campaign Statement|01/11/2005|01/25/2005|$350.00|PAID|||05/03/2005|Thompson|John|
1831|Pam Redfield|CFLA-3A|01/03/2005|02/04/2005|$750.00|REDUCED|$0.00|02/16/2005||Redfield|Pam|$0.00
1832|NE Manufactured Housing PAC|04 Annual Campaign Statement|01/31/2005|02/11/2005|$275.00|REDUCED|$0.00|03/11/2005||||$0.00
1833|Pam Brown for Legislature|04 Annual Campaign Statement|01/31/2005|02/03/2005|$75.00|PAID|||10/19/2005|Brown|Pam|
1834|Grand Island Fire PAC|Report of Late Independent Expenditure|05/09/2004|07/16/2004|$3000.00|REDUCED|$0.00|02/25/2005||||$0.00
1835|Tom Baker for District 66 School Board|04 Annual Campaign Statement|01/31/2005|02/16/2005|$400.00|RED/PAID|$25.00|03/28/2005|03/23/2005|Baker|Tom|$0.00
1836|Lowell C. Johnson for PSC|04 Annual Campaign Statement|01/31/2005|02/17/2005|$425.00|REDUCED|$0.00|03/03/2005||Johnson|Lowell|$0.00
1837|Sue Kirkland for Clerk of the District Court|04 Annual Campaign Statement|01/31/2005|02/18/2005|$450.00|REDUCED|$0.00|03/02/2005||Kirkland|Sue|$0.00
1838|Elect Carol Kremer Clerk of District Court|04 Annual Campaign Statement|01/31/2005|02/15/2005|$375.00|REDUCED|$0.00|03/21/2005||Kremer|Carol|$0.00
1839|Lincoln Orthopaedic Center, PC|Report of Earmarked Contribution|02/21/2005|02/23/2005|$50.00|RED/PAID|$25.00|09/27/2005|09/27/2005|||
1840|Marian Price|CFLA-3A|01/03/2005|02/15/2005|$750.00|REDUCED|$0.00|03/03/2005||Price|Marian|$0.00
1841|Jim Riha|CFLA-1|01/03/2005|02/07/2005|$750.00|REDUCED|$0.00|03/11/2005||Riha|Jim|$0.00
1842|Sarpy Citizens for Tim Schram|04 Annual Campaign Statement|01/31/2005|02/02/2005|$50.00|PAID|||05/03/2005|Schram|Tim|
1843|Sivick for City Council|04 Annual Campaign Statement|01/31/2005|02/08/2005|$200.00|REDUCED|$0.00|04/07/2005||Sivick|Robert|$0.00
1844|Kathy Bradley for School Board|04 Annual Campaign Statement|01/31/2005|02/07/2005|$175.00|REDUCED|$0.00|03/04/2005||Bradley|Kathy|$0.00
1845|Pam Brown|CFLA-3A|01/03/2005|02/25/2005|$750.00|REDUCED|$0.00|03/04/2005||Brown|Pam|$0.00
1846|Chris Abboud|CFLA-1|01/03/2005|02/07/2005|$750.00|REDUCED|$0.00|03/10/2005||Abboud|Chris|$0.00
1848|Dawson County Republican Party|04 Annual Campaign Statement|01/31/2005|02/09/2005|$225.00|REDUCED|$0.00|03/21/2005||||$0.00
1849|Lormong Lo Committee|04 Annual Campaign Statement|01/31/2005|02/07/2005|$175.00|PAID|||01/20/2006|Lo|Lormong|
1851|Dale Hallock|Report of Earmarked Contribution|01/24/2004|03/04/2005|$750.00|RED/PAID|$25.00|04/20/2005|04/20/2005|Hallock|Dale|
1852|David Landis|CFLA-3A|01/03/2005|02/11/2005|$750.00|REDUCED|$0.00|03/11/2005||Landis|David|$0.00
1853|Tim Lonergan for City Council|05 1st Primary Campaign Statement|03/07/2005|03/09/2005|$50.00|REDUCED|$0.00|03/15/2005||Lonergan|Tim|$0.00
1854|Smith for Legislature|04 Annual Campaign Statement|01/31/2005|02/02/2005|$50.00|REDUCED|0.00|04/02/2010||Smith|Steve|
1855|Danek for District #1|05 1st Primary Campaign Statement|03/07/2005|03/16/2005|$225.00|REDUCED|$0.00|04/05/2005||Danek|Kathleen|$0.00
1856|Ironworkers Local #21 Legislative Fund|05 1st Primary Election Campaign Statement|03/07/2005|03/25/2005|$450.00|PAID|$0.00||04/11/2005|||$0.00
1857|NE Young Democrats|05 1st Primary Campaign Statement|03/07/2005|03/11/2005|$100.00|REDUCED|$0.00|04/01/2005||||
1858|Franklin Thompson for City Council Committee|05 2nd Primary Election Campaign Statement|03/28/2005|03/31/2005|$75.00|PAID|||04/11/2005|Thompson|Franklin|$0.00
1859|James Ruby|CFLA-1|04/07/2005|04/14/2005|$175.00|REDUCED|0.00|05/09/2005||Ruby|James|
1862|Mayhew for School Board|05 1st Primary (Statement of Exemption)|03/07/2005|04/05/2005|725.00|REDUCED||04/22/2005||Mayhew|Don|
1864|NE Young Democrats|05 2nd Primary Campaign Statement|03/28/2005|04/07/2005|250.00|RED/PAID|25.00|05/05/2005|05/03/2005|||
1865|Raines for Airport Authority|04 Annual Campaign Statement|01/31/2005|04/12/2005|750.00|PAID|||05/23/2005|Raines|Edward|
1876|Aquila Inc. Employees State PAC|05 2nd General Election Campaign Statement|05/02/2005|05/04/2005|50.00|REDUCED|0.00|05/16/2005||||
1877|Citizens for Education|05 Post Special Election Campaign Statement|04/25/2005|05/03/2005|200.00|PAID|||11/04/2005|||
1878|Robin Eschliman for City Council|Report of Late Contribution|05/02/2005|05/03/2005|200.00|REDUCED|0.00|05/16/2005||Eschliman|Robin|
1879|Citizens for Gernandt|Report of Late Contribution|03/24/2005|05/02/2005|3000.00|REDUCED|0.00|08/01/2005||Gernandt|Gary|
2206|Citizens for Beutler|Report of Late Contribution|04/19/2007|04/20/2007|200.00|REDUCED|0.00|07/17/2007||Beutler|Chris|
2207|Concerned Citizens for Responsible Government|Statement of Organization|04/12/2007|05/01/2007|475.00|REDUCED|0.00|05/08/2007||||
2208|LaRae Eifert for City Council|07 2nd General Campaign Statement|04/23/2007|04/26/2007|75.00|PAID|||05/30/2007|Eifert|LaRae|
2209|NE Democratic Party|07 2nd Primary Campaign Statement|03/26/2007|03/27/2007|25.00|PAID|||04/18/2007|||
2210|Nebraska/Iowa ASID|Report of Earmarked Contribution|03/19/2007|04/17/2007|725.00|REDUCED|0.00|05/24/2007||||
2350|James George for Legislature|CFLA-1|04/28/2008|05/23/2008|625.00|REDUCED|0.00|07/11/2008||George|James|
2269|Dakota County Republican Party|07 Annual Campaign Statement|01/31/2008|02/01/2008|25.00|REDUCED|0.00|03/25/2008||||
2548|Family Medical Specialities|Report of Earmarked Contribution|08/16/2009|10/27/2009|750.00|REDUCED|0.00|11/06/2009||||
2555|Jeff Wallin for URNRD|08 Annual Campaign Statement|02/02/2009|02/25/2009|575.00|REDUCED|0.00|11/20/2009||Wallin|Jeff|
2556|Kris Pierce|CFLA-2|11/09/2009|11/23/2009|350.00|REDUCED|0.00|12/15/2009||Pierce|Kris|
2557|Kris Pierce|CFLA-4|11/09/2009|11/23/2009|350.00|REDUCED|0.00|12/15/2009||Pierce|Kris|
2559|NE Dental Association|Report of Earmarked Contribution|10/13/2008|01/04/2010|750.00|REDUCED|0.00|01/07/2010||||
2563|Burke Harr |CFLA-4|12/28/2009|01/08/2010|275.00|REDUCED|0.00|01/12/2010||Harr|Burke|
2565|The Price is Right for Legislature|09 Annual Campaign Statement|02/01/2010|02/09/2010|200.00|REDUCED|0.00|02/11/2010||Price|Marian|
2650|Task Force for Kids|10 2nd Special Primary Campaign Statement|04/19/2010|04/26/2010|175.00|REDUCED|0.00|07/20/2010||||
2651|Centsible Citizens Say No|Statement of Organization|06/11/2010|06/14/2010|300.00|REDUCED|0.00|06/24/2010||||
2652|Brueggemann for Sheriff|10 1st Primary Campaign Statement|04/12/2010|04/27/2010|375.00|REDUCED|0.00|06/24/2010||Brueggemann|William|
2653|Brueggemann for Sheriff|10 2nd Primary Campaign Statement|05/03/2010|05/07/2010|100.00|REDUCED|0.00|06/24/2010||Brueggemann|William|
2654|Citizens for Family and Fun|09 Annual Campaign Statement|02/01/2010|06/03/2010|750.00|REDUCED|0.00|06/28/2010||||
2655|Todd Frazier for Legislature|Statement of Organization|05/13/2010|06/22/2010|1000.00|REDUCED|0.00|07/13/2011||Frazier|Todd|
2656|Fremont for Illegal Immigration Enforcement|Statement of Organization|06/14/2010|06/17/2010|300.00|REDUCED|0.00|06/28/2010||||
2657|Fremont for Illegal Immigration Enforcement|Report of Late Contribution|06/14/2010|06/17/2010|300.00|REDUCED|0.00|06/28/2010||||
2658|Russ Karpisek for Legislature District #32|10 Post Primary Campaign Statement|06/21/2010|06/23/2010|50.00|REDUCED|0.00|06/28/2010||Karpisek|Russ|
2659|NE Cable Communications PAC|Report of Late Contribution|05/03/2010|06/16/2010|1250.00|REDUCED|0.00|06/28/2010||||
2660|NE Cable Communications PAC|Report of Late Contribution|05/03/2010|06/16/2010|1250.00|REDUCED|0.00|06/28/2010||||
2661|Friends for Pam Tusa|10 Post Primary Campaign Statement|06/21/2010|06/28/2010|175.00|REDUCED|0.00|07/07/2010||Tusa|Pam|
2662|Christensen for Legislature|CFLA-5|06/21/2010|06/28/2010|175.00|REDUCED|0.00|07/26/2010||Christensen|Mark|
2663|Hughes for Legislature|09 Annual Campaign Statement|02/01/2010|05/03/2010|750.00|REDUCED|0.00|06/29/2010||Hughes|Marvin|
2664|Committee to Elect John Lillis|CFLA-5|06/21/2010|06/30/2010|225.00|REDUCED|0.00|07/12/2010||Lillis|John|
2665|NE Bankers State PAC|Report of Late Contribution|05/06/2010|06/22/2010|1100.00|REDUCED|0.00|07/23/2010||||
2666|NE Bankers State PAC|Report of Late Contribution|05/10/2010|06/22/2010|1120.00|REDUCED|0.00|07/23/2010||||
2667|NE Bankers State PAC|Report of Late Contribution|05/06/2010|06/22/2010|1100.00|REDUCED|0.00|07/23/2010||||
2668|NE Bankers State PAC|Report of Late Contribution|05/06/2010|06/22/2010|1300.00|REDUCED|0.00|07/23/2010|07/23/2010|||
2669|NE Bankers State PAC|Report of Late Contribution|05/10/2010|06/22/2010|1100.00|REDUCED|0.00|07/23/2010||||
2670|NE Bankers State PAC|Report of Late Contribution|05/10/2010|06/22/2010|1100.00|REDUCED|0.00|07/23/2010||||
2671|NE Bankers State PAC|Report of Late Contribution|05/10/2010|06/22/2010|1200.00|REDUCED|0.00|07/23/2010||||
2672|NE Bankers State PAC|Report of Late Contribution|05/10/2010|06/22/2010|1140.00|REDUCED|0.00|07/23/2010||||
2673|Sarpy County Democratic Central Committee|Report of Late Contribution|05/07/2010|06/09/2010|1100.00|RED/PAID|25.00|07/07/2010|07/06/2010|||
2674|Citizens for Jim Smith|CFLA-5|06/21/2010|06/23/2010|50.00|PAID|||07/13/2010|Smith|Jim|
2675|Loewenstein for Supervisor|10 Post Primary Campaign Statement|06/21/2010|06/23/2010|50.00|PAID|||07/13/2010|Loewenstein|Tim|
2676|Citizens to Elect Jim Smith|10 Post Primary Campaign Statement|06/21/2010|06/25/2010|100.00|PAID|||07/13/2010|Smith|Jim|
2677|Bob Tiemann for Legislature|10 Post Primary Campaign Statement|06/21/2010|06/24/2010|75.00|REDUCED|0.00|07/12/2010||Tiemann|Bob|
2678|Committee to Elect Steve Exon Mayor of Bellevue|Report of Late Contribution|04/29/2010|06/22/2010|1278.00|REDUCED|0.00|07/26/2010||Exon|Steve|
2679|Committee to Elect Steve Exon Mayor of Bellevue|Report of Late Contribution|04/29/2010|06/22/2010|1100.00|REDUCED|0.00|07/26/2010||Exon|Steve|
2680|Burke Harr for Legislature|CFLA-5|06/21/2010|07/07/2010|400.00|RED/PAID|75.00|08/09/2010|08/06/2010|Harr|Burke|
2681|Lautenbaugh for Legislature|CFLA-5|06/21/2010|06/30/2010|225.00|REDUCED|0.00|09/16/2010||Lautenbaugh|Scott|
2682|Kent Rogert for Legislature|Report of Late Contribution|05/05/2010|06/21/2010|1200.00|PAID|||07/16/2010|Rogert|Kent|
2683|Baker for Legislature|Report of Late Contribution|05/03/2010|06/21/2010|1250.00|REDUCED|0.00|07/23/2010||Baker|Tom|
2684|Annette Dubas for Legislature|Report of Late Contribution|05/05/2010|06/22/2010|1150.00|REDUCED|0.00|07/20/2010||Dubas|Annette|
2685|McGill for Legislature|Report of Late Contribution|05/12/2010|06/22/2010|1100.00|REDUCED|0.00|07/20/2010||McGill|Amanda|
2686|NE Right to Life PAC|10 Post Primary Campaign Statement|06/21/2010|06/30/2010|225.00|REDUCED|0.00|07/28/2010||||
2687|NE State Home Builders Association PAC|10 Post Primary Campaign Statement|06/21/2010|06/29/2010|200.00|PAID|||08/05/2010|||
2688|Nebraskans for Fiscal Accountability|Report of Late Independent Expenditure|05/10/2010|06/21/2010|1110.91|PAID|||02/02/2012|||
2691|Nebraskans for Fiscal Accountability|Report of Late Independent Expenditure|05/12/2010|06/21/2010|1579.29|PAID|||02/02/2012|||
2692|Omaha Education Association PAC|10 Post Primary Campaign Statement|06/21/2010|06/28/2010|175.00|REDUCED|0.00|07/15/2010||||
2693|Stevens for Commissioner|10 Post Primary Campaign Statement|06/21/2010|06/22/2010|25.00|PAID|||07/12/2010|Stevens|Ray|
2250|Neb Farm PAC|07 Annual Campaign Statement|01/31/2008|02/06/2008|150.00|RED/PAID|25.00|02/29/2008|02/29/2008|||
2251|Omaha Education Association PAC|07 Annual Campaign Statement|01/31/2008|02/14/2008|350.00|PAID|||03/17/2008|||
2252|Scudder for Regent|CFLA-7|12/21/2007|01/24/2008|750.00|REDUCED|0.00|02/26/2008||Scudder|Earl|
2253|Professional Insurance Agents of Nebraska PAC|07 Annual Campaign Statement|01/31/2008|02/14/2008|350.00|PAID|||03/11/2008|||
2275|Re-Elect Wayne E. Boyd Committee|07 Annual Campaign Statement|01/31/2008|02/14/2008|350.00|RED/PAID|25.00|03/20/2008|03/20/2008|Boyd|Wayne|
2276|Re-Elect Thomas Lynam Sarpy County Surveyor|07 Annual Campaign Statement|01/31/2008|02/13/2008|325.00|RED/PAID|25.00|04/01/2008|04/01/2008|Lynam|Thomas|
2277|Nebraskans for Humane Care Committee|07 Annual Campaign Statement|01/31/2008|02/04/2008|100.00|REDUCED|0.00|03/12/2008||||
2278|Stop Overspending Nebraska|07 Annual Campaign Statement|01/31/2008|02/11/2008|275.00|PAID|||04/07/2008|||
2397|Maxwell for County Board|Report of Late Contribution|10/31/2008|11/06/2008|600.00|PAID|||11/26/2008|Maxwell|Chip|
2398|ABC PAC (Associated Builders & Contractors)|08 2nd General Election Campaign Statement|10/27/2008|10/29/2008|50.00|PAID|||12/02/2008|||
2399|Volcek for Mayor|Statement of Organization|10/24/2008|11/05/2008|1000.00|REDUCED|0.00|11/19/2008||Volcek|Charles|
2400|Volcek for Mayor|Report of Late Contribution|10/24/2008|11/06/2008|1030.00|REDUCED|0.00|11/19/2008||Volcek|Charles|
2406|Diane Battiato for Register of Deeds|08 2nd General Election Campaign Statement|10/27/2008|10/28/2008|25.00|PAID|||01/14/2009|Battiato|Diane|
2409|Neb Farm PAC|08 2nd Primary Campaign Statement|05/05/2008|10/17/2008|750.00|PAID|||12/19/2008|||
2412|Sarpy County Democratic Central Committee|08 2nd General Election Campaign Statement|10/27/2008|11/20/2008|600.00|REDUCED|0.00|12/11/2008||||
2414|WaterClaim PEC|08 2nd General Election Campaign Statement|10/27/2008|10/29/2008|50.00|PAID|||12/11/2008|||
2416|Shawn Mohr Melotz for NRd 5|08 1st General Election Campaign Statement|10/06/2008|11/03/2008|700.00|REDUCED|0.00|01/16/2009||Melotz|Shawn Mohr|
2417|NE Cattlemen PAC|08 1st General Election Campaign Statement|10/06/2008|11/17/2008|750.00|REDUCED|0.00|12/17/2008||||
2427|Begley for Learing Community|08 Post General Election Campaign Statement|01/13/2009|01/21/2009|200.00|PAID|||02/09/2009|Begley|James|
2429|Bruce Lear for City Council|08 Post General Election Campaign Statement|01/13/2009|01/20/2009|175.00|PAID|||01/20/2009|Lear|Bruce|
2430|Dwite Pedersen for LCCC|08 Post General Election Campaign Statement|01/13/2009|01/15/2009|50.00|PAID|||01/20/2009|Pedersen|Dwite|
2431|American Institute of Architects NE PAC|08 Post General Election Campaign Statement|01/13/2009|01/22/2009|225.00|REDUCED|0.00|01/28/2009||||
2432|Ben Gray for City Council|Statement of Organization|01/16/2009|02/05/2009|500.00|REDUCED|0.00|02/06/2009||Gray|Ben|
2433|Mary Harding 4 NPPD|08 Post General Election Campaign Statement|01/13/2009|01/15/2009|50.00|PAID|||02/11/2009|Harding|Mary|
2434|Ruth Johnson for SCC Board|08 Post General Election Campaign Statement|01/13/2009|01/20/2009|175.00|RED/PAID|25.00|02/06/2009|02/06/2009|Johnson|Ruth|
2435|Sorrentino for MCC Board|08 Post General Election Campaign Statement|01/13/2009|01/27/2009|350.00|REDUCED|0.00|01/29/2009||Sorrentino|Tony|
2436|Winterer for State Board of Education|08 Post General Election Campaign Statement|01/13/2009|01/20/2009|175.00|PAID|||02/19/2009|Winterer|Kerry|
2438|Duda for County Board|Report of Late Contribution|10/30/2008|01/14/2009|1688.22|PAID|||03/02/2009|Duda|Clare|
2440|Families for Ryan Hinsley|08 Post General Election Campaign Statement|01/13/2009|01/21/2008|200.00|REDUCED|0.00|02/09/2009||Hinsley|Ryan|
2441|Families for Ryan Hinsley|Report of Late Contribution|11/01/2008|01/21/2009|1150.00|REDUCED|0.00|02/09/2009||Hinsley|Ryan|
2442|Maxwell for County Board|08 Post General Election Campaign Statement|01/13/2009|01/14/2009|25.00|PAID|||02/20/2009|Maxwell|Chip|
2481|Dawson County Republican Party|08 Annual Campaign Statement|02/02/2009|03/03/2009|725.00|REDUCED|0.00|04/23/2009||||
2482|Citizens for Gernandt|09 1st Primary Campaign Statement|03/09/2009|03/12/2009|75.00|PAID|||04/07/2009|Gernandt|Gary|
2483|Jim Suttle for Mayor of Omaha|Report of Late Contribution|03/27/2009|04/06/2009|1000.00|PAID|||04/28/2009|Suttle|Jim|
2492|Hornung for City Council|Report of Late Contribution|03/26/2009|04/27/2009|1100.00|REDUCED|0.00|05/26/2009||Hornung|Adam|
2493|Walt Peffer for City Council|Report of Late Contribution|04/06/2009|05/04/2009|1200.00|REDUCED|0.00|07/02/2009||Peffer|Walt|
2494|Zink for Airport Authority|Statement of Organization|05/04/2009|05/05/2009|25.00|REDUCED|0.00|05/07/2009||Zink|Walter|
2497|Friends for Anderson|08 Post General Election Campaign Statement|01/13/2009|05/14/2009|750.00|PAID|||05/14/2009|Anderson|Jeff|
2498|James Brown for Metro Community College|08 Annual Campaign Statement|02/02/2009|03/25/2009|750.00|REDUCED|0.00|05/14/2009||Brown|James|
2499|Daub for Mayor 2009|09 2nd Primary Campaign Statement|03/30/2009|03/31/2009|25.00|PAID|||06/05/2009|Daub|Hal|
2500|Gary Kiel for Metro Community College|08 Annual Campaign Statement|02/02/2009|02/04/2009|50.00|REDUCED|0.00|08/24/2009||Kiel|Gary|
2501|Frank Brown for City Council|09 2nd General Election Campaign Statement|05/04/2009|05/20/2009|400.00|PAID|||08/25/2010|Brown|Frank|
2502|Frank Brown for City Council|Report of Late Contribution|05/08/2009|05/11/2009|300.00|PAID|||08/25/2010|Brown|Frank|
2503|Frank Brown for City Council|Report of Late Contribution|05/07/2009|05/11/2009|400.00|PAID|||08/25/2010|Brown|Frank|
2504|Pam Brown for Legislature|08 Annual Campaign Statement|02/02/2009|03/13/2009|750.00|REDUCED|0.00|07/13/2009||Brown|Pam|
2505|Friends for Chris Jerram|Report of Late Contribution|05/08/2009|05/11/2009|300.00|REDUCED|0.00|10/13/2009||Jerram|Chris|
2506|Friends for Chris Jerram|Report of Late Contribution|05/08/2009|05/11/2009|300.00|REDUCED|0.00|10/13/2009||Jerram|Chris|
2507|Mayhew for School Board|09 2nd Primary Campaign Statement|04/27/2009|05/15/2009|450.00|PAID|||05/27/2009|Mayhew|Don|
2508|Friends for Crystal Rhoades|09 Post Primary Campaign Statement|05/18/2009|05/19/2009|25.00|PAID|||06/19/2009|Rhoades|Crystal|
2509|The Committee to Elect Chuck Sigerson|09 2nd General Election Campaign Statement|05/04/2009|05/15/2009|275.00|PAID|||06/01/2009|Sigerson|Chuck|
2540|Daub for Mayor 2009|Report of Late Contribution|05/01/2009|06/23/2009|1127.50|REDUCED|0.00|12/16/2009||Daub|Hal|
2541|Daub for Mayor 2009|Report of Late Contribution|05/01/2009|06/23/2009|1250.00|PAID|||10/05/2010|Daub|Hal|
2572|Elect Bill McMullen County Supervisor|09 Campaign Statement|02/01/2010|02/17/2010|400.00|REDUCED|0.00|03/01/2010||McMullen|Bill|
2573|NE Nurses Association PAC|09 Annual Campaign Statement|02/01/2010|02/16/2010|375.00|RED/PAID|25.00|03/16/2010|03/16/2010|||
2577|George Coordsen for Legislature|09 Annual Campaign Statement|02/01/2010|02/09/2010|200.00|REDUCED|0.00|03/10/2010||Coordsen|George|
2578|Committee to Elect Margaret Hornady for Mayor|09 Annual Campaign Statement|02/01/2010|02/18/2010|425.00|REDUCED|0.00|03/01/2010||Hornady|Margaret|
2580|Nebraska Research PAC|09 Annual Campaign Statement|02/01/2010|02/17/2010|400.00|REDUCED|0.00|02/25/2010||||
2581|Norfolk Taxpayers for Jobs|Statement of Organization|02/22/2010|03/01/2010|175.00|REDUCED|0.00|03/10/2010||||
2582|Western Nebraska for Adrian Smith|09 Annual Campaign Statement|02/01/2010|02/02/2010|25.00|REDUCED|0.00|03/10/2010||Smith|Adrian|
2218|Morrill County Republican Party|06 Annual Campaign Statement|01/31/2006|06/05/2007|750.00|REDUCED|0.00|06/08/2007||||
2219|John Spatz for City Council|Report of Late Contribution|04/19/2007|06/11/2007|3000.00|REDUCED|0.00|06/19/2007||Spatz|John|
2221|Steamfitters & Plumbers LU 464 PAC Fund|07 Post General Campaign Statement|06/11/2007|06/21/2007|250.00|PAID|||07/03/2007|||
2242|Committee to retain Lee Polikov County Attorney|07 Annual Campaign Statement|01/31/2008|02/11/2008|275.00|REDUCED||02/13/2008||Polikov|Lee|
2240|Elmshaeuser for legislature|07 Annual Campaign Statement|01/31/2008|02/04/2008|100.00|REDUCED|0.00|03/12/2008||Elmshaeuser||
2241|Maxwell for county Board|07 Annual Campaign Statement|01/31/2008|02/12/2008|300.00|REDUCED|0.00|03/31/2008||Maxwell|Chip|
