Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
99PAC00074|NORTHWESTERN PUBLIC SERVICE EMPLOYEES PAC|515 WEST 3RD STREET|GRAND ISLAND|NE|68801|S|03/14/1994|03/14/1994|I||0|I|03/14/1994|       |          |||||||01/01/1900|05/14/2002|P|0|0
07CAC01037|NOWAK FOR LEGISLATURE|8518 SOUTH 162ND STREET|OMAHA|NE|68136|C|09/04/2007|08/31/2007|I||||09/03/2007||||||||||09/05/2007|P||
10CAC01490|NRD VOTE.COM|74271 HWY 18 |CURTIS|NE|69025|C|10/04/2010|09/30/2010|I||||09/29/2010||||||||||11/02/2010|G||
99PPC00036|NUCKOLLS COUNTY DEMOCRATIC COMMITTEE|Rt 1, Box 58,|RUSKIN|NE|68974|T|10/06/1978|10/06/1978|I||0|I|10/06/1978|||||||||03/06/2003|12/31/2002|P||
99PAC00134|NUCOR CORPORATION PAC OF NEBRASKA|2911 EAST NUCOR ROAD|Norfolk|NE|68701|S|03/24/2004|03/24/2004|I||0|I|01/01/2005||||||||||11/02/2010|G||
10CAC01424|O\'HOLLERAN FOR STATE SCHOOL BOARD |705 W 2ND STREET|NORTH PLATTE|NE|69101|C|04/02/2010|03/31/2010|I||||06/25/2010||||||||||11/02/2010|G|1|
08BQC00203|O\'NEILL SCHOOL BOND COMMITTEE (NOT REGISTERED)|1409 NORTH 9TH STREET|O NEILL|NE|68763|B|12/31/9999|12/31/9999|||0||12/31/9999|||||||||||||
08CAC01260|ODOM FOR MAYOR 2009|4917 N 114 STREET|OMAHA|NE|68164|C|11/19/2008|11/19/2008|I||||12/31/9999||||||||||04/07/2009|P||
09BQC00245|OGALLALA STUDENTS & COMMUNITY COMMITTEE  |165 PRAIRE DUNES DRIVE|OGALLALA|NE|69153|B|11/04/2009|11/02/2009|I|Ogallala School Bond|0|O|09/15/2009||||||||||09/15/2009|P||
09IRC00493|OMAHA AREA BOARD OF REALTORS PAC (NR)|11830 NICHOLAS STREET (NOT REGISTERED COMMITTEE)|OMAHA|NE|68154|R|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
99PAC00076|OMAHA EDUCATION ASSOCIATION PAC|4202 SOUTH 57TH STREET|Omaha|NE|68117|S|04/12/1978|04/12/1978|I||0|I|04/12/1978||||||||||11/04/2008|G||
99PAC00077|OMAHA SCHOOL ADMINISTRATORS PAC|6412 North 62nd Avenue,|OMAHA|NE|68104|S|10/10/1990|10/10/1990|I||0|I|10/10/1990|       |          |||||||07/06/2001|11/07/2000|P|0|0
08CAC01202|OMAHA SCHOOL BOARD CAMPAIGN (MAHLOCH)|10831 OLD MILL ROAD, SUITE 100|OMAHA|NE| 68128|C|10/21/2008|10/20/2008|I||||11/08/2008|||||||||12/15/2008|11/04/2008|G||
99BQC00049|OMAHANS FOR STREETS AND SEWERS|1301 HARNEY STREET|||681028104|B|09/21/2000|09/20/2000|I|THE AUTH TO ISSUE GEN OBLIGATION BONDS IN AN AMT  |0|I|09/12/2000||99IRC00159||||||R|02/28/2001|11/07/2000|G|0|0
10BQC00267|ONE FREMONT ONE FUTURE|906 E 6TH STREET|FREMONT|NE|68025|B|06/18/2010|06/17/2010|I|Illegal Immigration Ordinance #5165|1|I|06/16/2010|||||||||12/29/2011|06/21/2010|G||
08CAC01188|OSBORN FOR NRD|1144 MANCHESTER DRIVE|LINCOLN|NE|68528|C|09/09/2008|09/08/2008|I||||09/03/2008||||||||||11/04/2008|G||
11BQC00292|OSMOND COMMUNITY SCHOOLS BOND ISSUE|NOT REGISTERED|OSMOND|NE|68765|B|01/01/1999||I|Osmond School Bond Issue|||01/01/1999||||||||||02/15/2011|||
99PPC00037|OTOE COUNTY DEMOCRATIC CENTRAL COMMITTEE|P.O. Box 146,|DOUGLAS|NE|68344|T|08/02/1977|08/02/1977|I||0|I|08/02/1977|       |          |||||||10/21/1999|01/01/1999|P|0|0
09BQC00247|OUR KIDS FIRST |206 SOUTH 13TH STREET|ORD|NE|68862|B|10/05/2009|10/02/2009|I|Bond Issue for School renovation/addition|0|I|10/01/2009|||||||||12/30/2009|11/10/2009|P||
99CAC00257|OWEN ELMER CAMPAIGN|RR 3, Box 43,|MCCOOK|NE|69001|C|04/11/1986|04/11/1986|I||0| |04/11/1986|       |          |||||||01/28/1999|11/04/1994|G|0|0
06CAC00896|OWEN FOR COUNTY CLERK|3350 PRAIRIEVIEW DRIVE|LINCOLN|NE|68504|C|05/12/2006|05/11/2006|I||||05/10/2006|||||||||01/04/2010|11/07/2006|P||1
99CAC00078|OWENS FOR COUNTY ATTORNEY|508 Chief Street, Box 316|BENKELMAN|NE|69021|C|04/11/1990|04/11/1990|I||0|I|04/11/1990|       |          |||||||11/01/1999|05/04/1998|P|0|0
99CAC00082|P. STEPHEN POTTER CAMPAIGN|P.O. Box 348,|GOTHENBURG|NE|69138|C|04/07/1998|04/07/1998|I||0| |04/07/1998|       |          |||||||09/03/1998|05/04/1998|P|0|0
99CAC00036|PAM BROWN FOR LEGISLATURE|525 N. 72nd Ave.,|OMAHA|NE|68114|C|12/10/1993|12/10/1993|I||0|I|12/10/1993|||||||||03/13/2009|05/14/2002|G|1|1
06CAC00768|PANKONIN FOR LEGISLATURE|P.O. BOX 106|LOUISVILLE |NE|68037|C|01/06/2006|01/06/2006|I||||01/03/2006|||||||||11/18/2011|11/02/2010|G|1|1
99BQC00024|PAPILLION-LAVISTA SCHOOL BOND COMMITTEE|311 INGLEWOOD DRIVE|PAPILLION|NE|68133|B|10/08/1998|10/08/1998|I|CITY OF PAPILLION-LAVISTA School Bond Issue                                |0|O|10/08/1998||||||||||11/07/2006|G||
06CAC00794|PAT HUNTER SAUNDERS COUNTY TREASURER (NR)||WAHOO|NE|68066|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/1900|||
08CAC01294|PAT JONES FOR BELLEVUE SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|Omaha|NE|68131|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00221|PAT KNAPP FOR ATTORNEY GENERAL|3901 Normal Boulevard, Suite 102,|LINCOLN|NE|68506|C|07/06/1998|07/06/1998|I||0|I|07/06/1998|       |          |||||||01/31/2000|05/04/1998|G|0|0
99CAC00645|PAT SHANNON FOR LEGISLATURE COMMITTEE|3417 EAST DUTCHMAN CIRCLE|BELLEVUE|NE|68123|C|09/03/2003|09/03/2003|I||0|I|08/28/2003||99IRC00350||||||R|10/04/2004|05/11/2004|P|0|0
99CAC00156|PATE FOR MILLARD SCHOOL BOARD|15706 Westchester Circle,|OMAHA|NE|68118|C|04/15/1996|04/15/1996|I||0|I|04/15/1996|       |          |||||||01/01/1900|11/02/2004|G|0|0
08CAC01097|PATLAN FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68144|C|01/01/1900|01/01/1900|I||||03/10/2008||||||||||05/13/2008|P||
06CAC00919|PATRICIA H. TIMM FOR STATE BOARD OF EDUCATION|1020 N. 21ST STREET|BEATRICE|NE|68310|C|09/27/2006|09/26/2006|||||09/25/2006|||||||||10/24/2011|11/07/2006|G|1|
06CAC00907|PATRICIA HANNAN LEGISLATURE #6 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68114|C|05/16/2006||||||12/31/9999|||||||||||||
08CAC01267|PATRICIA HUFF FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00101|PATRICK J. THOMAS FOR SHERIFF|603 Jewell Road,|BELLEVUE|NE|68005|C|10/06/1982|10/06/1982|I||0|I|10/06/1982|||||||||06/10/2005|11/05/2002|G|1|
08CAC01205|PATRICK LEAHY FOR METRO COLLEGE|16528 SPRING CIRCLE|OMAHA|NE|68130|C|10/06/2008|10/06/2008|I||||10/04/2008|||||||||08/27/2010|11/04/2008|G||
99CAC00530|PATRICK LEAHY FOR METRO COLLEGE (DISSOLVED)|16528 SPRING CIRCLE|||681302040|C|10/27/2000|10/27/2000|I||0|I|10/18/2000|||||||||02/01/2007|11/04/2008|G|1|1
10CAC01485|PATRICK RICKETTS FOR MILLARD SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68118|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
08CAC01314|PATRICK THOMAS FOR SARPY CO COMMISSIONER (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68130|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08CAC01261|PATRICK VACANIT FOR MUD BOARD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68014|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
10BQC00280|PATRONS FOR EDUCATION & COMMUNITY DEVELOPMENT (NR)|NOT A REGISTERED COMMITTEE|ARAPAHOE|NE|68922|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00435|PATTON 2000 LEGISLATURE COMMITTEE|221 BELLEVUE BLVD, NORTH|BELLEVUE|NE|68005|C|03/15/2000|03/14/2000|I||0|I|03/05/2000||99IRC00080||||||R|03/06/2001|11/07/2000|G|0|1
99CAC00360|PATTY SHEFTE FOR CITY COUNCIL|#7 21st Ave. Place,|KEARNEY|NE|68847|C|09/28/1998|09/25/1998|I||0| |09/28/1998|       |          |||||||01/04/1999|05/04/1998|P|0|0
08CAC01084|PAUL ANDERSON FOR METRO BOARD(NOT REGISTERED|6626 CUMING STREET|OMAHA|NE|68132|C|01/30/2008|01/30/2008|I||||02/08/2008||||||||||05/13/2008|P||
06CAC00770|PAUL GRAHAM FOR SHERIFF|714 K STREET|AURORA|NE|68818|C|01/10/2006|01/09/2006|I||0||01/01/1978|||||||||06/09/2006|12/31/2005|P||
08CAC01198|PAUL HARNETT FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|BELLEVUE|NE|68005|C|01/01/1900|01/01/1900|I||||09/30/2008||||||||||11/04/2008|G||
10CAC01474|PAUL HAZARD FOR CITY COUNCIL|704 12TH AVENUE|KEARNEY|NE|68845|C|06/28/2010|06/24/2010|I||||06/24/2010|||||||||02/14/2012|11/02/2010|G||
08CAC01124|PAUL LIESS NPPD1(NOT REGISTERED)||Lincoln|NE|68509|C|12/31/9999|12/31/9999|||||12/31/9999||||||||||05/13/2008|||
10CAC01434|PAUL R. KIMMONS COMMITTEE|1808 N 87TH STREET|OMAHA|NE|68114|C|04/13/2010|04/12/2010|I||||12/31/9999|||||||||06/22/2010|05/11/2010|P||
99CAC00118|PAUL THOMSEN FOR LEGISLATURE|4961 Miami Street,|OMAHA|NE|68104|C|02/09/1998|02/09/1998|I||0|I|02/09/1998|       |          |||||||01/25/2001|05/04/1998|P|0|0
11CAC01560|PAUL WEBER FOR NRD|NOT A REGISTERED COMMITTEE|PALMYRA|NE|68518|C|01/01/1999|01/01/1999|I||||01/01/1999||||||||||11/02/2010|||
06CAC00928|PAULA PFISTER FOR EDUCATION #7 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LEXINGTON|NE|68850|C|05/16/2006||||||12/31/9999|||||||||||||
08PPC00061|PAWNEE COUNTY DEMOCRATS (NOT REGISTERED)|60892 712TH ST.|BURCHARD|NE|68323|T|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
08PPC00064|PAWNEE COUNTY GOP (NOT REGISTERED)|PO BOX 487|PAWNEE CITY|NE|68420|T|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
09BQC00248|PAXTON KIDS FIRST (NR)|NOT A REGISTERED COMMITTEE|Paxton|NE|69115|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
99CAC00080|PEDERSON FOR LEGISLATURE COMMITTEE|411 SANDPIPER WAY|NORTH PLATTE|NE|69101|C|09/12/1998|09/12/1998|I||0|I|09/12/1998|||||||||01/19/2007|11/05/2002|G|1|1
99CAC00076|PEOPLE FOR NOLTE COMMITTEE|1853 Otoe,|LINCOLN|NE|68502|C|03/30/1984|03/30/1984|I||0|I|03/30/1984||||||||||11/07/2006|G||1
99CAC00328|PEOPLE FOR PAUL SCHUMACHER|P.O. Box 122,|COLUMBUS|NE|68602|C|08/14/1978|08/14/1978|I||0|I|08/14/1978||||||||||11/02/2010|G|1|1
99CAC00605|PEOPLE FOR PENDRELL|6712 PACIFIC ST|OMAHA|NE|68106|C|05/21/2002|05/20/2002|I||0|I|05/08/2002||99IRC00290||||||R|01/18/2005|11/05/2002|G|0|1
99CAC00178|PEOPLE FOR PREISTER|4522 BORMAN STREET|OMAHA|NE|68157-0000|C|08/07/1992|08/07/1992|I||0|I|08/07/1992|||||||||12/29/2009|11/02/2004|G|1|1
08BQC00207|PEOPLE FOR THE POOL COMMITTEE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LA VISTA|NE|68128|B|01/01/1900|01/01/1900|I||||09/30/2008||||||||||11/04/2008|G||
99CAC00014|PEOPLE\'S CHOICE, THE|301 P STREET, BLDG. A.|LINCOLN|NE|68508|C|02/17/1999|02/17/1999|I||0|I|02/17/1999|       |          |||||||05/19/1999|04/06/1999|P|0|0
99PPC00038|PERKINS COUNTY REPUBLICAN|444 Mitchen Avenue, P.O. Box 252|GRANT|NE|69140|T|09/09/1977|09/09/1977|I||0| |09/09/1977|       |          |||||||01/01/1900|01/01/1900|P|0|0
99CAC00265|PETE GOODMAN FOR MAYOR|615 Crest Road,|PAPILLION|NE|68046|C|12/17/1990|12/17/1990|I||0| |12/17/1990|       |          |||||||01/04/1999|05/04/1998|P|0|0
05CAC00740|PETE PIRSCH FOR LEGISLATURE|2315 NELSON\'S CREEK DRIVE|OMAHA|NE|68116|C|10/06/2005|10/05/2005|I||||09/26/2005||||||||||11/02/2010|G||1
10CAC01426|PHARES FOR REGENT|101 SOUTH CHESTNUT|NORTH PLATTE|NE|69101|C|04/05/2010|04/01/2010|I||||03/29/2010||||||||||05/11/2010|P||
06CAC00870|PHIL DITTBRENNER 4 SHERIFF|115 SOUTH 6TH STREET|BEATRICE|NE|68310|C|04/25/2006|04/25/2006|I||||04/24/2006|||||||||06/19/2006|05/09/2006|P||
99CAC00474|PHIL ODOM FOR LEGISLATURE|514 UNIVERSITY AVE.|HASTINGS|NE|68901|C|04/25/2000|04/24/2000|I||0|I|04/12/2000||99IRC00119||||||R|02/14/2001|11/07/2000|G|0|1
99CAC00376|PHILIP TROESTER FOR STATE SCHOOL BOARD|908 S. U Road,|HAMPTON|NE|68843|C|11/02/1998|10/30/1998|I||0| |11/02/1998|       |          |||||||12/30/1998|11/04/1998|G|0|0
12CAC01629|PILLEN FOR REGENT|3214 25TH STREET|Columbus|NE|68601|C|03/13/2012||I||||03/06/2012||||||||||05/15/2012|||
99CAC00558|PILLER FOR OMAHA CITY COUNCIL|102 NORTH 55TH STREET|OMAHA|NE|68132|C|03/28/2001|03/28/2001|I||0|I|03/22/2001||99IRC00233||||||R|07/07/2001|04/03/2001|P|0|0
99PAC00089|PIM PAC/NE|1700 HWY 36 WEST, SUITE 510|ROSEVILLE|MN|55113|S|09/17/1998|09/17/1998|I||0|I|09/17/1998||||||||||11/04/2004|G||
99CAC00176|PIRSCH FOR LEGISLATURE (OLD, DON\'T USE)|4223 AURORA DRIVE,|OMAHA|NE|68134|C|03/14/1978|03/14/1978|I||0| |03/14/1978|       |          |||||||02/03/1999|11/04/1994|G|0|0
12PAC00167|PLANNED PARENTHOOD VOTERS OF NE PAC|2246 O STREET|LINCOLN|NE|68510|S|02/08/2012|02/08/2012|I||||01/01/1900||||||||||05/15/2012|P||
99PPC00039|PLATTE COUNTY CENTRAL REPUBLICAN|2321 9TH STREET|Columbus|NE|68601|T|11/17/1997|11/17/1997|I||0|I|11/17/1997|       |          |||||||12/21/1999|05/09/2000|P|0|0
08BQC00211|POLITICAL/BOND ISSUE COMMITTEE (NOT REGISTERED)|1305 HOWARD AVE, BOX 325|ST. PAUL|NE|68873|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
99PPC00040|POLK COUNTY DEMOCRATIC CENTRAL COMMITTEE|245 North State Street,|OSCEOLA|NE|68651|T|10/06/1978|10/06/1978|I||0|I|10/06/1978|       |          |||||||03/23/2001|01/01/2000|P|0|0
05CAC00737|POORE FOR LEGISLATURE|3645 L STREET|LINCOLN|NE|68510|C|09/15/2005|09/15/2005|I||||09/15/2005|||||||||02/01/2008|05/09/2006|||
99PAC00080|POP-PAC (NEBRASKA BEVERAGE ASSOCIATION)|440 S. 13TH STREET, SUITE C|LINCOLN|NE|68508|S|10/08/1980|10/08/1980|I||0|I|10/08/1980||||||||||11/04/2008|G||
99CAC00083|POTTER FOR LEGISLATURE|5571 Walnut Street,|OMAHA|NE|68106|C|03/09/1998|03/09/1998|I||0| |03/09/1998|       |          |||||||01/05/1999|05/04/1998|P|0|0
99CAC00443|PRATT FOR M.U.D.|524 SOUTH 118TH STREET|OMAHA|NE|68154|C|04/06/2000|04/06/2000|I||0|I|04/05/2000||99IRC00090||||||R|09/10/2001|11/07/2000|P|1|1
08CAC01190|PRESTON LOVE JR.  (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68137|C|01/01/1900|01/10/1900|I||||09/20/2008||||||||||11/04/2008|G||
99CAC00546|PRETTYMAN FOR SCHOOL BOARD|301 S. 13TH ST, SUITE 500|LINCOLN|NE|68508|C|02/12/2001|02/12/2001|I||0|I|02/09/2001|||||||||02/03/2010|04/03/2001|P||
99PAC00081|PROFESSIONAL  PAC|8404 Indian Hills Drive,|OMAHA|NE|68114|S|09/27/1978|09/27/1978|I||0|I|09/27/1978|       |          |||||||03/30/2004|11/05/2002|P|0|0
99PAC00079|PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|920 SOUTH 107 AVE,SUITE 305|OMAHA|NE|68114|S|04/06/1979|04/06/1979|I||0|I|04/06/1979||||||||||11/07/2006|G||
99BQC00081|PROGRESS FOR GRAND ISLAND|206 N. LOCUST, BOX 1151|GRAND ISLAND|NE|68802|B|11/13/2002|11/11/2002|I|ECONOMIC DEVELOPMENT PROGRAM                      |0|I|11/08/2002||99IRC00328||||||R|06/02/2003|05/06/2003|P|0|0
06CAC00929|PROKOP COMMITTEE|320 HICKORY ST, PO BOX 14|WILBER|NE|68465|C|05/31/2006|05/31/2006|I||||05/22/2006|||||||||02/03/2011|11/07/2006|G||
99CAC00466|PROKOP--REGENT COMMITTEE (OLD, DON\'T USE)|408 NORTH SCHOOL STREET|WILBER|NE|68465|C|04/14/2000|04/13/2000|I||0|I|10/06/2000||99IRC00111||||||R|01/12/2001|11/07/2000|G|0|1
99BQC00017|PROPERTY TAX RELIEF AMENDMENT|HC 73 Box 14A,|NEWPORT|NE|68759|B|11/12/1993|11/12/1993|I|PROPERTY TAX RELIEF                               |0|I|11/12/1993|       |          |||||||01/09/2001|11/07/1998|G|0|0
99BQC00089|QUALITY SCHOOLS FOR KIDS|221 SOUTH LOCUST|GRAND ISLAND|NE|68801|B|12/11/2003|12/10/2003|I|SCHOOL BOND ISSUE-DISTRICT 2 -HALL CO-GI PUBLIC SC|0|I|12/10/2003||99IRC00357||||||R|03/19/2004|02/10/2004|P|0|0
99CAC00384|QUANDAHL FOR LEGISLATURE|16729 LEAVENWORTH CIRCLE|OMAHA|NE|68118|C|03/08/1999|03/08/1999|I||0|I|02/25/1999|||||||||09/07/2005|11/02/2000|P||
08CAC01278|R GUNNY VAN VYNK FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00220|R.L. KERRIGAN FOR LEGISLATURE|10275 Grand Avenue,|OMAHA|NE|68134|C|03/06/1998|03/06/1998|I||0| |03/06/1998|       |          |||||||12/24/1998|05/04/1998|P|0|0
08CAC01087|RADER COMMITTEE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/13/2008|P||
99CAC00086|RAIKES FOR LEGISLATURE|3221 South 76th Street,|LINCOLN|NE|68506|C|08/22/1997|08/22/1997|I||0|I|08/22/1997|||||||||03/09/2012|11/02/2004|G|1|1
12CAC01642|RAIMONDO FOR REGENT-TONY RAIMONDO (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SOMEWHERE|NE|68599-9999|C|12/29/9999||||||12/29/9999|||||||||||||
08CAC01288|RALPH HEALEY FOR LAVISTA CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|COLON|NE|68018|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00325|RALPH JOHNSON FOR NPPD|819 N. 33rd Street,|LINCOLN|NE|68503|C|10/18/1984|10/18/1984|I||0|I|10/18/1984|       |          |||||||01/31/2002|05/04/2001|G|0|0
11BQC00294|RALSTON ARENA COMPLEX ELECTION|5014 S 77 AVENUE|OMAHA|NE|68127|B|03/29/2011|03/28/2011|I|City of Ralston Bond Election|0|O|03/25/2011|||||||||10/06/2011|05/10/2011|P||
99CAC00321|RAMON JANSSEN FOR STATE LEGISLATURE|P.O. Box 159,|FONTANELLE|NE|68044|C|04/13/1992|04/13/1992|I||0|I|04/13/1992|       |          |||||||01/01/1900|11/02/2004|G|1|1
10CAC01413|RANDY FAIR KEITH COUNTY ATTORNEY (NOT REGISTERED)|NOT REGISTERED|OGALLALA|NE|69153|C|01/01/1900|01/01/1900|||||01/01/1900||||||||||05/11/2010|||
99CAC00538|RANGER RICK FOR REGENT|123 ANYWHERE|LINCOLN|NE|68508|C|01/05/2001|01/04/2001|I||0|I|12/31/2000||99IRC00208||||||R|01/01/1978|11/07/2000|G|0|0
08CAC01113|RASMUSSEN FOR LEGISLATURE|47479 814 RD|ORD|NE|68862|C|05/06/2008|05/06/2008|I||||04/23/2008|||||||||06/16/2008|05/13/2008|P||
12CAC01625|RAVENSCROFT FOR LEGISLATURE|35881 RAVENSCROFT LN|NENZEL|NE|69219|C|02/28/2012||I||||02/27/2012||||||||||05/15/2012|P||
99CAC00411|RAY AGUILAR FOR LEGISLATURE|706 GRAND AVE|GRAND ISLAND|NE|68801|C|11/12/1999|11/12/1999|I||0|I|07/28/1999|||||||||01/22/2009|11/04/2004|G|1|1
10CAC01507|RAY EHLERS FOR LEXINGTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|LEXINGTON|NE|68850|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00636|RAY MOSSEY FOR LEGISLATURE|1727 SCARBOROUGH DRIVE|BELLEVUE|NE|68123|C|12/24/2002|12/23/2002|I||0|I|12/20/2002|||||||||06/24/2008|11/02/2004|G||1
10CAC01425|RAYBOULD FOR COUNTY COMMISSIONER|3015 SOUTH 20TH STREET|LINCOLN|NE|68502|C|04/02/2010|04/02/2010|I||||02/20/2010||||||||||05/11/2010|P||
07BQC00169|RAYMOND CENTRAL KIDS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|RAYMOND|NE|68428|B|09/06/2007|08/31/2007|I||||09/05/2007||||||||||09/12/2007|P||
06CAC00887|RAYMOND GONZALES FOR  COMMISSIONER(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SCOTTSBLUFF|NE|69361|C|05/03/2006||||||12/31/9999|||||||||||||
08CAC01259|RAYMOND GONZALES FOR  SCOTTSBLUFF CITY COUNCIL |NOT REGISTERED|SCOTTSBLUFF|NE|69361|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2008|||
10CAC01459|RE-ELECT GARY G. THOMPSON FOR NE PPDB  (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68107|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08CAC01208|RE-ELECT KUNCL|3354 PERSHING ROAD|Columbus|NE|68601|C|10/08/2008|10/06/2008|I||||10/08/2008|||||||||11/26/2008|11/04/2008|G||
99CAC00615|RE-ELECT KUNCL (DISSOLVED)|3354 PERSHING RD|Columbus|NE|68601|C|08/05/2002|08/02/2002|I||0|I|07/26/2002||99IRC00302||||||R|01/08/2003|11/05/2002|G|1|0
10CAC01515|RE-ELECT ROBINSON FOR SHERIFF|510 WEST ELKHORN STREET; PO BOX 373|ARLINGTON|NE|68002|C|11/08/2010|11/05/2010|I||||10/26/2010|||||||||02/02/2012|11/02/2010|G||
06CAC00848|RE-ELECT WAYNE E. BOYD COMMITTEE|105 EAST 22ND STREET|South Sioux City |NE|68776|C|04/10/2006|04/10/2006|I||||01/01/1900|||||||||01/21/2010|11/07/2006|G||
08BQC00189|RECALL FAHEY COMMITTEE |2916 S. 132ND STREET, #322|OMAHA|NE|68144|B|03/31/2008|03/29/2008|I|Recall of local elected official (City Mayor)|0|R|04/04/2008|||||||||06/12/2008|05/12/2008|P||
99CAC00088|REDFIELD FOR LEGISLATURE|2933 PADDOCK PLAZA #153A|OMAHA|NE|68124|C|04/10/1998|04/10/1998|I||0|I|04/10/1998|       |          |||||||01/01/1900|11/05/2002|G|1|1
10CAC01420|REELECT DAVID P. BLACK FOR MAYOR|1215 BUCKBOARD BLVD|PAPILLION|NE|68046|C|03/29/2010|03/26/2010|I||||03/25/2010||||||||||05/11/2010|P||
08CAC01093|REGISTER FOR LEGISLATURE|PO BOX 1611|FREMONT|NE|68025|C|02/22/2008|02/22/2008|I||||02/22/2008|||||||||01/28/2010|11/07/2008|G||1
07CAC01011|REIBER FOR SHERIFF |PO BOX 702|LEXINGTON|NE|68850|C|04/23/2010|04/22/2010|I||||04/17/2010||||||||||05/11/2010|P||
07CAC01011|REIBER FOR SHERIFF |PO BOX 702|LEXINGTON|NE|68850|C|01/04/2007|01/04/2007|I||||01/01/9999|||||||||||||
99CAC00063|REINSTATE JUSTICE COMMITTEE|PO BOX 581, 3902 11TH AVE|KEARNEY|NE|68848|C|03/02/1998|03/02/1998|I||0|I|03/02/1998|       |          |||||||06/24/2002|05/14/2002|P|0|0
06CAC00816|RENAE ROWE FOR TREASURER COMMITTEE|75560 HWY 21|COZAD|NE|69130|C|03/28/2006|03/27/2006|I||||03/27/2006|||||||||06/19/2006|05/09/2006|P||
99BQC00065|RENOVATION & MAINTENANCE OF OUR SCHOOLS|5135 S. 83RD STREET|OMAHA|NE|68127|B|05/02/2001|05/01/2001|I|RENOVATING HIGH SCHOOL DIST. 54 ISSUE BONDS       |0|O|04/24/2001|R.A.M.S|99IRC00237||||||R|06/01/2001|05/15/2001|G|0|0
99BQC00072|REPEAL 1085 COMMITTEE|8062 CEDAR ST|OMAHA|NE|68124|B|05/17/2002|05/16/2002|I|REPEAL OF LB 1085 - TAX INCREASE                  |0|F|05/10/2002||99IRC00289||||||R|05/31/2002|11/05/2002|G|0|0
99PAC00123|REPUBLICAN MAJORITY FUND NON-FEDERAL|1155 21ST ST. NW, SUITE 300|WASHINGTON|DC|20036|I|11/02/2000|11/02/2000|I||0|I|10/30/2000|RMF, NO|99IRC00198||||||R|01/01/1900|11/07/2000|G|0|0
