Candidate First Name|Candidate Last Name|Candidate ID|Date Received|Income Source Name|Income Source Address|Income Reason|Type of Inocome
NEWELL|DAVID|99FIS08131|03/02/2000|WINNEBAGO INDS                |                                        ||S
PRATT|ANNE|99FIS08132|03/02/2000|PHILLIP MORRIS CO INC         |                                        ||I
PRATT|ANNE|99FIS08132|03/02/2000|QUAKER OATS CO                |                                        ||I
PRATT|ANNE|99FIS08132|03/02/2000|BELLEVUE UNIVERSITY           |1000 GALVIN RD S BELLEVUE NE            ||I
PRATT|ANNE|99FIS08132|03/02/2000|TOAD INC                      |2030 N BLONDO ST OMAHA NE               ||I
PRATT|ANNE|99FIS08132|03/02/2000|FAR & WIDE INC                |4601 S 50 ST STE 211 OMAHA NE           ||B
PRATT|ANNE|99FIS08132|03/02/2000|LAZY A B RANCH                |HC 81 BOX 61 SPRINGVIEW NW              ||B
PRATT|ANNE|99FIS08132|03/02/2000|BATCHELDER FAMILY LIMITED     | 72ND & STATE OMAHA NE                  ||B
PRATT|ANNE|99FIS08132|03/02/2000|NORWEST BANK NE               |OMAHA NE                                ||F
PRATT|ANNE|99FIS08132|03/02/2000|MERCK & CO                    |                                        ||S
PRATT|ANNE|99FIS08132|03/02/2000|PITNEY BOWES                  |                                        ||S
PEPPARD|RALPH|99FIS08133|03/02/2000|PEPPARD LAW OFFICE            |500 S 18TH ST OMAHA NE                  ||I
PEPPARD|RALPH|99FIS08133|03/02/2000|JAMES C PEPPARD               |13607 N RIVER OMAHA NE                  ||I
PEPPARD|RALPH|99FIS08133|03/02/2000|RADIO TALKING BOOK            |7101 NEWPORT AVE OMAHA NE               ||B
PEPPARD|RALPH|99FIS08133|03/02/2000|NORWEST BANK                  |1919 DOUGLAS ST OMAHA NE                ||F
PEPPARD|RALPH|99FIS08133|03/02/2000|AMERICAN NATIONAL BANK        |90TH & W DODGE OMAHA NE                 ||F
PEPPARD|RALPH|99FIS08133|03/02/2000|GREAT WESTERN BANK            |12100 W CENTER OMAHA NE                 ||F
PEPPARD|RALPH|99FIS08133|03/02/2000|AG EDWARDS                    |                                        ||S
KNAPPLE|JOHN|99FIS08134|03/02/2000|KNAPPLEINCORPORATED           |43122 RD 759 LEXINGTON NE               ||I
KNAPPLE|JOHN|99FIS08134|03/02/2000|OPYTIMIST CLUB OF LEXINGT     |PO BOX 355 LEXINGTON NE                 ||B
KNAPPLE|JOHN|99FIS08134|03/02/2000|PINNACLE BANK                 |410 N WASHINGTON LEXINGTON NE           ||F
KNAPPLE|JOHN|99FIS08134|03/02/2000|UNITED NEBRASKA BANK          |110 W 7TH LEXINGTON NE                  ||F
KNAPPLE|JOHN|99FIS08134|03/02/2000|NEBRASKA STATE BANK           |501 C ST OVERTON NE                     ||F
KNAPPLE|JOHN|99FIS08134|03/02/2000|COZAD STATE BANK & TRUST      |915 MERIDIAN ST COZAD NE                ||C
MINTLING JR|RILEY|99FIS08135|03/02/2000|MINTLING CONST. INC           |                                        ||I
MINTLING JR|RILEY|99FIS08135|03/02/2000|CARS 4 U                      |                                        ||B
MINTLING JR|RILEY|99FIS08135|03/02/2000|AMFIRST BANK                  |HAYES CENTER NE                         ||F
MINTLING JR|RILEY|99FIS08135|03/02/2000|MUTUAL FUNDS IN IRA\'S         |                                        ||S
BOLLING|MERLIN|99FIS08136|03/02/2000|CITIZEN STATE BANK            |                                        ||C
SCHNEIDER|THOM|99FIS08137|03/02/2000|THOM SCHNEIDER - CONTRACT     |527 LEGION WAUNETA NE                   ||I
SCHNEIDER|THOM|99FIS08137|03/02/2000|BODY WATCH                    |BOX 291 WAUNETA NE                      ||I
SCHNEIDER|THOM|99FIS08137|03/02/2000|WAUNETA EMS                   |PO BOX 97 WAUNETA NE                    ||B
SCHNEIDER|THOM|99FIS08137|03/02/2000|REDEEMER LUTHERAN CHURCH      |WAUNETA NE                              ||B
SCHNEIDER|THOM|99FIS08137|03/02/2000|WAUNETA CHAMBER OF COMMER     |WAUNETA NE                              ||B
SCHNEIDER|THOM|99FIS08137|03/02/2000|WAUNETA FALLS BANK            |WAUNETA NE                              ||F
PUHALLA|EUGENE|99FIS08138|03/02/2000|FSA                           |                                        ||I
PUHALLA|EUGENE|99FIS08138|03/02/2000|STATE BANK TABLE ROCK         |TABLE ROCK NE                           ||F
PUHALLA|EUGENE|99FIS08138|03/02/2000|BANK OF STEINAUER             |STEINAUER NE                            ||F
PUHALLA|EUGENE|99FIS08138|03/02/2000|STATE BANK OF TABLE ROCK      |TABLE ROCK NE                           ||C
PUHALLA|EUGENE|99FIS08138|03/02/2000|BANK OF STEINAUER             |STEINAUER NE                            ||C
HASH|MARK|99FIS08139|03/02/2000|HOLT COUNTY SHERIFF DEPT      |BOX 146 O\'NEIL NE                       ||I
HASH|MARK|99FIS08139|03/02/2000|MARQUETTE                     |O\'NEIL NE                               ||F
HASH|MARK|99FIS08139|03/02/2000|FIRST WESTERN                 |ATKINSON NE                             ||F
GALE|JOHN|99FIS08431|02/13/2001|A.G. EDWARDS IRA ACCT         |                                        ||S
GALE|JOHN|99FIS08431|02/13/2001|EDWARD JONES IRA ACCT         |                                        ||S
GALE|JOHN|99FIS08431|02/13/2001|PUTNAM TAX EXEMPT             |                                        ||S
ROBINSON|TAMI|99FIS08432|02/13/2001|CENTER FOR NON-PROFIT DEV     |42427 N 1ST #386                        ||I
ROBINSON|TAMI|99FIS08432|02/13/2001|INDIAN CENTER, INC.           |1100  MILITARY ROAD                     ||I
ROBINSON|TAMI|99FIS08432|02/13/2001|MALONE COMM. CENTER           |2032 U STREET                           ||I
ROBINSON|TAMI|99FIS08432|02/13/2001|LINC LITERACY COUNCIL         |1625 N ST, SUITE B                      ||I
ROBINSON|TAMI|99FIS08432|02/13/2001|UNION BANK & TRUST CO.        |PO BOX 82535                            ||F
SIGERSON|CHARLES|99FIS08433|02/13/2001|BANK OF AMERICA               |PO BOX 2325 COAAOPOLIS, PA              ||C
SIGERSON|CHARLES|99FIS08433|02/13/2001|FIRST USA BANKCORP            |PO BOX 8650                             ||C
SIGERSON|CHARLES|99FIS08433|02/13/2001|CAPITOL ONE                   |PO BOX 6000                             ||C
SIGERSON|CHARLES|99FIS08433|02/13/2001|                              |                                        || 
SIGERSON|CHARLES|99FIS08433|02/13/2001|SIGERSON INS AGENCY, INC.     |10766 FORT STREET                       ||I
SIGERSON|CHARLES|99FIS08433|02/13/2001|SIGERSON INS AGENCY, INC.     |10766 FORT STREET                       ||B
SIGERSON|CHARLES|99FIS08433|02/13/2001|NE REPUBLICAN PARTY           |LINCOLN, NE                             ||B
SIGERSON|CHARLES|99FIS08433|02/13/2001|FLOYD ROGERS DIABETIC FND     |                                        ||B
SIGERSON|CHARLES|99FIS08433|02/13/2001|STATE FARM W CENTRAL CRED     |222 S 84TH STREET                       ||F
SIGERSON|CHARLES|99FIS08433|02/13/2001|US BANK NA                    |17TH & FARNAM                           ||F
SIGERSON|CHARLES|99FIS08433|02/13/2001|STATE FARM GROWTH FUND        |                                        ||S
SIGERSON|CHARLES|99FIS08433|02/13/2001|STATE FARM MUNICIPAL BOND     |                                        ||S
SIGERSON|CHARLES|99FIS08433|02/13/2001|SCHWAB ACCT                   |                                        ||S
CODER|PAUL|99FIS08434|02/12/2001|UNITED STATES OFFICE          |PO BOX 45 BOYERS, PA 16017              ||I
CODER|PAUL|99FIS08434|02/12/2001|SOCIAL SECURITY ADMINISTR     |601 E 17TH STREET                       ||I
CODER|PAUL|99FIS08434|02/12/2001|FARMERS STATE BANK            |MAYWOOD, NE 69169                       ||F
CODER|PAUL|99FIS08434|02/12/2001|CENTRIS FEDERAL CREDIT UN     |11718 M CIRCLE OMAHA, NE                ||F
CODER|PAUL|99FIS08434|02/12/2001|U.S. GOVT SAVINGS BONDS       |                                        ||S
LANGDON|WILLIAM|99FIS08436|02/26/2001|NEBRASKA TITLE COMPANY        |633 SO 9TH STREET                       ||I
LANGDON|WILLIAM|99FIS08436|02/26/2001|OCHO PROPERTIES L.L.C         |1200 N STREET, SUITE 225                ||I
LANGDON|WILLIAM|99FIS08436|02/26/2001|DORY, INC.                    |6808 FOREST LAKE BOULEVARD              ||I
LANGDON|WILLIAM|99FIS08436|02/26/2001|SALINA PROPERTIES             |631 SYCAMORE DRIVE                      ||I
LANGDON|WILLIAM|99FIS08436|02/26/2001|FIRST FEDERAL LINCOLN BAN     |13TH & N STREET                         ||I
LANGDON|WILLIAM|99FIS08436|02/26/2001|PINNNACLE BANK                |6145 HAVELOCK AVENUE                    ||I
LANGDON|WILLIAM|99FIS08436|02/26/2001|DONNIE TROY LEACH             |920 HARTLEY                             ||I
LANGDON|WILLIAM|99FIS08436|02/26/2001|PMB ASSET MANAGEMENT, INC     |1045 LINCOLN MALL, SUITE 200            ||I
LANGDON|WILLIAM|99FIS08436|02/26/2001|TWO BG L.L.C.                 |6808 FOREST LAKE BLVD.                  ||B
LANGDON|WILLIAM|99FIS08436|02/26/2001|CHARTER TITLE & ESCROW        |747 NORTH BURLINGTON STE 208            ||B
LANGDON|WILLIAM|99FIS08436|02/26/2001|FLOWER CHILDREN L.L.C         |2901 PINE LAKE ROAD, SUITE F            ||B
LANGDON|WILLIAM|99FIS08436|02/26/2001|NEBRASKA REBOUNDERS CLUB      |LINCOLN, NE                             ||B
LANGDON|WILLIAM|99FIS08436|02/26/2001|FIRST FEDERAL LINC BANK       |13TH & N STREET                         ||F
LANGDON|WILLIAM|99FIS08436|02/26/2001|PINNACLE BANK                 |6145 HAVELOCK AVE                       ||F
LANGDON|WILLIAM|99FIS08436|02/26/2001|AMERICA ON/LINE TIMEWARNE     |                                        ||S
LANGDON|WILLIAM|99FIS08436|02/26/2001|NATIONAL INFO CONSORTIUM      |                                        ||S
LANGDON|WILLIAM|99FIS08436|02/26/2001|TEMPLETON DEVELOPMENT         |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|SOUTHROADS TOYOTA INC.        |608 FT. CROOK RD. N.                    ||I
HULL|JESS|99FIS08438|03/01/2001|PERFORMANCE CHRY-JEEP INC     |307 WASHINGTON STREET                   ||I
HULL|JESS|99FIS08438|03/01/2001|LEXUS OF OMAHA INC.           |13025 W DODGE RD                        ||I
HULL|JESS|99FIS08438|03/01/2001|LINCOLN DODGE INC             |1235 W O STREET                         ||I
HULL|JESS|99FIS08438|03/01/2001|PROTECTION LIFE INSURANCE     |11910 W DODGE ROAD                      ||B
HULL|JESS|99FIS08438|03/01/2001|METRO COMM COLLEGE FOUNDA     |PO BOX 3777                             ||B
HULL|JESS|99FIS08438|03/01/2001|WEST DODGE PLACE LLC          |11910 W DODGE ROAD                      ||B
HULL|JESS|99FIS08438|03/01/2001|90/370 LLC                    |11910 W DODGE ROAD                      ||B
HULL|JESS|99FIS08438|03/01/2001|HUMA LLC                      |9423 W BRANDT PLACE                     ||B
HULL|JESS|99FIS08438|03/01/2001|1ST NATIONAL BANK OF OMAH     |KENNEDY FRWY & CORNHUSKER RD            ||F
HULL|JESS|99FIS08438|03/01/2001|WELLS FARGO BANK, NE          |1101 GALVIN RD S                        ||F
HULL|JESS|99FIS08438|03/01/2001|COMMERCIAL FEDERAL CORPOR     |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|FT. GREAT PLAINS EQUITY G     |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|AOL TIME WARNER               |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|LEVEL 3 COMMS. INC.           |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|MORGAN STANLEY DEAN WITTE     |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|NEXTCARD, INC.                |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|PHILIP MORRIS CO. INC.        |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|FIDELITY ADVSR. SR. VIII      |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|LIBERTY ACORN TR. FUND        |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|MFS SER TRI                   |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|ORBITEX GROUP FDS             |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|PUTNAM INVESTMENTS MUTUAL     |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|AIM MUTUAL FUNDS              |                                        ||S
HULL|JESS|99FIS08438|03/01/2001|OPPENHEIMER MUTUAL FUNDS      |                                        ||S
KOCH|JAMES|99FIS08439|02/27/2001|DJCP 2                        |PO BOX 85252                            ||B
KOCH|JAMES|99FIS08439|02/27/2001|UNION BANK  & TRUST           |3643 S. 48TH STREET                     ||F
ALLENSWORTH|MARK|99FIS08440|02/26/2001|CLEAN MGMT SERVICES           |1231 SW 10TH STREET                     ||I
ALLENSWORTH|MARK|99FIS08440|02/26/2001|MONTGOMERY WARDS              |#2 GATEWAY MALL                         ||I
ALLENSWORTH|MARK|99FIS08440|02/26/2001|CLEAN MGMT INC                |1231 SW 10TH                            ||B
COX|KJER|99FIS08140|03/02/2000|KELLY SERVICES                |IOWA CITY IA                            ||I
COX|KJER|99FIS08140|03/02/2000|NATIONAL COMPUTER SYSTEMS     |IOWA CITY IA                            ||I
COX|KJER|99FIS08140|03/02/2000|SUBURBAN AMOCO                |IOWA CITY IA                            ||I
COX|KJER|99FIS08140|03/02/2000|COLLEGE LOANS                 |INDIANAPOLIS IN                         ||C
KILLHAM|ROBERT|99FIS08141|03/03/2000|C AND S CONSTRUCTION          |NORTH PLATTE NE                         ||I
KILLHAM|ROBERT|99FIS08141|05/01/2000|C&S CONSTRUCTION CO           |NORTH PLATTE NE                         ||B
KILLHAM|ROBERT|99FIS08141|05/01/2000|CONSTRUCTION PLUS INC         |PO BOX 1262 SCOTTSBLUFF NE              ||I
KILLHAM|ROBERT|99FIS08141|05/01/2000|GLUR ROOFING INC              |1415 I ST COLUMBUS NE                   ||I
KILLHAM|ROBERT|99FIS08141|05/01/2000|SHULTS CONSTRUCTION INC       |PO BOX 1063 NORTH PLATTE NE             ||I
KILLHAM|ROBERT|99FIS08141|05/01/2000|BIG MAC ROOFING               |210 E OVERLAND SCOTTSBLUFF NE           ||I
KILLHAM|ROBERT|99FIS08141|05/01/2000|BRIAN TOWNSEND                |180497 COUNTY RD C MITCHELL NE          ||I
KILLHAM|ROBERT|99FIS08141|05/01/2000|WEATHERCRAFT CO               |3355 NORTH 10TH ST GERING NE            ||I
KILLHAM|ROBERT|99FIS08141|05/01/2000|PAULSON INC                   |PO BOX 17 COZAD NE                      ||I
KILLHAM|ROBERT|99FIS08141|05/01/2000|BIG MAC ROOFING               |1745 ILLINOIS ST SIDNEY NE              ||I
SCHELLPEPER|RONALD|99FIS08142|03/03/2000|FARMING                       |                                        ||I
SCHELLPEPER|RONALD|99FIS08142|03/03/2000|SOCIAL SECURITY               |                                        ||I
SCHELLPEPER|RONALD|99FIS08142|03/03/2000|STANTON NATIONAL BANK         |STANTON NE                              ||C
ROBINETT|CRAIG|99FIS08143|03/03/2000|MIDLAND COOP                  |FRANKLIN NE                             ||I
REVELLE|JACK|99FIS08370|10/10/2000|PLATTE VALLEY LENDING CO      |                                        ||C
REVELLE|JACK|99FIS08370|10/10/2000|GIFFORD CIRCLE DIAMON RAN     |3722 RD 34                              ||I
REVELLE|JACK|99FIS08370|10/10/2000|BANNER COUNTY RURAL FIRE      |P O BOX 93                              ||B
REVELLE|JACK|99FIS08370|10/10/2000|CHRIST THE KING OF KNIGHT     |1800 M STREET                           ||B
REVELLE|JACK|99FIS08370|10/10/2000|PLATTE VALLEY NATIONAL BN     |                                        ||F
REVELLE|JACK|99FIS08370|10/10/2000|PLATTE VALLEY AG CREDIT       |                                        ||C
ADAMS|VICKI|99FIS08374|10/16/2000|BOONE-LAWSON LAW OFFICE       |1823 HARNEY ST #1016, OMAHA             ||I
ADAMS|VICKI|99FIS08374|10/16/2000|MCGRATH, NORTH, MULLIN &      |222 S 15TH STREET #1400, OMAHA          ||I
ADAMS|VICKI|99FIS08374|10/16/2000|FIRST NATL BANK OF OMAHA      |16TH & DODGE, OMAHA                     ||I
ADAMS|VICKI|99FIS08374|10/16/2000|FIRST NATL BANK OF OMAHA      |16TH & DODGE, OMAHA                     ||F
ADAMS|VICKI|99FIS08374|10/16/2000|WELLS FARGO                   |20TH & FARNAM, OMAHA                    ||F
ADAMS|VICKI|99FIS08374|10/16/2000|US BANK                       |17TH & FARNAM, OMAHA                    ||F
ADAMS|VICKI|99FIS08374|10/16/2000|CITIBANK                      |                                        ||C
ADAMS|VICKI|99FIS08374|10/16/2000|MBNA AMERICA                  |                                        ||C
ADAMS|VICKI|99FIS08374|10/16/2000|NE FURNITURE MART             |                                        ||C
HUPPERT|SCOTT|99FIS08375|10/16/2000|RICHARDSON COUNTY BANK        |FALLS CITY                              ||F
HUPPERT|SCOTT|99FIS08375|10/16/2000|RICHARDSON COUNTY             |                                        ||I
HUPPERT|SCOTT|99FIS08375|10/16/2000|NAPE LOCAL 61                 |                                        ||B
JOHANNES|CLINTON|99FIS08377|10/16/2000|NE ASSOC OF RESOURCE DIST     |601 S 12TH SUITE 201, LINCOLN           ||B
JOHANNES|CLINTON|99FIS08377|10/16/2000|NE ENERGY FEDERAL CREDIT      |1414 15TH ST, COLUMBUS                  ||F
JOHANNES|CLINTON|99FIS08377|10/16/2000|COMMERCIAL FEDERAL BANK       |2714 23 ST, COLUMBUS                    ||F
JOHANNES|CLINTON|99FIS08377|10/16/2000|CARSON FELTZ RETIREMENT       |101 SO 108TH, OMAHA                     ||S
JOHANNES|CLINTON|99FIS08377|10/16/2000|AMERICAN EXPRESS              |2501 13TH ST, COLUMBUS                  ||S
JOHANNES|CLINTON|99FIS08377|10/16/2000|NATL RURAL ELECTRIC COOPE     |4301 WILSON BLVD, ARLINGTON VA          ||S
JOHANNES|CLINTON|99FIS08377|10/16/2000|ICMA RETIREMENT CORP          |777 NO CAPITAL ST NE, WASH DC           ||S
JOHANNES|CLINTON|99FIS08377|10/16/2000|NE ENERGY FED CREDIT UNIO     |1414 15TH ST, COLUMBUS, NE              ||C
JOHANNES|CLINTON|99FIS08377|10/16/2000|FARM CREDIT SERV OF AMERI     |1740 BILL BABKA DR COLUMBUS             ||C
JOHANNES|CLINTON|99FIS08377|10/16/2000|FIRST USA BANK                |PO BOX 8650, WILMINGTON, DE             ||C
JOHANNES|CLINTON|99FIS08377|10/16/2000|NE ELECTRIC G & T COOP IN     |2472 18TH AVE. COLUMBUS                 ||I
JOHANNES|CLINTON|99FIS08377|10/16/2000|LOWER PLATTE NORTH NRD        |PO BOX 126, WAHOO                       ||I
JOHANNES|CLINTON|99FIS08377|10/16/2000|TIMBER LAKE CORPORATION       |RR 3 BOX 37, COLUMBUS                   ||B
LEMPKE|ROGER|99FIS08378|10/18/2000|RESERVE PAY DJMS-RC           |2301 WEST ADAMS ST                      ||I
LEMPKE|ROGER|99FIS08378|10/18/2000|AIR FORCE ASSOC #187          |5024 NW 4TH CIRCLE                      ||B
LEMPKE|ROGER|99FIS08378|10/18/2000|NORWEST BANK NE N.A.          |PO BOX 3408 OMAHA, NE                   ||F
LEMPKE|ROGER|99FIS08378|10/18/2000|1ST NE CREDIT UNION           |4741 NO 26TH ST, LINCOLN                ||F
LEMPKE|ROGER|99FIS08378|10/18/2000|INVESTMENT CLUB STOCK         |2133 WINTHROP RD LINCOLN                ||S
LEMPKE|ROGER|99FIS08378|10/18/2000|ADVANCED TECHNICAL PRODUC     |401 K PLAN: CHASE RETIREMENT            ||S
LEMPKE|ROGER|99FIS08378|10/18/2000|ADVANCED TECHNICAL PRODUC     |COMPANY STOCK (ATPX)                    ||S
LEMPKE|ROGER|99FIS08378|10/18/2000|1ST NE CREDIT UNION           |4741 N 26TH, LINCOLN                    ||C
LEMPKE|ROGER|99FIS08378|10/18/2000|BANK OF AMERICA               |PO BOX 26388 RICHMOND VA                ||C
LEMPKE|ROGER|99FIS08378|10/18/2000|TRANS WORLD MORTAGAGE COR     |PO BOX 4329, HOUSTON, TX 77210          ||C
LEMPKE|ROGER|99FIS08378|10/18/2000|TECHNICAL PRODUCTS GROUP,     |3353 PEACHTREE ROAD, ATLANTA            ||I
LEMPKE|ROGER|99FIS08378|10/18/2000|BRUNSWICK CORPORATION         |1 N FIELD CT LK FOREST IL               ||I
SANDSTROM|ROBERT|99FIS08379|10/19/2000|CREIGHTON FEDERAL CREDIT      |2575 DODGE ST, OMAHA                    ||F
SANDSTROM|ROBERT|99FIS08379|10/19/2000|WELLS FARGO COMPANY           |                                        ||S
SANDSTROM|ROBERT|99FIS08379|10/19/2000|METROPOLITAN UTILITIES        |                                        ||S
SANDSTROM|ROBERT|99FIS08379|10/19/2000|CREIGHTON UNIVERSITY          |2500 CALIFORNIA AV, OMAHA               ||I
SANDSTROM|ROBERT|99FIS08379|10/19/2000|STRONG FUNDS                  |PO BOX 2936, MILWAUKEE, WI              ||I
SANDSTROM|ROBERT|99FIS08379|10/19/2000|HEALTH POLICY REGISTRATIO     |PO BOX 4553 MISSOULA MT                 ||B
SANDSTROM|ROBERT|99FIS08379|10/19/2000|1ST NATL BANK OF OMAHA        |ONE 1ST NATL BANK, OMAHA                ||F
SANDSTROM|ROBERT|99FIS08379|03/21/2001|CREIGHTON UNIVERSITY          |                                        ||I
SANDSTROM|ROBERT|99FIS08379|03/21/2001|STRONG FUNDS                  |                                        ||I
SANDSTROM|ROBERT|99FIS08379|03/21/2001|FIRST NATL BANK OF OMAHA      |                                        ||F
SANDSTROM|ROBERT|99FIS08379|03/21/2001|CREIGHTON FED. CREDIT UNI     |                                        ||F
THOMPSON|FRANKLIN|99FIS08380|10/20/2000|UNIVERSITY OF NE @OMAHA       |63RD & DODGE STREET, OMAHA              ||I
HAAS|RALEIGH|99FIS08215|03/21/2000|MCCOOK VOLUNTEER FIRE & R     |526 W B ST MCCOOK NE                    ||B
HAAS|RALEIGH|99FIS08215|03/21/2000|FIRST NATIONAL BANK           |110 W D ST MCCOOK NE                    ||B
HAAS|RALEIGH|99FIS08215|03/21/2000|FIRST FEDERAL LINCOLN         |206 W C ST MCCOOK NE                    ||C
MCDONALD|THOMAS|99FIS08217|03/21/2000|RENTAL 913 S 37TH             |                                        ||I
MCDONALD|THOMAS|99FIS08217|03/21/2000|CHAIRMAN OF EXE. COMMITTE     |                                        ||B
MCDONALD|THOMAS|99FIS08217|03/21/2000|OMAHA CITY EMPLOYEE F.C.U     |1819 FARNAM OMAHA NE                    ||F
MCDONALD|THOMAS|99FIS08217|03/21/2000|FIRST NATIONAL BANK           |132 W CENTER OMAHA NE                   ||F
MCDONALD|THOMAS|99FIS08217|03/21/2000|DEFFERED COMP ACCOUNT         |                                        ||S
MCDONALD|THOMAS|99FIS08217|03/21/2000|AETNA                         |                                        ||S
MCDONALD|THOMAS|99FIS08217|03/21/2000|ICMA                          |                                        ||S
MCDONALD|THOMAS|99FIS08217|03/21/2000|FIRST NATIONAL BANK           |132ND & W CENTER OMAHA NE               ||C
MCDONALD|THOMAS|99FIS08217|03/21/2000|BANK OF AMERICA               |                                        ||C
GUNEM|SCOTT|99FIS08219|03/21/2000|STATE OF NE DEPT OF JUSTI     |                                        ||I
GUNEM|SCOTT|99FIS08219|03/21/2000|BANCONE CORP                  |101 E BROAD ST COLUMBUS OH              ||B
GUNEM|SCOTT|99FIS08219|03/21/2000|LUCENT TECH.                  |600 MOUNTAIN  MURRAY HILL NJ            ||B
GUNEM|SCOTT|99FIS08219|03/21/2000|COMMERCIAL FEDERAL BANK       |13506 W MAPLE OMAHA NE                  ||F
GUNEM|SCOTT|99FIS08219|03/21/2000|US BANK                       |13250 W MAPLE RD OMAHA NE               ||F
GUNEM|SCOTT|99FIS08219|03/21/2000|HIBERNIA BANK CORP            |                                        ||S
GUNEM|SCOTT|99FIS08219|03/21/2000|SOUTHWEST AIRLINES            |                                        ||S
GUNEM|SCOTT|99FIS08219|03/21/2000|CRACKER BARREL STORES         |                                        ||S
GUNEM|SCOTT|99FIS08219|03/26/2001|STATE OF NE                   |                                        ||I
GUNEM|SCOTT|99FIS08219|03/26/2001|US BANK                       |                                        ||F
GUNEM|SCOTT|99FIS08219|03/26/2001|SOUTHEAST AIRLINES            |                                        ||S
GUNEM|SCOTT|99FIS08219|03/26/2001|LUCENT TECHNOLOGIES           |                                        ||S
BLUME|TED|99FIS08220|03/21/2000|STATE OF NE                   |PO BOX 94905 LINCOLN NE                 ||I
BLUME|TED|99FIS08220|03/21/2000|US BANK NATIONAL ASSOC        |PO BOX 64713 ST PAUL MN                 ||I
BLUME|TED|99FIS08220|03/21/2000|NE MIDWEST FISH & WILDLIF     |2200 N 33RD ST LINCOLN NE               ||B
BLUME|TED|99FIS08220|03/21/2000|NATIONAL BANK OF COMMERCE     |1248 OST LINCOLN NE                     ||F
BLUME|TED|99FIS08220|03/21/2000|NE STATE EMPLOYEES C.U.       |330 S 16TH LINCOLN NE                   ||F
BLUME|TED|99FIS08220|03/21/2000|U.S. SAVINGS BOND             |                                        ||S
BLUME|TED|99FIS08220|03/21/2000|US BANK                       |PO BOX 64713 ST PAUL MN                 ||C
BLUME|TED|99FIS08220|03/21/2000|AT&T UNIVERSAL CARD           |PO BOX 44167 JACKSONVILLE FL            ||C
BLUME|TED|99FIS08220|03/21/2000|CITIBANK                      |PO BOX 6406 THE LAKE NV 88901           ||C
LINK|MARTHA|99FIS08221|03/21/2000|STATE OF NE DEPT OF ENV.      |                                        ||I
LINK|MARTHA|99FIS08221|03/21/2000|CHAPTER FX PEO                |3700 GRAND AVE DES MOINES IA            ||B
LINK|MARTHA|99FIS08221|03/21/2000|GROUND WATER PROTECTION       |827 NW 63RD #103 OKLAHOMA OK            ||B
LINK|MARTHA|99FIS08221|03/21/2000|NE STATE EMPLOYEE C.U.        |330 S 16TH ST LINCOLN NE                ||F
LINK|MARTHA|99FIS08221|03/21/2000|STATE EMPLOYEE C.R.           |330 S 16TH ST LINCOLN NE                ||C
LINK|MARTHA|99FIS08221|03/21/2000|SOURCE ONE                    |PO BOX 1800 FARMINGTON HILLS M          ||C
ELDRED|CHARLES|99FIS08222|03/22/2000|UNITED WAY OF THE MIDLAND     |1805 HARNEY ST OMAHA NE                 ||B
ELDRED|CHARLES|99FIS08222|03/22/2000|BOY SCOUTS OF AMERICA         |12401 W MAPLE RD OMAHA NE               ||B
ELDRED|CHARLES|99FIS08222|03/22/2000|FIRST NATIONAL BANK OF OM     |16TH & DODGE OMAHA NE                   ||F
SIMINEO|CHARLES|99FIS08223|03/22/2000|NE HEALTH & HUMAN SVCS        |PO BOX 540 GERING NE                    ||I
SIMINEO|CHARLES|99FIS08223|03/22/2000|WESTERN NE MENTAL HEALTHQ     |GERING NE                               ||B
SIMINEO|CHARLES|99FIS08223|03/22/2000|CENTER FOR CONFLICT RESOL     |202 E 17TH SCOTTSBLUFF NE               ||B
SIMINEO|CHARLES|99FIS08223|03/22/2000|PANHANDLE PARTNERSHIP         |510 S BROADWAY SCOTTSBLUFF NE           ||B
SIMINEO|CHARLES|99FIS08223|03/22/2000|WESTERN BANK                  |PO BOX 127 CHEYENNE WY                  ||F
NAGEL|JACK|99FIS08224|03/22/2000|MONSANTO                      |DEKOLD IL                               ||I
NAGEL|JACK|99FIS08224|03/22/2000|FRONTIER COOP                 |                                        ||I
NAGEL|JACK|99FIS08224|03/22/2000|AGP COOP                      |                                        ||I
NAGEL|JACK|99FIS08224|03/22/2000|CARGILL                       |                                        ||I
NAGEL|JACK|99FIS08224|03/22/2000|DORCHESTER COOP               |                                        ||I
NAGEL|JACK|99FIS08224|03/22/2000|COMMODY CREDIT CORP           |                                        ||I
NAGEL|JACK|99FIS08224|03/22/2000|CORNHUSKER BANK               |1101 CORNHUSKER HWY LINCOLN NE          ||F
NAGEL|JACK|99FIS08224|03/22/2000|CHARLES SCHWAB                |                                        ||S
