Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Microfilm Number|Contributor Name
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/02/2011|08CAC01111|10/18/2011|200|8490248|HADLEY FOR LEGISLATURE 
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/02/2011|99CAC00663|10/21/2011|100|8490248|FRIENDS FOR ABBIE CORNETT
GREAT PLAINS CHRYSLER DODGE|10CON15587|11/22/2011|11BQC00302|09/22/2011|1000|8500049|ADAMS CENTRAL PATRONS & TEACHERS FOR STUDENTS 2011
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|01/06/2012|06CAC00807|12/22/2011|500|8500233|MCGILL FOR LEGISLATURE
TEAMSTERS JOINT COUNCIL NO 554 / 81 DRIVE|99CUA00090|01/06/2012|05CAC00747|12/07/2011|500|8500243|LATHROP FOR LEGISLATURE
TIME WARNER CABLE|99CON07750|01/09/2012|07CAC01031|12/13/2011|500|8510117|FRIENDS OF CHARLIE JANSSEN
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|07CAC01062|12/09/2011|500|8520203|KATHY CAMPBELL FOR LEGISLATURE
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|07CAC01057|12/09/2011|500|8520203|MCCOY FOR LEGISLATURE COMMITTEE
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|07CAC01052|12/09/2011|500|8520203|MIKE GLOOR FOR LEGISLATURE
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|08CAC01080|12/09/2011|250|8520203|SCHILZ FOR LEGISLATURE
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|08CAC01106|12/13/2011|250|8520203|COMMITTEE TO ELECT BRENDA COUNCIL
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|07CAC01045|12/13/2011|250|8520203|COMMITTEE TO ELECT COLBY COASH
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|07CAC01063|12/13/2011|250|8520203|FRIENDS FOR HEATH MELLO
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|08CAC01069|12/13/2011|250|8520203|SULLIVAN FOR LEGISLATURE
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|07CAC01061|12/13/2011|250|8520203|TANYA COOK FOR LEGISLATURE
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|01/23/2012|07CAC01035|12/31/2011|250|8520203|NORDQUIST FOR LEGISLATURE
LINCOLN CENTRAL LABOR UNION|99CUA01815|10/19/2004|99PPC00055|10/16/2004|500|6860141|LANCASTER COUNTY DEMOCRATS
LINCOLN CENTRAL LABOR UNION|99CUA01815|02/06/2009|99PPC00055|02/05/2009|480|7890030|LANCASTER COUNTY DEMOCRATS
TENASKA, INC.|99CUA00714|01/25/2012|99PAC00092|01/12/2012|2500|8520204|NEBRASKA-PAC
NE CREDIT UNION LEAGUE |99CUA03082|01/30/2012|99PPC00002|01/05/2012|2500|8530244|NE REPUBLICAN PARTY
DUDA COMPANY, THE|99CUA00402|02/01/2012|99CAC00255|01/15/2012|2000|8530238|DUDA FOR COUNTY BOARD
NE COOPERATIVE COUNCIL, INC.|99CUA00340|02/01/2012|12CAC01605|01/30/2012|400|8530243|JERRY JOHNSON FOR LEGISLATURE
TEAMSTERS JOINT COUNCIL NO 554 / 81 DRIVE|99CUA00090|02/03/2012|99PPC00023|01/16/2012|400|8530249|DOUGLAS COUNTY DEMOCRATIC PARTY
TEAMSTERS JOINT COUNCIL NO 554 / 81 DRIVE|99CUA00090|02/03/2012|99PPC00003|01/27/2012|1250|8530249|NE DEMOCRATIC PARTY
E ENERGY ADAMS, LLC|09CUA06358|02/03/2012|12CAC01605|02/03/2012|500|8530239|JERRY JOHNSON FOR LEGISLATURE
NE STATE AFL - CIO|99CUA02736|02/03/2012|99PPC00055|01/04/2012|600|8530245|LANCASTER COUNTY DEMOCRATS
PAYROLL MAXX, LLC|99CON04459|02/03/2012|07CAC01057|01/13/2012|300|8530246|MCCOY FOR LEGISLATURE COMMITTEE
TIME WARNER CABLE|99CON07750|02/03/2012|08CAC01111|01/18/2012|500|8530250|HADLEY FOR LEGISLATURE 
VICTORS, INC.|99CUA02218|09/24/1998|99CAC00093|09/11/1998|200|5450005|RUWE FOR LEGISLATURE
MEDICO INSURANCE COMPANY|06CUA03612|02/07/2012|07CAC01035|01/12/2012|250|8540099|NORDQUIST FOR LEGISLATURE
O'HARA, LINDSAY & ASSOCIATES, INC.|99CUA00069|02/07/2012|07CAC01063|01/05/2012|100|8540105|FRIENDS FOR HEATH MELLO
O'HARA, LINDSAY & ASSOCIATES, INC.|99CUA00069|02/07/2012|99CAC00618|01/06/2012|100|8540105|LOUDEN FOR LEGISLATURE
O'HARA, LINDSAY & ASSOCIATES, INC.|99CUA00069|02/07/2012|07CAC01044|01/11/2012|250|8540105|COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM
O'HARA, LINDSAY & ASSOCIATES, INC.|99CUA00069|02/07/2012|11CAC01555|01/11/2012|100|8540105|DAVE BLOOMFIELD FOR LEGISLATURE 
O'HARA, LINDSAY & ASSOCIATES, INC.|99CUA00069|02/07/2012|07CAC01035|01/30/2012|100|8540105|NORDQUIST FOR LEGISLATURE
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|02/07/2012|99CAC00618|01/18/2012|200|8540106|LOUDEN FOR LEGISLATURE
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|02/07/2012|11CAC01555|01/18/2012|50|8540106|DAVE BLOOMFIELD FOR LEGISLATURE 
FISHER ROOFING & RESTORATION|12CUA06901|02/06/2012|12BQC00304|01/25/2012|500|8540096|CAMPAIGN FOR SAFE, WARM, AND DRY SCHOOLS
VETTER HEALTH SERVICES, INC.|99CUA00338|02/09/2012|07CAC01057|01/27/2012|250|8540109|MCCOY FOR LEGISLATURE COMMITTEE
AG PROCESSING, INC.|99CUA01545|02/13/2012|99PPC00003|02/10/2012|1000|8540222|NE DEMOCRATIC PARTY
AG PROCESSING, INC.|99CUA01545|02/13/2012|99PPC00002|02/08/2012|1000|8540222|NE REPUBLICAN PARTY
AG PROCESSING, INC.|99CUA01545|02/13/2012|99PPC00024|02/09/2012|1000|8540222|DOUGLAS COUNTY REPUBLICAN PARTY
C & A INDUSTRIES, INC.|08CUA04939|02/13/2012|99PPC00024|01/20/2012|5000|8540225|DOUGLAS COUNTY REPUBLICAN PARTY
OMAHA TRUCK CENTER INC.|99CUA00517|02/13/2012|99PPC00043|11/02/2011|1000|8540227|SARPY COUNTY REPUBLICAN PARTY
BLACK HILLS ENERGY|10CON15035|02/14/2012|99PPC00003|01/30/2012|1250|8540224|NE DEMOCRATIC PARTY
BLACK HILLS ENERGY|10CON15035|02/14/2012|99PPC00002|02/02/2012|1000|8540224|NE REPUBLICAN PARTY
ENGLES, KETCHAM, OLSON & KEITH|99CUA02882|02/21/2012|12BQC00308|02/17/2012|500|8550055|DAVID WILLIAMS WESTSIDE CAMPAIGN (NOT REGISTERED)
WEST CORPORATION|99CON04633|02/14/2012|11CAC01585|09/21/2011|500|8540228|TURCO FOR LEGISLATURE
AMERITAS INVESTMENT CORP|99CUA00370|02/14/2012|12BQC00307|01/23/2012|500|8540223|FUTURE FACILITIES COMMITTEE (NOT REGISTERED)
COX COMMUNICATIONS, INC.|99CUA00739|02/22/2012|99PPC00024|02/07/2011|500|8550053|DOUGLAS COUNTY REPUBLICAN PARTY
EAGLE DISTRIBUTING, INC.|99CON05526|02/22/2012|07CAC01031|02/20/2012|2500|8550054|FRIENDS OF CHARLIE JANSSEN
ASSOCIATION OF NEBRASKA ETHANOL PRODUCERS|09CUA06024|02/27/2012|99PPC00002|02/24/2012|1250|8560090|NE REPUBLICAN PARTY
E ENERGY ADAMS, LLC|09CUA06358|02/27/2012|11CAC01599|02/24/2012|500|8560091|SHEEHY FOR GOVERNOR
NEBRASKA BEEF LTD|99CON04797|02/29/2012|07CAC01063|03/11/2011|1000|8560096|FRIENDS FOR HEATH MELLO
NEBRASKA BEEF LTD|99CON04797|02/29/2012|07CAC01063|08/19/2011|1500|8560096|FRIENDS FOR HEATH MELLO
H.G. KLUG SONS, INC.|12CUA06874|03/01/2012|11CAC01580|10/19/2011|400|8560094|THOMAS MULLIGAN FOR OMAHA CITY COUNCIL
KELLEY &  JERRAM PC LLO|08CUA04796|03/02/2012|99PPC00023|04/08/2011|1000|8560095|DOUGLAS COUNTY DEMOCRATIC PARTY
PERRY, GUTHERY, HAASE & GESSFORD, PC|99CUA02475|03/02/2012|12BQC00304|01/23/2012|500|8560098|CAMPAIGN FOR SAFE, WARM, AND DRY SCHOOLS
WERNER ENTERPRISES, INC.|99CUA00553|03/02/2012|11CAC01599|02/17/2012|2500|8560099|SHEEHY FOR GOVERNOR
HAWKINS CONSTRUCTION COMPANY|99CUA00109|03/05/2012|99CAC00526|02/27/2012|2000|8570115|FRANKLIN THOMPSON FOR CITY COUNCIL COMMITTEE
APOLLO GROUP, INC.|05CUA03269|03/06/2012|99PPC00003|02/23/2012|1250|8570108|NE DEMOCRATIC PARTY
APOLLO GROUP, INC.|05CUA03269|03/06/2012|99PPC00002|02/23/2012|1250|8570108|NE REPUBLICAN PARTY
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/06/2012|99PPC00003|02/07/2012|1250|8570114|NE DEMOCRATIC PARTY
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/06/2012|11CAC01585|02/16/2012|100|8570114|TURCO FOR LEGISLATURE
COX COMMUNICATIONS, INC.|99CUA00739|03/06/2012|05CAC00722|04/08/2011|2500|8570110|GOVERNOR HEINEMAN COMMITTEE
COX COMMUNICATIONS, INC.|99CUA00739|03/06/2012|07CAC01057|02/20/2012|1000|8570111|MCCOY FOR LEGISLATURE COMMITTEE
TENASKA, INC.|99CUA00714|03/06/2012|99PPC00003|02/23/2012|625|8570138|NE DEMOCRATIC PARTY
WASTE CONNECTIONS, INC.|99CUA02825|03/06/2012|07CAC01044|02/20/2012|500|8570139|COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM
SYDNEY INVESTMENTS LLC (NOT REQUIRED LLC)|99CUA03184|03/09/2012|07CAC01033|03/06/2012|500|8570136|CLARE FOR REGENT
NE RESTAURANT ASSOCIATION|99CUA00511|03/09/2012|99PPC00003|02/29/2012|312.5|8570124|NE DEMOCRATIC PARTY
WERNER ENTERPRISES, INC.|99CUA00553|03/02/2012|12BQC00310|02/03/2012|1000|8560099|NEBRASKANS FOR WORKERS COMPENSATION EQUITY (NR)
TENET HEALTHCARE|99CON04790|03/13/2012|08CAC01106|02/23/2012|1000|8580177|COMMITTEE TO ELECT BRENDA COUNCIL
TENET HEALTHCARE|99CON04790|03/13/2012|07CAC01063|02/23/2012|1000|8580177|FRIENDS FOR HEATH MELLO
TENET HEALTHCARE|99CON04790|03/13/2012|07CAC01035|02/23/2012|1000|8580177|NORDQUIST FOR LEGISLATURE
FRASER STRYKER PC LLO|99CUA00203|04/06/2006|06CAC00834|04/05/2006|5000|7250218|CITIZENS FOR A BETTER NEBRASKA
FRATERNAL ORDER OF POLICE LODGE #59|06CON09404|04/06/2006|99CAC00663|08/29/2006|500|7250219|FRIENDS FOR ABBIE CORNETT
BRUMBAUGH & QUANDAHL, P.C.|99CUA00534|03/31/2006|99CAC00585|03/21/2006|490|7240056|COMMITTEE TO RE-ELECT JERRY RYAN
HEARTLAND FAMILY HEALTH AND CHIROPRACTIC CLINIC, INC|06CUA03637|04/06/2006|06CAC00820|03/25/2006|500|7250226|DECAMP FOR LEGISLATURE
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99CAC00258|03/01/2006|100|7250245|COMMITTEE TO ELECT LEO PAT ENGEL
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99CAC00579|03/01/2006|100|7250245|MIKE FRIEND FOR LEGISLATURE
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99CAC00648|03/08/2006|100|7250245|FISCHER FOR LEGISLATURE
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|05CAC00729|03/08/2006|100|7250245|GREG ADAMS FOR LEGISLATURE
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|06CAC00768|03/15/2006|100|7250245|PANKONIN FOR LEGISLATURE
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99CAC00619|03/22/2006|100|7250245|ARNOLD STUTHMAN CAMPAIGN FUND
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99CAC00169|03/22/2006|100|7250245|DWITE PEDERSEN FOR PUBLIC OFFICE
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99CAC00647|03/22/2006|200|7250245|MIKE FLOOD FOR LEGISLATURE
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99CAC00686|03/22/2006|100|7250245|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99PPC00003|03/22/2006|750|7250245|NE DEMOCRATIC PARTY
NE HOSPITAL ASSOCIATION|99CUA00111|04/06/2006|99PPC00002|03/22/2006|240|7250245|NE REPUBLICAN PARTY
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|04/06/2006|05CAC00725|03/07/2006|500|7250250|MUNGER FOR LEGISLATURE 
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|04/06/2006|05CAC00755|03/14/2006|300|7250250|ASHFORD FOR LEGISLATURE
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|04/06/2006|99CAC00565|03/14/2006|500|7250250|MINES FOR LEGISLATURE
O'HARA, LINDSAY & ASSOCIATES, INC.|99CUA00069|04/06/2006|99PPC00003|03/17/2006|1000|7260003|NE DEMOCRATIC PARTY
N. PITLOR & SON, INC.|99CUA01477|03/31/2006|99CAC00562|04/01/2005|500|7240074|BRUNING FOR ATTORNEY GENERAL
R. CHARLES IHDE, D.C.|06CUA03638|04/06/2006|06CAC00820|03/16/2006|300|7260010|DECAMP FOR LEGISLATURE
FAW GARAGE|06CUA03551|03/06/2006|05CAC00734|08/26/2005|250|7190232|ROSS FOR STATE TREASURER
FAW MOTOR COMPANY|06CUA03552|03/06/2006|05CAC00734|08/26/2005|250|7190234|ROSS FOR STATE TREASURER
KELLEY &  LEHAN PC|99CUA00067|04/03/2006|06CAC00824|03/29/2006|250|7250233|CONNEALY FOR PSC
ALTICOR INC.|06CUA03444|04/07/2006|99CAC00562|04/13/2005|1000|7250201|BRUNING FOR ATTORNEY GENERAL
BARR PHARMACEUTICALS|06CUA03464|04/07/2006|99CAC00562|09/22/2005|1000|7250205|BRUNING FOR ATTORNEY GENERAL
BLACKWELL, SANDERS, PEPER, MARTIN - OMAHA|99CUA02545|04/07/2006|99PPC00002|03/29/2006|1500|7250208|NE REPUBLICAN PARTY
BLACKWELL, SANDERS, PEPER, MARTIN - OMAHA|99CUA02545|04/07/2006|99PPC00002|03/02/2006|1000|7250209|NE REPUBLICAN PARTY
E & A CONSULTING GROUP, INC.                |99CUA00220|04/07/2006|99CAC00544|04/06/2006|250|7250216|COMMITTEE TO ELECT JIM VOKAL
FIRST NATIONAL OF NEBRASKA|99CUA00117|04/07/2006|05CAC00722|03/01/2006|15000|7250217|GOVERNOR HEINEMAN COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00648|03/02/2006|100|7250221|FISCHER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|05CAC00722|03/03/2006|5000|7250221|GOVERNOR HEINEMAN COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00169|03/06/2006|100|7250221|DWITE PEDERSEN FOR PUBLIC OFFICE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99PPC00003|03/06/2006|1000|7250221|NE DEMOCRATIC PARTY
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00579|03/13/2006|100|7250221|MIKE FRIEND FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00017|03/13/2006|100|7250221|NORTH LINCOLN VOTERS FOR LANDIS
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|06CAC00768|03/13/2006|100|7250221|PANKONIN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00686|03/14/2006|100|7250221|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99PPC00002|03/15/2006|750|7250221|NE REPUBLICAN PARTY
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00569|03/17/2006|100|7250221|VICKIE MCDONALD FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00647|03/17/2006|100|7250221|MIKE FLOOD FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00670|03/23/2006|100|7250221|LANGEMEIER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00411|03/27/2006|100|7250221|RAY AGUILAR FOR LEGISLATURE
HDR, INC.|99CUA00046|04/07/2006|05CAC00722|03/14/2006|1000|7250225|GOVERNOR HEINEMAN COMMITTEE
HORIZONTAL BORING & TUNNELING|99CON06385|04/07/2006|99PPC00002|03/20/2006|500|7250229|NE REPUBLICAN PARTY
KRIEGER FAMILY FOUNDATION|06CON08794|04/07/2006|05BQC00118|01/04/2006|1000|7250237|COMMUNITY FOR KIDS COMMITTEE
LANDMARK MANAGEMENT GROUP|06CUA03453|04/07/2006|99CAC00562|03/18/2005|500|7250238|BRUNING FOR ATTORNEY GENERAL
NEBRASKANS FOR WORKERS COMPENSATION EQUITY|99CUA03094|04/07/2006|06CAC00766|03/22/2006|500|7260001|STOTHERT FOR LEGISLATURE
NEBRASKANS FOR WORKERS COMPENSATION EQUITY|99CUA03094|04/07/2006|99CAC00602|03/22/2006|250|7260001|FRIENDS FOR COMBS
JAMES M. GRAY, INC. DBA OMAHA DIVISION INSURANCE|06CUA03515|04/07/2006|99CAC00651|04/05/2006|500|7260005|NEBRASKANS FOR NABITY
WERNER ENTERPRISES, INC.|99CUA00553|04/07/2006|05CAC00743|03/31/2006|250|7260021|TIM GAY FOR LEGISLATURE
WERNER ENTERPRISES, INC.|99CUA00553|04/07/2006|06CAC00766|03/31/2006|250|7260021|STOTHERT FOR LEGISLATURE
WISE-MACK, INC|99CON01423|04/07/2006|05BQC00112|03/28/2006|1000|7260023|NEIGHBORS FOR BETTER STREETS AND SEWERS
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|05BQC00116|03/24/2006|500|7250230|YES FOR AMENDMENT ONE (DISSOLVED IN 2006)
SELDIN COMPANY|99CUA00223|04/04/2006|06CAC00850|04/03/2006|500|7260012|CAROL RUSSELL FOR REGENT
M.E. COLLINS CONTRACTING|99CON01414|01/24/2006|06CAC00794|01/19/2006|250|7140036|PAT HUNTER SAUNDERS COUNTY TREASURER (NR)
COX COMMUNICATIONS, INC.|99CUA00739|01/10/2006|99PAC00092|12/31/2005|5000|7120050|NEBRASKA-PAC
ALLIANCE GROUP, INC.|05CUA03270|04/11/2006|99PPC00024|03/10/2006|600|7270041|DOUGLAS COUNTY REPUBLICAN PARTY
CHECK INTO CASH, INC.|05CUA03358|04/11/2006|05CAC00722|02/28/2006|500|7270048|GOVERNOR HEINEMAN COMMITTEE
CHECK INTO CASH, INC.|05CUA03358|04/11/2006|99CAC00562|09/01/2005|675|7270049|BRUNING FOR ATTORNEY GENERAL
HAMPTON FAMILY FOUNDATION|06CON09923|04/11/2006|05BQC00118|01/04/2006|1000|7270059|COMMUNITY FOR KIDS COMMITTEE
HASTINGS CORPORATION|99CUA02874|04/11/2006|99BQC00067|03/06/2006|1000|7270060|CITIZENS FOR FUTURE SCHOOL INVESTMENT
HASTINGS TRIBUNE, THE|06CUA03704|04/11/2006|99BQC00067|03/06/2006|1000|7270061|CITIZENS FOR FUTURE SCHOOL INVESTMENT
HERITAGE BANK|99CON05603|04/11/2006|99BQC00067|03/06/2006|500|7270062|CITIZENS FOR FUTURE SCHOOL INVESTMENT
PERRY, GUTHERY, HAASE & GESSFORD, PC|99CUA02475|04/11/2006|99BQC00067|04/10/2006|1000|7270080|CITIZENS FOR FUTURE SCHOOL INVESTMENT
SAMPSON CONSTRUCTION CO., INC.|99CUA01228|04/11/2006|05BQC00118|02/07/2006|5000|7270083|COMMUNITY FOR KIDS COMMITTEE
HOPPE, INC.|99CUA02683|01/30/2006|05CAC00722|01/23/2006|250|7150173|GOVERNOR HEINEMAN COMMITTEE
HOPPE, INC.|99CUA02683|01/31/2006|05CAC00722|07/12/2005|250|7150172|GOVERNOR HEINEMAN COMMITTEE
HOPPE, INC.|99CUA02683|01/30/2006|05BQC00118|01/24/2006|500|7150173|COMMUNITY FOR KIDS COMMITTEE
THIELE GEOTECH INC.|99CUA01911|01/30/2006|05BQC00112|09/27/2005|500|7150186|NEIGHBORS FOR BETTER STREETS AND SEWERS
BRUMBAUGH & QUANDAHL, P.C.|99CUA00534|06/08/2006|99CAC00646|06/05/2006|500|7310212|COMMITTEE TO ELECT STU DORNAN
COX COMMUNICATIONS, INC.|99CUA00739|06/08/2006|99CAC00209|06/06/2006|400|7310214|ROD JOHNSON FOR PSC
MAGNUM RESOURCES, INC.|99CUA02161|02/02/2006|05CAC00732|11/10/2005|500|7150180|NAGENGAST FOR REGENT
AQUILA NETWORKS, INC.|99CUA00064|02/02/2006|05BQC00118|01/19/2006|1000|7150168|COMMUNITY FOR KIDS COMMITTEE
OMAHA EMERGENCY PHYSICIANS, PC|06CUA03580|02/01/2006|99CAC00646|12/01/2005|1100|7150182|COMMITTEE TO ELECT STU DORNAN
PONCA EDUCATION ASSOCIATION|06CUA03560|02/01/2006|06BQC00121|01/27/2006|675|7150183|COMMITTEE FOR KIDS AND A POSITIVE FUTURE
FIRST NATIONAL OF NEBRASKA|99CUA00117|02/01/2006|99CAC00045|02/01/2006|2000|7150169|JULIE HANEY FOR COUNTY TREASURER
FIRST NATIONAL OF NEBRASKA|99CUA00117|02/01/2006|99CAC00663|02/01/2006|250|7150169|FRIENDS FOR ABBIE CORNETT
FIRST NATIONAL OF NEBRASKA|99CUA00117|02/01/2006|05CAC00745|02/01/2006|200|7150169|KASCHKE FOR LEGISLATURE (NOW KASCHKE FOR MAYOR)
FIRST NATIONAL OF NEBRASKA|99CUA00117|02/01/2006|05CAC00763|02/01/2006|200|7150169|HANSEN FOR LEGISLATURE
FIRST NATIONAL OF NEBRASKA|99CUA00117|02/01/2006|05CAC00725|02/01/2006|500|7150169|MUNGER FOR LEGISLATURE 
HAWKINS CONSTRUCTION COMPANY|99CUA00109|09/10/2007|99CAC00544|08/31/2007|1500|7590157|COMMITTEE TO ELECT JIM VOKAL
KIEWIT CORPORATION|99CUA00081|02/01/2006|99PPC00002|01/06/2006|10000|7150177|NE REPUBLICAN PARTY
DINKEL IMPLEMENT CO.|99CUA01961|02/06/2006|05CAC00722|07/29/2005|2200|0|GOVERNOR HEINEMAN COMMITTEE
JAMES M. GRAY, INC. DBA OMAHA DIVISION INSURANCE|06CUA03515|02/06/2006|99CAC00651|12/13/2005|500|0|NEBRASKANS FOR NABITY
JAMES M. GRAY, INC. DBA OMAHA DIVISION INSURANCE|06CUA03515|02/06/2006|99CAC00651|01/26/2006|500|0|NEBRASKANS FOR NABITY
PAYLESS OFFICE PRODUCTS|99CON07276|02/06/2006|05CAC00732|12/07/2005|500|0|NAGENGAST FOR REGENT
HARRISON FARMS, INC|06CUA03604|02/06/2006|05CAC00762|01/25/2006|250|0|MARK CHRISTENSEN FOR LEGISLATURE
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|02/07/2006|99PAC00092|01/19/2006|10000|0|NEBRASKA-PAC
BLACKWELL, SANDERS, PEPER, MARTIN - OMAHA|99CUA02545|02/08/2006|99PPC00024|12/16/2005|1000|0|DOUGLAS COUNTY REPUBLICAN PARTY
CHIEF INDUSTRIES, INC.|99CUA00118|02/08/2006|05BQC00116|03/24/2006|2500|0|YES FOR AMENDMENT ONE (DISSOLVED IN 2006)
FEO INVESTMENTS|06CUA03522|02/08/2006|05CAC00722|11/17/2005|2000|0|GOVERNOR HEINEMAN COMMITTEE
NORFOLK BEVERAGE COMPANY THE|99CUA01154|02/08/2006|05CAC00722|07/27/2005|1000|0|GOVERNOR HEINEMAN COMMITTEE
GENE STEFFY'S CHRYSLER CENTER, INC.|06CUA03523|02/08/2006|05CAC00722|10/06/2005|1000|0|GOVERNOR HEINEMAN COMMITTEE
NE HOSPITAL ASSOCIATION|99CUA00111|02/08/2006|05CAC00757|01/16/2006|100|0|WIGHTMAN FOR LEGISLATURE
NE HOSPITAL ASSOCIATION|99CUA00111|02/08/2006|99CAC00178|01/03/2006|200|0|PEOPLE FOR PREISTER
DOBSON BROTHERS CONSTRUCTION COMPANY|99CUA01174|06/08/2006|05BQC00118|02/01/2006|500|7310215|COMMUNITY FOR KIDS COMMITTEE
M.E. COLLINS CONTRACTING|99CON01414|01/24/2006|06CAC00795|01/12/2006|250|7140035|KEVIN STUKENHOLTZ SAUNDERS COUNTY SHERIFF 
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|02/09/2006|99PPC00024|12/16/2005|500|0|DOUGLAS COUNTY REPUBLICAN PARTY
LUEDER CONSTRUCTION COMPANY|99CUA01269|02/09/2006|99PPC00024|01/09/2006|500|0|DOUGLAS COUNTY REPUBLICAN PARTY
NE HOSPITAL ASSOCIATION|99CUA00111|02/09/2006|05CAC00757|01/16/2006|100|0|WIGHTMAN FOR LEGISLATURE
NE HOSPITAL ASSOCIATION|99CUA00111|02/09/2006|99CAC00178|01/03/2006|200|0|PEOPLE FOR PREISTER
NP DODGE COMPANY|99CUA00861|02/09/2006|99PAC00092|01/25/2006|5000|0|NEBRASKA-PAC
WALTER'S COMPANY, INC|06CUA03607|02/09/2006|99CAC00651|01/23/2006|250|0|NEBRASKANS FOR NABITY
WERNER ENTERPRISES, INC.|99CUA00553|02/09/2006|06CAC00766|01/27/2006|250|0|STOTHERT FOR LEGISLATURE
UNION PACIFIC RAILROAD COMPANY|99CUA00078|02/10/2006|05CAC00746|01/20/2006|500|0|COMMITTEE TO ELECT KERRY WINTERER
UNION PACIFIC RAILROAD COMPANY|99CUA00078|02/10/2006|99CAC00579|01/20/2006|500|0|MIKE FRIEND FOR LEGISLATURE
UNION PACIFIC RAILROAD COMPANY|99CUA00078|02/10/2006|99PPC00024|01/20/2006|2500|0|DOUGLAS COUNTY REPUBLICAN PARTY
NE HOSPITAL ASSOCIATION|99CUA00111|06/08/2006|05CAC00744|05/10/2006|250|7310224|CONRAD FOR LEGISLATURE
WEST POINT EDUCATION ASSOCIATION|06CUA03934|01/25/2007|07BQC00147|01/23/2007|1000|7440089|CITIZENS FOR EDUCATION AND COMMUNITY
SCHERING-PLOUGH (LABORATORIES)|99CUA01816|09/10/2007|99CAC00562|08/27/2007|1500|7590168|BRUNING FOR ATTORNEY GENERAL
SIDNEY EDUCATOR'S ASSOCIATION|07CUA04669|09/10/2007|07BQC00163|08/07/2007|500|7590169|CITIZENS FOR BUILDING OUR FUTURE
