Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004574|06IRC00475|10/25/2010|10/26/2010|8300194|NextGen Persuasion - Chad Wright for Legislature|2452 18th St. NW, 2nd Floor|Washington|DC|20009||10/21/2010|10882|10FIS11703|O |||11/05/2010|nadc06|CHAD W WRIGHT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004575|06IRC00475|10/25/2010|10/26/2010|8300195|NextGen Persuasion - Citizens to Elect Jim Smith|2452 18th St. NW, 2nd Floor|Washington|DC|20009||10/21/2010|13082|10FIS11697|O |||11/05/2010|nadc06|JIM   (#14)  SMITH
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004603|06IRC00475|10/27/2010|10/29/2010|8300196|NextGen Persuasion - Citizens to Elect Jim Smith|2452 18th St NW, Second Floor|Washington|DC|20009|2024950586|10/26/2010|14243.5|10FIS11697|O |||11/05/2010|nadc06|JIM   (#14)  SMITH
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004604|06IRC00475|10/27/2010|10/29/2010|8300197|NextGen Persuasion - Knabe for Legislature|2452 18th St NW, Second Floor|Washington|DC|20009|2027950586|10/26/2010|14243.5|10FIS11595|O |||11/05/2010|nadc06|JOHN W KNABE
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004605|06IRC00475|10/27/2010|10/29/2010|8300198|NextGen Persuasion - Lydia Brasch for Legislature|2452 18th St NW, Second Floor|Washington|DC|20009|2024950586|10/26/2010|14243.5|10FIS11753|O |||11/05/2010|nadc06|LYDIA N BRASCH
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004606|06IRC00475|10/27/2010|10/29/2010|8300199|NextGen Persuasion - Committee to Elect Chad Wright |2452 18th St NW, Second Floor|Washington|DC|20009|2027950586|10/26/2010|14243.5|10FIS11703|O |||11/05/2010|nadc06|CHAD W WRIGHT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004621|06IRC00475|11/02/2010|11/02/2010|0|Meyer Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|10/28/2010|1730|05FIS10057|S |||11/02/2010|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004622|06IRC00475|11/02/2010|11/02/2010|0|Meyer Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|10/28/2010|3630|05FIS10081|S |||11/02/2010|nadc06|KENT W ROGERT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004623|06IRC00475|11/02/2010|11/02/2010|0|Meyer Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|10/28/2010|2730|05FIS10091|S |||11/02/2010|nadc06|NORMAN T WALLMAN
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004624|06IRC00475|11/02/2010|11/02/2010|0|Meyer Teleservices - Teresa Whitehead for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|10/28/2010|2760|10FIS11837|S |||11/02/2010|nadc06|TERESA L WHITEHEAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004627|06IRC00475|11/02/2010|11/03/2010|0|Meyer Teleservices - McGill for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||10/31/2010|3270|06FIS10441|S |||11/03/2010|nadc01|AMANDA M MCGILL
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004628|06IRC00475|11/02/2010|11/03/2010||Meyer Teleservices-Teresa Whitehead for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||10/31/2010|1660|10FIS11837|S |||11/03/2010|nadc01|TERESA L WHITEHEAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004629|06IRC00475|11/02/2010|11/03/2010||Meyer Teleservices-Conrad for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||10/31/2010|720|05FIS10057|S |||11/03/2010|nadc01|DANIELLE M CONRAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004630|06IRC00475|11/02/2010|11/03/2010||Meyer Teleservices-Rogert for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||10/31/2010|1400|05FIS10081|S |||11/03/2010|nadc01|KENT W ROGERT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004631|06IRC00475|11/02/2010|11/03/2010||Meyer Teleservices-Wallman for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||10/31/2010|1520|05FIS10091|S |||11/03/2010|nadc01|NORMAN T WALLMAN
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004633|06IRC00475|11/03/2010|11/04/2010|0|Meyer Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/01/2010|260|05FIS10057|S |||11/04/2010|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004634|06IRC00475|11/03/2010|11/04/2010|0|Meyer Teleservices - McGill for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/01/2010|580|06FIS10441|S |||11/04/2010|nadc06|AMANDA M MCGILL
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004635|06IRC00475|11/03/2010|11/04/2010|0|Meyer Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/01/2010|810|05FIS10081|S |||11/04/2010|nadc06|KENT W ROGERT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004636|06IRC00475|11/03/2010|11/04/2010|0|Meyer Teleservices - Teresa Whitehead for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/01/2010|880|10FIS11837|S |||11/04/2010|nadc06|TERESA L WHITEHEAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004637|06IRC00475|11/03/2010|11/04/2010|0|Meyer Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/01/2010|980|05FIS10091|S |||11/04/2010|nadc06|NORMAN T WALLMAN
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004638|06IRC00475|11/04/2010|11/05/2010|0|Meyer Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/02/2010|1230|05FIS10057|S |||11/05/2010|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004639|06IRC00475|11/04/2010|11/05/2010|0|Meyer Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/02/2010|2800|05FIS10091|S |||11/05/2010|nadc06|NORMAN T WALLMAN
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004640|06IRC00475|11/04/2010|11/05/2010|0|Meyer Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/02/2010|2190|05FIS10081|S |||11/05/2010|nadc06|KENT W ROGERT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004641|06IRC00475|11/04/2010|11/05/2010|0|Meyer Teleservices - Teresa Whitehead for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/02/2010|2380|10FIS11837|S |||11/05/2010|nadc06|TERESA L WHITEHEAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004642|06IRC00475|11/04/2010|11/05/2010|0|Meyer Teleservices - Burke Haar for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|11/02/2010|1510|10FIS11588|S |||11/05/2010|nadc06|BURKE J HARR
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003178|06IRC00470|10/27/2008|10/27/2008|7840041|US Postmaster (Leading Edge Printing) - Lautenbaugh|4303 S. 90th Street|Omaha|NE|68127||10/23/2008|1268.15|07FIS10931|S |||11/04/2008|nadc01|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003179|06IRC00470|10/27/2008|10/27/2008|7840042|US Postmaster (Leading Edge Printing) - Jeffers|4303 S. 90th Street|Omaha|NE|68127||10/23/2008|1288.6|07FIS10960|S |||11/04/2008|nadc01|JAMES A JEFFERS
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003180|06IRC00470|10/27/2008|10/27/2008|7840043|US Postmaster (Leading Edge Printing) - Utter|4303 S. 90th Street|Omaha|NE|68127||10/23/2008|1332.43|07FIS10908|S |||11/04/2008|nadc01|DENNIS R UTTER
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003184|06IRC00470|10/28/2008|10/28/2008|7840044|Redstone Communications - Dennis Utter for Legislature|10031 Maple Street|Omaha|NE|68134||10/28/2008|1003|07FIS10908|S |||11/04/2008|nadc01|DENNIS R UTTER
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003221|06IRC00470|11/03/2008|11/03/2008|7840154|Creative Reservoir, Inc. - Dennis Utter for Legislature|7551 Main Street, Suite 208A|Ralston|NE|68127||11/03/2008|1254.01|07FIS10908|S |||11/10/2008|nadc06|DENNIS R UTTER
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003222|06IRC00470|11/03/2008|11/03/2008|7840155|Creative Reservoir, Inc. - Jeffers for Legislature|7551 Main Street, Suite 208A|Ralston|NE|68127||11/03/2008|1169.34|07FIS10960|S |||11/10/2008|nadc06|JAMES A JEFFERS
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003241|06IRC00470|10/29/2008|10/29/2008|7840045|US Postmaster (Quality Press Printing) - Scott Lautenbaugh for Legislature|3500 N. 20th Street|Lincoln|NE|68521||10/29/2008|1076.3|07FIS10931|S |||11/04/2008|nadc01|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004545|06IRC00470|10/22/2010|10/22/2010|0|Creative Reservoir - Lautenbaugh for Legislature|105 N 31St Avenue Suite 218|Omaha|NE|68131|4024968631|10/21/2010|1799.67|07FIS10931|S |||10/22/2010|nadc06|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004546|06IRC00470|10/22/2010|10/22/2010|0|Advantage Inc. - Mike Moser for legislature|2300 Clarendon Blvd.|Arlington|VA|22201|7035241565|10/21/2010|1800|07FIS10800|S |||10/22/2010|nadc06|MICHAEL L MOSER
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004547|06IRC00470|10/22/2010|10/22/2010|0|Nebraska Press Association - Lautenbaugh for Legislature|845 S Street|Lincoln|NE|68508|4024762851|10/21/2010|529.5|07FIS10931|S |||10/22/2010|nadc06|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004548|06IRC00470|10/22/2010|10/22/2010|0|Nebraska Press Association - Mike Moser for Legislature|845 S Street|Lincoln|NE|68508|4024762851|10/21/2010|946.16|07FIS10800|S |||10/22/2010|nadc06|MICHAEL L MOSER
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004549|06IRC00470|10/22/2010|10/22/2010|0|Victory Enterprises - Mike Moser for Legislature|5200 SW 30th Street, Suite 7|Davenport|IA|52808||10/21/2010|2777.2|07FIS10800|S |||10/22/2010|nadc06|MICHAEL L MOSER
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004550|06IRC00470|10/22/2010|10/22/2010|0|Nebraska Press Association - Citizens to Elect Jim Smith|845 S Street|Lincoln|NE|68508|4024762851|10/21/2010|503.66|10FIS11697|S |||10/22/2010|nadc06|JIM   (#14)  SMITH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004551|06IRC00470|10/22/2010|10/22/2010|0|Leading Edge Printing - Lautenbaugh for Legislature|4303 S 90th Street|Omaha|NE|68127||10/21/2010|1800.7|07FIS10931|S |||10/22/2010|nadc06|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004552|06IRC00470|10/22/2010|10/22/2010|0|Leading Edge Printing - Citizens to Elect Jim Smith|4303 S 90th Street|Omaha|NE|68127||10/21/2010|4948.95|10FIS11697|S |||10/22/2010|nadc06|JIM   (#14)  SMITH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004553|06IRC00470|10/22/2010|10/22/2010||Leading Edge Printing - Bob Krist for Legislature|4303 S 90th Street|Omaha|NE|68127||10/21/2010|1406.5|09FIS11519|S |||10/22/2010|nadc06|ROBERT J KRIST
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004554|06IRC00470|10/22/2010|10/22/2010|0|Leading Edge Printing - Mike Moser for Legislature|4303 S 90th Street|Omaha|NE|68127||10/21/2010|5289.32|07FIS10800|S |||10/22/2010|nadc06|MICHAEL L MOSER
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004555|06IRC00470|10/22/2010|10/22/2010|0|Creative Reservoir - Citizens to Elect Jim Smith|105 N 31st Avenue, Suite 218|Omaha|NE|68131|4024968631|10/21/2010|3768.12|10FIS11697|S |||10/22/2010|nadc06|JIM   (#14)  SMITH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004556|06IRC00470|10/22/2010|10/22/2010|0|Creative Reservoir - Bob Krist for Legislature|105 N 31st Avenue, Suite 218|Omaha|NE|68131|4024968631|10/21/2010|1553.84|09FIS11519|S |||10/22/2010|nadc06|ROBERT J KRIST
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004557|06IRC00470|10/22/2010|10/22/2010|0|Creative Reservoir - Mike Moser for Legislature|105 N 31St Avenue, Suite 218|Omaha|NE|68131|4024968631|10/21/2010|3360.33|07FIS10800|S |||10/22/2010|nadc06|MICHAEL L MOSER
