Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
99CAC00425|02/01/2000|99FIS07919|VALENTINE|ROBERT|Y|0|LEGISLATURE - DISTRICT 29-LEGISLATIVE COUNCIL     |29|LEGISLATURE
99CAC00434|03/14/2000|99FIS07922|BURLING|CARROLL|C|0|33-LEGISLATURE                                    |33|LEGISLATURE
99CAC00491|06/02/2000|99FIS07940|TESSMAN|BRIAN|J|0|LEGISLATURE - DISTRICT 33-LEGISLATIVE COUNCIL     |33|LEGISLATURE
99CAC00626|10/23/2002|99FIS07951|MEYER|FREDERIC|C|0|06-STATE BOARD OF EDUCATION                       |06|STATE BOARD OF EDUCATION
08CAC01113|05/06/2008|99FIS07953|RASMUSSEN|GARY|A|0|41|41|LEGISLATURE
99CAC00435|03/15/2000|99FIS07978|PATTON|DOUGLAS|K|0|LEGISLATURE - DISTRICT 45-LEGISLATIVE COUNCIL     |45|LEGISLATURE
99CAC00440|03/28/2000|99FIS08308|DOYLE|ALDONA|V|0|COUNTY COMMISSIONER DIST. #04-SARPY               |COUNTY COMMISSIONER DIST. #04|SARPY
99CAC00487|05/16/2000|99FIS08312|BRADLEY|KATHY| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
06CAC00819|03/28/2006|99FIS08314|HORNADY|MARGARET| |0|MAYOR|MAYOR|GRAND ISLAND
99CAC00523|10/04/2000|99FIS08366|HATCHER|THERESA|S|0|CITY COUNCIL DISTRICT #02-BELLEVUE                |CITY COUNCIL DISTRICT #02|BELLEVUE
99CAC00526|10/20/2000|99FIS08380|THOMPSON|FRANKLIN|T|0|CITY COUNCIL DISTRICT #06-OMAHA                   |CITY COUNCIL DISTRICT #06|OMAHA
06CAC00929|05/31/2006|99FIS08384|PROKOP|ROBERT|J|0|05|05|BOARD OF REGENTS
08CAC01205|10/06/2008|99FIS08386|LEAHY|PATRICK| |0|01|01|METRO TECH COMMUNITY COLLEGE
99CAC00530|10/27/2000|99FIS08386|LEAHY|PATRICK| |0|01-METRO TECH COMMUNITY COLLEGE                   |01|METRO TECH COMMUNITY COLLEGE
99CAC00531|11/01/2000|99FIS08390|GARDNER|MELISSA| |0|SUBDISTRICT #07-NATURAL RESOURCE DISTRICT         |SUBDISTRICT #07|NATURAL RESOURCE DISTRICT
10CAC01396|04/26/2010|99FIS08395|LONERGAN|TIM|S|0|10|10|LEGISLATURE
99CAC00552|02/27/2001|99FIS08398|GERNANDT|GARRY|C|0|CITY COUNCIL DISTRICT #04-OMAHA                   |CITY COUNCIL DISTRICT #04|OMAHA
08CAC01312|12/02/2008|99FIS08401|VOKAL, JR.|JAMES|D|0|MAYOR|MAYOR|OMAHA
99CAC00544|01/22/2001|99FIS08401|VOKAL, JR.|JAMES|D|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00543|01/22/2001|99FIS08402|MAGID|BERNARD| |0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
99CAC00536|01/01/2001|99FIS08403|LOVE|JAMES|P|0|28-LEGISLATURE                                    |28|LEGISLATURE
99CAC00538|01/05/2001|99FIS08405|RICK|RANGER| |0|08-BOARD OF REGENTS                               |08|BOARD OF REGENTS
99CAC00555|03/21/2001|99FIS08407|DEMPSEY|ROBERT|M|0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
10CAC01470|07/27/2010|99FIS08414|STOJ|MARK|E|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
99CAC00541|01/25/2001|99FIS08417|BRIGGS|FREDERICK|W|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99PAC00132|05/05/2003|99FIS08418|FRIENDT|GLENN|A|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
99CAC00542|01/23/2001|99FIS08418|FRIENDT|GLENN|A|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
10CAC01515|11/08/2010|99FIS08419|ROBINSON|MICHAEL|W|0|COUNTY SHERIFF|COUNTY SHERIFF|WASHINGTON
99CAC00548|02/12/2001|99FIS08420|WELCH|DANIEL|J|0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
99CAC00545|01/29/2001|99FIS08421|CARLSON|JON|D|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00455|12/13/1999|99FIS08422|WINSTROM|ANDREW|L|0|CITY COUNCIL DISTRICT #06-OMAHA                   |CITY COUNCIL DISTRICT #06|OMAHA
99CAC00535|11/06/2000|99FIS08424|WERNER|TERRY|M|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00559|03/30/2001|99FIS08430|COIT|TERRENCE|A|0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
99CAC00553|03/09/2001|99FIS08431|GALE|JOHN|A|0|SECRETARY OF STATE-SECRETARY OF STATE             |SECRETARY OF STATE|SECRETARY OF STATE
99CAC00576|01/24/2002|99FIS08432|ROBINSON|TAMI|C|0|COUNTY COMMISSIONER DIST. #03-LANCASTER           |COUNTY COMMISSIONER DIST. #03|LANCASTER
99CAC00547|02/13/2001|99FIS08433|SIGERSON|CHARLES|W|0|CITY COUNCIL DISTRICT #07-OMAHA                   |CITY COUNCIL DISTRICT #07|OMAHA
99CAC00546|02/12/2001|99FIS08435|PRETTYMAN|KEITH|A|0|SCHOOL BOARD - DIST 05-LINCOLN                    |SCHOOL BOARD - DIST 05|LINCOLN
99CAC00549|02/20/2001|99FIS08436|LANGDON|WILLIAM|E|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00551|02/27/2001|99FIS08439|KOCH|JAMES|R|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00556|03/27/2001|99FIS08444|COLEMAN|DONALD|L|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00554|03/22/2001|99FIS08445|ZOZ|PAUL|W|0|COUNTY COMMISSIONER DIST. #03-LANCASTER           |COUNTY COMMISSIONER DIST. #03|LANCASTER
99CAC00557|03/26/2001|99FIS08465|DANEK|KATHY| |0|SCHOOL BOARD - DIST 01-LINCOLN                    |SCHOOL BOARD - DIST 01|LINCOLN
99CAC00560|04/30/2001|99FIS08506|MAYHEW|DON| |0|SCHOOL BOARD - DIST 07-LINCOLN                    |SCHOOL BOARD - DIST 07|LINCOLN
99CAC00561|05/09/2001|99FIS08508|NOLAN|MICHAEL| |0|SCHOOL BOARD - DIST 07-LINCOLN                    |SCHOOL BOARD - DIST 07|LINCOLN
99CAC00603|05/09/2002|99FIS08522|STEVENS, JR|RAY|A|0|COUNTY COMMISSIONER DIST. #01-LANCASTER           |COUNTY COMMISSIONER DIST. #01|LANCASTER
99CAC00563|07/17/2001|99FIS08533|DREILING|RENE| |0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
99CAC00590|03/21/2002|99FIS08537|VAP|GERALD|L|0|05-PUBLIC SERVICE COMMISSION                      |05|PUBLIC SERVICE COMMISSION
99CAC00569|11/08/2001|99FIS08539|MCDONALD|VICKIE|D|0|41-LEGISLATURE                                    |41|LEGISLATURE
99CAC00569|11/08/2001|99FIS08539|MCDONALD|VICKIE|D|0|41-LEGISLATURE                                    |41|LEGISLATURE
99CAC00564|09/25/2001|99FIS08546|KUIPER|BRADLEY|D|0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
99CAC00527|10/23/2000|99FIS08548|PRICE|THOMAS| |0|SUBDISTRICT #05-NATURAL RESOURCE DISTRICT         |SUBDISTRICT #05|NATURAL RESOURCE DISTRICT
05CAC00763|12/19/2005|99FIS08549|HANSEN|THOMAS|F|0|42|42|LEGISLATURE
99CAC00567|10/24/2001|99FIS08550|CHRISTIANSEN|SAMUEL,III|J|0|COUNTY SHERIFF-DOUGLAS                            |COUNTY SHERIFF|DOUGLAS
99CAC00637|12/31/2002|99FIS08555|MESSMAN|JANET|K|0|COUNTY CLERK-HAMILTON                             |COUNTY CLERK|HAMILTON
99CAC00616|08/20/2002|99FIS08560|WALTERS|SCOTT|A|0|COUNTY SHERIFF-CASS                               |COUNTY SHERIFF|CASS
99CAC00596|04/16/2002|99FIS08588|WICHT|ROBERT|J|0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
99CAC00571|01/15/2002|99FIS08595|MEISTER|MICHAEL| |0|ATTORNEY GENERAL-ATTORNEY GENERAL                 |ATTORNEY GENERAL|ATTORNEY GENERAL
10CAC01480|08/04/2010|99FIS08595|MEISTER|MICHAEL| |0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00574|01/22/2002|99FIS08635|KOVARIK|JAMES|L|0|18-LEGISLATURE                                    |18|LEGISLATURE
99CAC00574|01/22/2002|99FIS08635|KOVARIK|JAMES|L|0|18-LEGISLATURE                                    |18|LEGISLATURE
99CAC00588|03/15/2002|99FIS09098|BAKER|TOM| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
06CAC00801|03/09/2006|99FIS09132|BOND|JERRY|O|0|02|02|LEGISLATURE
99CAC00593|04/01/2002|99FIS09146|VAVRICEK|JAY| |0|MAYOR-GRAND ISLAND                                |MAYOR|GRAND ISLAND
09CAC01387|11/02/2009|99FIS09146|VAVRICEK|JAY| |0|MAYOR|MAYOR|GRAND ISLAND
06CAC00800|03/17/2006|06FIS10292|BROWN|GERALD |D|0|COUNTY SHERIFF|COUNTY SHERIFF|SARPY
06CAC00806|03/17/2006|06FIS10309|FRAZIER|TODD |E|0|06|06|LEGISLATURE
10CAC01468|06/22/2010|06FIS10309|FRAZIER|TODD |E|0|06|06|LEGISLATURE
06CAC00986|10/23/2006|06FIS10320|BABCOCK|MARSHA|L|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|CASS
06CAC00897|05/02/2006|06FIS10321|DAVIS|JAN|L|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|SARPY
06CAC00821|03/31/2006|06FIS10326|KOWAL|DENA|F|0|COUNTY ASSESSOR|COUNTY ASSESSOR|DOUGLAS
06CAC00881|05/01/2006|06FIS10327|MCCLURE|ALBERT|E|0|30|30|LEGISLATURE
06CAC00845|04/10/2006|06FIS10338|COOLEY|JEFF|L|0|02|02|LEGISLATURE
06CAC00850|04/10/2006|06FIS10352|RUSSELL|CAROL|L|0|08|08|BOARD OF REGENTS
08CAC01114|04/14/2008|06FIS10352|RUSSELL|CAROL|L|0|01|01|METRO TECH COMMUNITY COLLEGE
99CAC00666|03/23/2004|99FIS09437|PAHLS|RICHARD|J|0|31-LEGISLATURE                                    |31|LEGISLATURE
99PAC00137|11/02/2004|99FIS09437|PAHLS|RICHARD|J|0|31-LEGISLATURE                                    |31|LEGISLATURE
99CAC00670|03/30/2004|99FIS09440|LANGEMEIER|CHRISTOPHER|R|0|23-LEGISLATURE                                    |23|LEGISLATURE
99CAC00663|03/15/2004|99FIS09441|CORNETT|ABBIE||0|45|45|LEGISLATURE
99CAC00651|01/22/2004|99FIS09454|NABITY|DAVID|R|0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
99CAC00652|01/22/2004|99FIS09455|ZIEGER|RONALD|W|0|01-LEGISLATURE                                    |01|LEGISLATURE
99CAC00665|03/23/2004|99FIS09467|COOKSLEY|KEVIN|T|0|43-LEGISLATURE                                    |43|LEGISLATURE
99CAC00688|05/20/2004|99FIS09468|FROEHLICH|VIRGIL|L|0|SUBDIVISION #10-NEBRASKA PUBLIC POWER DISTRICT    |SUBDIVISION #10|NEBRASKA PUBLIC POWER DISTRICT
99CAC00662|03/12/2004|99FIS09471|HOWARD|GWEN|E|0|09-LEGISLATURE                                    |09|LEGISLATURE
99PAC00137|11/02/2004|99FIS09471|HOWARD|GWEN|E|0|09-LEGISLATURE                                    |09|LEGISLATURE
99CAC00657|02/17/2004|99FIS09473|GAFFNEY|HOWARD|R|0|43-LEGISLATURE                                    |43|LEGISLATURE
99CAC00528|10/24/2000|99FIS09481|RODGERS|CHRISTOPHER|T|0|COUNTY COMMISSIONER DIST. #03-DOUGLAS             |COUNTY COMMISSIONER DIST. #03|DOUGLAS
99CAC00702|10/05/2004|99FIS09483|LARSEN|RONALD|W|0|SUBDIVISION #03-NEBRASKA PUBLIC POWER DISTRICT    |SUBDIVISION #03|NEBRASKA PUBLIC POWER DISTRICT
99CAC00656|02/09/2004|99FIS09487|ZWEIBACK|ROSIE| |0|DIST. 66 SCHOOL BOARD AT LARGE|DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
99CAC00680|04/21/2004|99FIS09488|JOHNSON|ALLEN|C|0|COUNTY COMMISSIONER DIST. #03-DOUGLAS             |COUNTY COMMISSIONER DIST. #03|DOUGLAS
99CAC00707|10/25/2004|99FIS09491|OFFERJOST|MARY|S|0|COUNTY COMMISSIONER DIST. #04-SARPY               |COUNTY COMMISSIONER DIST. #04|SARPY
99CAC00684|05/06/2004|99FIS09502|SCHEER|JAMES|D|0|03|03|STATE BOARD OF EDUCATION
99CAC00676|04/13/2004|99FIS09517|HERGERT|C.DAVID| |0|07-BOARD OF REGENTS                               |07|BOARD OF REGENTS
99CAC00686|05/14/2004|99FIS09526|HEIDEMANN|LAVON|L|0|01-LEGISLATURE                                    |01|LEGISLATURE
12CAC01617|01/30/2012|99FIS09526|HEIDEMANN|LAVON|L|0|05|05|BOARD OF REGENTS
99CAC00660|03/08/2004|99FIS09539|GUSTAFSON|MARK|R|0|23-LEGISLATURE                                    |23|LEGISLATURE
99PAC00137|11/02/2004|99FIS09539|GUSTAFSON|MARK|R|0|23-LEGISLATURE                                    |23|LEGISLATURE
99CAC00667|03/24/2004|99FIS09541|MURANTE|JOHN|F|0|02-STATE BOARD OF EDUCATION                       |02|STATE BOARD OF EDUCATION
99CAC00687|05/18/2004|99FIS09559|KOPPLIN|GAIL|F|0|03|03|LEGISLATURE
99CAC00669|03/30/2004|99FIS09561|THOMPSON|BENJAMIN|W|0|31-LEGISLATURE                                    |31|LEGISLATURE
99CAC00683|05/05/2004|99FIS09562|HALFERTY|JAMES|E|0|03-STATE BOARD OF EDUCATION                       |03|STATE BOARD OF EDUCATION
99CAC00661|03/10/2004|99FIS09567|DONLAN|MICHAEL|G|0|COUNTY COMMISSIONER DIST. #04-LANCASTER           |COUNTY COMMISSIONER DIST. #04|LANCASTER
99CAC00685|05/12/2004|99FIS09578|ERDEI|RICK|A|0|COUNTY COMMISSIONER DIST. #05-DOUGLAS             |COUNTY COMMISSIONER DIST. #05|DOUGLAS
99CAC00664|03/19/2004|99FIS09579|GALUSHA|RICHARD|R|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
08CAC01083|02/08/2008|99FIS09596|TINGELHOFF|ROBERT|J|0|39|39|LEGISLATURE
99CAC00674|04/12/2004|99FIS09606|METZ|R. ANTHONY| |0|09-LEGISLATURE                                    |09|LEGISLATURE
99CAC00689|05/24/2004|99FIS09778|MAY|ED| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
99CAC00693|07/08/2004|99FIS09789|BETTGER|RICK| |0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
99CAC00694|07/19/2004|99FIS09793|SCHWOPE|JOHN| |0|PAPIO MISSOURI SUBDISTRICT|PAPIO MISSOURI SUBDISTRICT #11|NATURAL RESOURCE DISTRICT
99CAC00697|09/14/2004|99FIS09820|BOLES|EARL|W|0|COUNTY COMMISSIONER DIST. #02-LANCASTER           |COUNTY COMMISSIONER DIST. #02|LANCASTER
07CAC01043|10/11/2007|99FIS09822|MARVIN|DANIEL|K|0|27|27|LEGISLATURE
99CAC00698|09/20/2004|99FIS09823|RYAN|GERALD|E|0|45-LEGISLATURE                                    |45|LEGISLATURE
99CAC00708|10/25/2004|99FIS09843|SLOBOTSKI|JEFF| |0|03-METRO TECH COMMUNITY COLLEGE                   |03|METRO TECH COMMUNITY COLLEGE
99CAC00711|11/12/2004|99FIS09858|THOMPSON|JOHN  (PPD)|R|0|SUBURBAN SUBDIVISION|SUBURBAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00712|12/09/2004|99FIS09864|ESCHLIMAN|ROBIN| |0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
08CAC01237|11/24/2008|99FIS09878|SUTTLE|JAMES|H|0|MAYOR|MAYOR|OMAHA
99CAC00709|11/01/2004|99FIS09878|SUTTLE|JAMES|H|0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
99CAC00717|03/04/2005|99FIS09897|TRAUDT|SHAWN|W|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00718|03/07/2005|99FIS09910|BAIER|BARBARA| |0|SCHOOL BOARD - DIST 03-LINCOLN                    |SCHOOL BOARD - DIST 03|LINCOLN
08CAC01090|02/20/2008|99FIS09910|BAIER|BARBARA| |0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|LANCASTER
05CAC00727|05/20/2005|05FIS09998|OSBORNE|TOM ||0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00704|10/14/2004|05FIS09999|KOUKOL|DAVID||0|PAPIO MISSOURI SUBDISTRICT|PAPIO MISSOURI SUBDISTRICT #11|NATURAL RESOURCE DISTRICT
05CAC00730|06/14/2005|05FIS10020|DAVIS|JEFFREY|L|0|COUNTY SHERIFF|COUNTY SHERIFF|SARPY
05CAC00732|07/05/2005|05FIS10025|NAGENGAST|JIM|D|0|04|04|BOARD OF REGENTS
05CAC00729|06/13/2005|05FIS10026|ADAMS|GREG|L|0|24|24|LEGISLATURE
05CAC00733|07/26/2005|05FIS10031|CARLSON|N. TOM||0|38|38|LEGISLATURE
07CAC01034|08/20/2007|05FIS10032|EVNEN|ROBERT|B|0|01|01|STATE BOARD OF EDUCATION
06CAC00765|01/03/2006|05FIS10033|BROWN|CAROL|J|0|46|46|LEGISLATURE
06CAC00833|04/05/2006|05FIS10035|WEAVER|WILLIAM|R|0|44|44|LEGISLATURE
05CAC00735|09/09/2005|05FIS10037|DUBAS|ANNETTE||0|34|34|LEGISLATURE
05CAC00737|09/15/2005|05FIS10038|POORE|RICK|E|0|28|28|LEGISLATURE
05CAC00738|09/21/2005|05FIS10039|OSBORN|SHANE|J|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
05CAC00762|12/19/2005|05FIS10041|CHRISTENSEN|MARK|R|0|44|44|LEGISLATURE
05CAC00759|11/30/2005|05FIS10054|DENDINGER|DONALD|C|0|04|04|LEGISLATURE
06CAC00769|01/09/2006|05FIS10055|TIDYMAN|JEFF|A|0|44|44|LEGISLATURE
05CAC00744|10/28/2005|05FIS10057|CONRAD|DANIELLE|M|0|46|46|LEGISLATURE
07CAC01065|12/26/2007|05FIS10060|WINTERER|KERRY||0|02|02|STATE BOARD OF EDUCATION
05CAC00746|11/02/2005|05FIS10060|WINTERER|KERRY||0|04|04|LEGISLATURE
05CAC00747|11/03/2005|05FIS10061|LATHROP|STEVEN||0|12|12|LEGISLATURE
05CAC00756|11/22/2005|05FIS10074|BLOOD|CAROL||0|BELLEVUE CITY COUNCIL|BELLEVUE CITY COUNCIL|BELLEVUE
05CAC00760|12/07/2005|05FIS10081|ROGERT|KENT|W|0|16|16|LEGISLATURE
08CAC01246|10/29/2008|05FIS10085|ANDERSON|LYNNE|S|0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
05CAC00764|12/23/2005|05FIS10085|ANDERSON|LYNNE|S|0|06|06|LEGISLATURE
06CAC00777|01/13/2006|06FIS10103|GAREY|ANGUS|L|0|44|44|LEGISLATURE
06CAC00784|01/17/2006|06FIS10122|VELINSKY|BARBARA|L|0|04|04|LEGISLATURE
06CAC00837|04/06/2006|06FIS10129|JONES|JONI|M|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|SARPY
06CAC00799|03/02/2006|06FIS10138|SENKBILE|GREGORY|D|0|34|34|LEGISLATURE
06CAC00786|01/20/2006|06FIS10160|KELLY|GENE |F|0|04|04|BOARD OF REGENTS
10CAC01397|01/14/2010|05FIS10029|BRADLEY|LAWRENCE|W|0|10|10|LEGISLATURE
12CAC01616|01/30/2012|05FIS10029|BRADLEY|LAWRENCE|W|0|04|04|BOARD OF REGENTS
05CAC00742|10/25/2005|05FIS10029|BRADLEY|LAWRENCE|W|0|04|04|BOARD OF REGENTS
06CAC00787|02/06/2006|05FIS10065|SCHLOTHAUER|GEORGE|H|0|48|48|LEGISLATURE
05CAC00758|11/30/2005|05FIS10076|SORRENTINO|TONY|J|0|04|04|LEGISLATURE
08CAC01138|05/05/2008|05FIS10076|SORRENTINO|TONY|J|0|03|03|METRO TECH COMMUNITY COLLEGE
05CAC00761|12/08/2005|05FIS10083|HAHN|DAVID||0|GOVERNOR|GOVERNOR|GOVERNOR
06CAC00771|01/10/2006|06FIS10118|KARPISEK|RUSSELL|J|0|32|32|LEGISLATURE
06CAC00877|05/01/2006|06FIS10126|JANSEN|RICHARD|W|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|SARPY
06CAC00977|10/17/2006|06FIS10220|WEIMER|DEREK|C|0|COUNTY ATTORNEY|COUNTY ATTORNEY|SCOTTS BLUFF
06CAC00803|03/15/2006|06FIS10239|GUITTAR|STEPHEN|J|0|26|26|LEGISLATURE
06CAC00785|01/19/2006|06FIS10241|HESPEN|STEVEN|D|0|COUNTY SHERIFF|COUNTY SHERIFF|DODGE
06CAC00818|03/28/2006|06FIS10242|LANPHIER|PATRICIA|Q|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
06CAC00863|08/08/2006|06FIS10345|HARTFIELD|IAN|M|0|14|14|LEGISLATURE
10CAC01432|04/12/2010|06FIS10345|HARTFIELD|IAN|M|0|14|14|LEGISLATURE
10CAC01497|10/25/2010|06FIS10392|HOPKINS|PAMELA|L|0|COUNTY ATTORNEY|COUNTY ATTORNEY|WASHINGTON
07CAC01012|01/24/2007|06FIS10408|EIFERT|LAREA|J|0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
05CAC00725|05/16/2005|05FIS09988|MUNGER |MARK ||0|28|28|LEGISLATURE
05CAC00748|11/14/2005|05FIS10034|RUFF|RONALD|A|0|42|42|LEGISLATURE
06CAC00796|02/10/2006|05FIS10062|FRIESEN|CURTIS|J|0|24|24|LEGISLATURE
05CAC00757|11/23/2000|05FIS10075|WIGHTMAN|JOHN|M|0|36|36|LEGISLATURE
06CAC00768|01/06/2006|05FIS10086|PANKONIN|DAVID|C|0|02|02|LEGISLATURE
06CAC00816|03/28/2006|06FIS10153|ROWE|RENAE|E|0|COUNTY TREASURER|COUNTY TREASURER|DAWSON
06CAC00870|04/25/2006|06FIS10249|DITTBRENNER|PHILIP |W|0|COUNTY SHERIFF|COUNTY SHERIFF|GAGE
99CAC00673|04/12/2004|99FIS09633|BLAZEK|JOHN|M|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00679|04/20/2004|99FIS09635|GREEN|JOHN|T|0|COUNTY COMMISSIONER DIST. #05-DOUGLAS             |COUNTY COMMISSIONER DIST. #05|DOUGLAS
99CAC00701|10/05/2004|99FIS09644|STRIGENZ|THOMAS|P|0|COUNTY PUBLIC DEFENDER-SARPY                      |COUNTY PUBLIC DEFENDER|SARPY
05CAC00740|10/06/2005|99FIS09651|PIRSCH|PETER|A|0|04|04|LEGISLATURE
06CAC00919|09/27/2006|99FIS09683|TIMM|PATRICIA|H|0|05|05|STATE BOARD OF EDUCATION
99CAC00668|03/24/2004|99FIS09684|FLANAGAN|DAN|L|0|PAPILLION SCHOOL BOARD-PAPILLION                  |PAPILLION SCHOOL BOARD|PAPILLION
05CAC00728|05/23/2005|99FIS09704|KLEINE|DONALD|W|0|COUNTY ATTORNEY|COUNTY ATTORNEY|DOUGLAS
99CAC00672|04/01/2004|99FIS09718|ANDERSON|CLARK|W|0|07-BOARD OF REGENTS                               |07|BOARD OF REGENTS
99CAC00681|04/22/2004|99FIS09760|MARTIN|M.L.| |0|MAYOR-NORTH PLATTE                                |MAYOR|NORTH PLATTE
99CAC00675|04/13/2004|99FIS09762|BURCAW|JOHN| |0|04-METRO TECH COMMUNITY COLLEGE                   |04|METRO TECH COMMUNITY COLLEGE
99CAC00678|04/16/2004|99FIS09764|MCCOLLEY|MARK| |0|PAPIO MISSOURI SUBDISTRICT #03|PAPIO MISSOURI SUBDISTRICT #03|NATURAL RESOURCE DISTRICT
99CAC00682|04/23/2004|99FIS09765|DRAPER|MARK| |0|OMAHA SCHOOL BOARD - DIST 66-OMAHA                |OMAHA SCHOOL BOARD - DIST 66|OMAHA
99CAC00682|04/23/2004|99FIS09765|DRAPER|MARK| |0|OMAHA SCHOOL BOARD - DIST 66-OMAHA                |OMAHA SCHOOL BOARD - DIST 66|OMAHA
99CAC00591|03/21/2002|99FIS09018|BRUNKEN|DONALD|E|0|COUNTY COMMISSIONER DIST. #06-DOUGLAS             |COUNTY COMMISSIONER DIST. #06|DOUGLAS
05CAC00739|09/30/2005|05FIS10042|WHITE|THOMAS|M|0|08|08|LEGISLATURE
06CAC00811|03/22/2006|06FIS10101|TAMKE|THOMAS|G|0|COUNTY SHERIFF|COUNTY SHERIFF|DODGE
06CAC00873|04/27/2006|06FIS10105|MATCHETT|BENJAMIN|J|0|COUNTY SHERIFF|COUNTY SHERIFF|HOLT
06CAC00772|01/10/2006|06FIS10121|SHOEMAKER|FRANK||0|44|44|LEGISLATURE
10CAC01460|05/10/2010|06FIS10531|BOHRER|ROGER|L|0|04|04|PUBLIC SERVICE COMMISSION
06CAC00940|09/07/2006|06FIS10534|FORD|RITA|M|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|CASS
12CAC01604|12/27/2011|06FIS10558|ANDERSEN|JACK|W|0|43|43|LEGISLATURE
06CAC00836|04/06/2006|06FIS10578|SIEGFRIED|STEVEN|E|0|COUNTY SHERIFF|COUNTY SHERIFF|SCOTTS BLUFF
06CAC00849|04/07/2006|06FIS10585|CARPENTER|BARBARA|A|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
06CAC00890|05/03/2006|06FIS10587|TUSA|PAMELA|A|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|DOUGLAS
99CAC00716|01/21/2005|05FIS09914|KOLLER|MARK|A|0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
05CAC00741|10/21/2005|05FIS09916|GARRISON|WAYNE|L|0|38|38|LEGISLATURE
05CAC00726|05/17/2005|05FIS09994|AVERY|BILL ||0|28|28|LEGISLATURE
